Texte;Type d'entité
tournera;O
ou;O
tournerai;O
verrons;I-MISC
suis;O
point;O
faite;O
dois;O
rester;I-MISC
brillantes;O
destinées;O
my;O
attendent;O
serai;O
aimée;O
dun;O
homme;O
sang;O
royal;O
bohémienne;O
prédit;O
lannée;O
dernière;O
Quant;O
loracle;I-MISC
changerai;O
dépend;O
verrez;I-MISC
fine;O
En;O
faisant;O
gestes;O
animés;O
signes;O
émotion;O
vive;O
Son;O
coqueluchon;I-PER
tombé;O
épaules;O
laissait;O
voir;O
admirable;O
visage;O
encadré;O
boucles;O
cheveux;O
blonds;O
rejetait;O
souvent;O
arrière;O
mouvement;O
gracieux;O
prompt;O
fois;O
physionomie;O
expression;O
intraduisible;O
dédain;I-PER
colère;O
semblait;O
totalement;O
oublié;O
présence;O
Celle;O
rappela;O
demandant;O
voulait;O
souper;O
servira;O
létain;O
répliqua;O
auberge;O
commencement;O
leçon;O
égal;I-MISC
demander;O
ordres;O
repas;O
tâche;O
savoir;O
jouirons;O
laimable;O
société;O
comtes;O
sortit;O
pendant;O
temps;O
sapprocha;O
miroir;O
cassé;O
suspendu;O
au-dessus;O
cheminée;O
mit;O
raccommoder;O
toilette;O
Elle;O
sourit;O
malgré;O
voyant;O
traits;O
charmants;O
illuminer;O
glace;O
antique;O
put;O
défendre;O
vanité;O
laspect;O
noirs;O
bordés;O
cils;O
débène;O
surmontés;O
sourcils;O
arrondis;O
lamour;O
bouche;O
cerise;O
teint;O
nuancé;O
couleurs;O
suaves;O
Puis;O
admira;O
taille;O
richement;O
dessinée;O
corset;O
damas;O
noir;O
pied;O
mignons;O
quelques;O
sentit;O
reine;O
charmes;I-MISC
rentra;O
Réjouissez;B-MISC
-vous;O
sécria;O
riant;O
aurez;O
lhonneur;O
compagnie;O
magnifique;O
soupera;I-MISC
chambré;I-MISC
MM;B-MISC
chez;O
doutais;O
Aussi;O
vois;O
  ;O
plaire;O
Dieu;I-MISC
prétendu;O
apparemment;O
réchappé;O
simaginent;I-MISC
arranger;O
destinée;O
moccuper;O
diriger;I-MISC
plaît;O
rendre;O
amoureux;O
fou;O
fiancée;O
avancé;O
métier;O
mari;O
puisquils;O
décidé;O
mien;O
chacun;O
use;O
armes;O
premier;O
Lentrée;B-PER
servantes;O
venaient;O
dresser;O
couvert;O
propos;O
regarda;O
air;O
mépris;O
linge;O
poterie;O
commune;O
quelles;O
étalèrent;O
Ny;B-PER
-il;O
dautre;O
porcelaine;O
celle;O
demanda;O
Oh;B-MISC
dotée;O
grandes;O
maisons;O
filles;O
reçoit;O
beaucoup;O
gens;O
qualité;O
Presque;O
jamais;O
bourgeois;O
marchands;O
voyons;O
Quand;O
servi;O
avertirez;O
peuvent;O
venir;O
mettre;O
table;O
appuya;O
sorte;O
demphase;O
ces;O
titres;O
pompeux;O
voix;O
trahissait;O
nuance;O
moquerie;O
prononcée;O
promener;O
attendant;O
convives;O
ouvrit;O
enfin;O
parurent;O
seuil;O
Celui;O
marchait;O
était;O
soixantaine;O
dannées;O
maladif;O
Ses;O
insignifiants;O
petite;I-MISC
manières;O
peu;O
élégantes;O
destinaient;O
passer;O
inaperçu;O
portait;O
néanmoins;O
bienveillance;O
prévenait;O
faveur;O
devait;O
nécessairement;O
rien;O
Derrière;B-PER
vieillard;O
soixante-dix;O
ans;O
Sa;O
hautaine;O
immense;O
perruque;O
brune;O
grisonnants;O
froncés;O
rapprochés;O
lun;O
lautre;O
rouge;O
perçants;O
annonçaient;O
violent;O
presque;O
mauvais;O
six;O
pieds;O
tenait;O
tellement;O
droit;O
défier;O
années;O
Cétait;B-MISC
distance;O
respect;O
ressemblance;O
frappante;O
faisait;O
reconnaître;O
remarquablement;O
noble;O
élevée;O
regard;O
modifiée;O
jeunesse;I-MISC
beau;O
agréable;O
remarquer;O
soi;O
cependant;O
répulsion;O
inexplicable;O
ôtait;O
linstant;O
connaître;O
Tous;O
saluèrent;O
profondément;O
embrassa;O
front;O
joyeux;O
faites;O
regretter;O
nombreux;O
admirateurs;O
offrir;O
désire;O
dautres;O
répondit;O
révérence;O
mest;O
accordé;O
remercia;O
salut;O
profond;O
encore;O
rougissant;O
trouvez;O
pensez;I-MISC
établissement;O
parait;I-MISC
commode;O
Quelle;O
différence;O
hôtellerie;O
nos;O
vilaines;O
auberges;O
propre;O
avenant;O
comparaison;O
Les;B-MISC
vieillards;O
regardèrent;O
étonnés;O
équipage;O
crois;I-MISC
choisi;O
grand-père;O
rosses;O
étiques;O
lécurie;O
Jen;B-PER
étais;O
honteuse;O
quittant;O
cause;O
entrant;O
trouvé;O
superbe;O
atmosphère;O
denivrant;O
reflet;O
merveilles;O
embellit;O
jusquà;O
plat;O
détain;O
oublier;O
plats;O
dargent;O
ciselé;O
quand;O
serez;O
trouverez;I-MISC
jouissances;O
luxe;I-MISC
pages;O
entourée;O
respects;O
Ici;O
contenter;O
Beaupré;I-PER
domestique;I-MISC
résoudre;O
inaperçue;O
milieu;O
foule;O
sert;O
merveille;O
Monsieur;I-PER
quant;O
parfaitement;O
dailleurs;O
sarrêta;O
moue;O
coquette;O
certitude;O
dêtre;O
remarquée;O
Dailleurs;B-PER
répéta;O
mennuierais;O
ici;O
mamuserai;O
Voilà;B-PER
vrai;O
argument;O
facile;O
sens;O
mener;O
loin;O
sentencieusement;O
décidée;O
De;O
ajouta;O
malignement;O
soumettrez;O
privations;O
irez;I-MISC
diamants;O
perles;O
dentelles;O
Jirai;B-PER
Dans;B-MISC
efflanquées;O
Avec;O
Champagne;B-PER
suite;O
Cela;O
voici;O
ordre;O
présentation;I-MISC
Madame;B-PER
marquise;O
dHeudicourt;B-MISC
parente;O
dimanche;O
Versailles;B-PER
présentera;O
Leurs;B-PER
Majestés;I-PER
promis;O
admettre;O
nombre;O
dhonneur;O
jespère;I-MISC
reçue;O
façon;O
satisfaire;O
Vraiment;O
létourderie;O
oubliant;O
déjà;O
rôle;O
sétait;O
imposé;O
prêterez;O
mère;O
jour;O
voudrais;O
chère;O
confiés;O
Chardu;I-PER
notaire;O
Laon;B-LOC
somme;O
nécessaire;O
naurions;O
pu;O
dHenriette;B-MISC
rembrunit;O
reprenant;O
gaîté;O
coquetterie;O
jetant;O
navait;O
lassait;O
contempler;O
friserai;I-MISC
mes;O
tâcherai;O
davoir;O
bonne;O
mine;O
secoua;O
lançant;O
coup-dœil;O
déconcerta;O
Permettez;B-PER
-moi;O
observation;O
paternelle;O
veuillez;O
franchise;O
Ne;O
laissez;O
enivrer;O
séductions;I-MISC
Rappelez;B-PER
accordée;I-MISC
brave;O
droits;O
rappelez;I-MISC
quune;O
existence;O
attend;O
commanderez;O
souveraine;O
lasse;O
grandeurs;O
demprunt;O
plaira;O
servir;O
soumettre;O
caprices;O
venez;I-MISC
régner;O
non-seulement;O
feue;O
ceux;O
serons;O
fiers;O
dorner;O
tant;O
moment;O
silence;O
tard;O
voulez;O
revanche;O
soyez;O
inquiétude;O
naura;O
envier;O
remercie;O
froidement;O
fini;O
retirèrent;O
Bon;B-PER
mangée;O
soirée;O
na;O
parler;O
toucher;O
soit;O
bu;O
verre;O
vin;O
Tu;B-MISC
as;I-MISC
vu;I-MISC
rempli;O
devoir;O
diabolique;O
brillait;O
lorsquelle;O
prononça;O
mots;O
souriant;O
II;B-PER
LA;O
PRÉSENTATION;I-MISC
arrivé;O
Dès;B-MISC
matin;O
commença;O
parer;O
retiens;O
ceci;O
faut;O
présentée;O
simple;O
robe;O
Tours;B-LOC
blanc;O
bijoux;O
points;O
Hongrie;B-LOC
Venise;B-LOC
Cour;O
Arrange;I-ORG
toi;O
manière;O
empêcher;O
moindre;O
pli;O
corsage;O
soient;O
tombantes;O
gracieuses;O
branche;O
houx;O
graines;O
rouges;O
formera;O
coiffure;O
artistement;O
lai;O
apportée;I-MISC
bois;O
mattendais;O
guère;O
paraîtrait;O
devant;O
roi;I-PER
France;B-LOC
couronne;O
Lorsquelle;B-LOC
fut;O
prête;O
vint;O
reculèrent;O
surprise;I-MISC
Hélas;B-PER
remarquera;O
fraîche;O
jolie;O
aspect;O
questionnée;O
Pendant;O
distraite;O
préoccupée;O
nouveauté;I-MISC
spectacle;O
route;O
équipages;O
croisaient;O
autour;O
causaient;O
détourdissement;O
aperçut;O
descendit;O
escalier;O
marbre;O
encombré;O
vaillant;O
battre;O
jura;B-LOC
quitter;O
séjour;O
enchanteur;O
Bonne;B-PER
Pons;B-PER
femmes;O
mieux;O
placée;O
Liée;I-LOC
damitié;O
Montespan;I-PER
admise;O
lintimité;O
favorite;O
parties;O
chasse;O
jeu;O
considérait;O
mot;O
puissance;O
Aussitôt;O
parut;O
flatteurs;O
lentourèrent;O
saluée;O
compliments;O
charmante;O
compagne;O
simplicité;O
étrange;O
costume;O
parée;O
attirait;O
regards;O
tour;O
galerie;O
saluant;O
selon;O
degré;O
elles;O
étaient;O
classées;O
passant;O
adressa;O
phrases;O
bienveillantes;O
tombèrent;O
démotion;I-MISC
Sire;B-LOC
daigné;O
ladmettre;O
parmi;O
famille;O
Roi;B-PER
armées;O
longtemps;O
charmé;O
rencontrer;O
retournant;O
fallut;O
apporter;O
succès;O
furieux;O
conseil;O
dispersa;O
salons;O
approcherait;O
pouvait;O
suffire;O
nommer;O
réclamaient;O
sen;I-PER
montra;O
embarrassée;O
toutes;O
reçut;O
neût;O
vie;O
inquiète;O
jalouse;O
rivalité;O
voulut;O
esprit;O
ressemblait;O
Laltière;B-PER
baissa;O
rencontrant;O
sentait;O
égale;O
surpassait;O
arrive;O
comptez;O
retourner;O
Est;O
-ce;O
quà;O
lendemain;B-PER
répété;O
fallait;O
soccuper;O
passé;O
courtisans;O
politique;O
loublierai;O
mordit;O
lèvres;O
comprit;O
affaire;O
partie;O
aplomb;O
singulier;O
retirant;O
ira;O
rappelaient;O
Tonnay;B-LOC
Charente;I-LOC
avant;O
pensèrent;O
sy;O
compliment;O
triomphes;O
Prenez;B-PER
garde;O
prenez;O
tourne;O
repent;O
montrant;O
Vallière;I-PER
pâle;I-MISC
dolente;O
coin;O
sallon;O
chercha;I-MISC
apercevoir;O
découvrit;O
bientôt;O
debout;O
colonne;I-MISC
désorientés;O
compara;O
assurance;O
timidité;O
gauche;O
orgueil;O
applaudit;O
Ces;O
faits;O
pensa;O
voyez;B-MISC
figure;O
futur;O
justaucorps;O
vert;O
pomme;O
paysan;O
Picard;B-PER
service;O
seconde;O
femme;O
duc;O
dOrléans;B-MISC
frère;O
Louis;B-PER
XIV;I-PER
formes;O
allemandes;O
dégénérait;O
brusquerie;O
aimait;O
conservassent;O
dehors;O
modestes;O
prétendait;O
naurait;O
souffert;O
première;O
assiduités;O
présente;O
demoiselles;O
prenaient;O
airs;O
graves;O
fort;O
harmonie;O
habitudes;O
saccoutuma;I-PER
sur-le-champ;O
compagnes;O
enviaient;O
raillaient;O
quelquefois;O
lexcessive;O
Elles;O
détaillaient;O
richesse;O
élégance;O
sélevait;O
révolte;O
douloureuse;O
contre;O
lavaient;O
exposée;O
humiliations;O
paraître;O
plaisantait;O
meilleure;O
Voyez;B-MISC
Mesdemoiselles;B-LOC
magnifiques;O
fêtes;O
donnera;O
carnaval;O
porterai;O
Eussé;B-MISC
-je;O
parerais;O
Peut;O
aurai;O
devise;O
Carrousel;B-LOC
celle-ci;O
Qui;O
frotte;O
pique;O
Un;I-MISC
réunies;O
travaillaient;O
causant;O
riaient;O
passaient;O
revue;O
connus;O
mesdemoiselles;O
colonel;O
régiment;O
Navarre;B-PER
Hautefort;B-LOC
Personne;B-PER
heureuse;O
jétais;O
lorsquil;B-PER
visite;O
darrivée;O
nobiliaire;I-MISC
ignorez;I-MISC
messire;O
Charles;B-PER
Amanireux;I-PER
marquis;O
dAlbret;I-PER
chevalier;O
sire;O
prince;O
Mortagne;O
Mossant;I-PER
baron;B-PER
Vorray;I-PER
Gerderé;I-PER
autres;O
lieux;O
neveu;O
maréchal;B-PER
parent;O
côté;O
glorieux;O
Henri;B-PER
IV;I-PER
Jespère;B-PER
généalogie;O
éclats;O
Mothe;B-LOC
laquelle;O
aspire;O
partager;O
Ajoutez;B-LOC
sil;O
miracles;O
passe;O
idée;O
Lui;O
connaît;O
-on;O
sentiment;O
Non;O
jusquici;O
vécu;O
gloire;O
éloge;O
brillant;O
louait;O
indifférence;O
appelé;O
cousin;O
disant;O
parenté;O
venait;O
vénération;O
consultait;O
foi;O
sortes;O
particuliers;O
trouverons;O
fête;B-MISC
demain;O
pensive;O
Pourquoi;O
empêche;O
Rochefort;B-LOC
gardes;O
corps;O
établis;O
parlent;O
couvent;O
regarde;O
essaye;O
premiers;O
Cossé;O
croyez;B-ORG
laisseront;O
approcher;O
loup;O
ravissant;O
timide;O
brebis;O
jeunes;O
mirent;O
rire;O
plutôt;O
gardiens;O
dor;I-MISC
jardin;O
Hespérides;I-LOC
-ils;O
dites;O
entre;O
Tout;O
bonnement;O
messieurs;O
propriétaires;O
lieues;O
voisins;O
gardent;O
généreux;O
part;O
font;O
défenseurs;O
aimer;O
attaquée;O
triompher;O
arrêté;O
bal;O
chacune;O
dentre;O
respectera;O
livré;O
permettrons;O
œillade;O
démontré;O
champion;O
échoué;O
venger;O
honneur;I-MISC
Jaccepte;B-LOC
défi;O
vivement;O
témoins;O
voulons;O
crièrent;O
chœur;O
Malgré;O
folles;O
Navailles;I-PER
entendait;O
répéterait;O
partout;O
coquettes;O
frivoles;O
force;O
vouloir;O
chercher;O
maris;O
trouveront;O
béate;O
Nimporte;B-PER
consenti;O
vient;O
scrupule;O
tenue;O
lépouser;O
permis;O
gravité;O
comique;O
ordonné;O
envoyez;O
boucherie;O
charmant;O
gardien;O
souffrira;O
épouse;O
autre;O
Croyez;B-ORG
tressaillant;O
lon;O
étranges;O
songeons;O
lheure;O
dîner;O
rendons;O
Demain;B-PER
aurons;O
sujet;O
dexamen;O
durant;O
séparèrent;O
seule;O
réfléchit;O
sérieusement;O
dissimuler;O
avaient;O
légers;O
informés;O
sévèrement;O
instant;O
lidée;I-MISC
malade;O
déviter;O
limprudente;O
gageure;O
risquée;O
samuser;O
retinrent;O
réussissais;O
sourire;O
triomphe;O
erra;O
nosait;O
mentir;O
désigna;O
laccompagner;O
irrésolutions;O
trouvèrent;O
fixées;O
possible;O
refuser;O
maladie;O
frais;O
démentait;O
remit;O
pourtant;O
dansa;I-MISC
Lavallière;B-PER
retenir;O
pleurs;I-MISC
supplice;O
officiel;O
odieux;O
pitié;O
aime;O
maux;O
ingratitude;O
quitta;O
place;O
jusquau;I-PER
leva;O
salle;O
Diane;B-PER
cortège;O
divisé;O
resta;O
éloignée;O
tenaient;O
Lafarre;I-PER
inconnu;O
Quoi;O
demeuré;O
dévouée;O
répondait;O
létranger;O
nai;I-MISC
osé;O
labandonner;O
laimiez;O
oui;O
malheureux;O
absence;O
Alors;O
avis;O
pense;O
souvenir;O
seffacera;O
retourna;O
trouva;O
rougirent;O
gris;O
perlé;B-LOC
hauts-de-chausses;O
pareils;O
nœuds;O
crevés;O
couleur;O
rose;O
canons;O
batiste;O
dindéfinissable;O
trahit;O
firent;O
mâle;O
nétait;O
léloge;O
quen;O
tournure;O
pleine;O
souplesse;O
grâces;O
rencontré;O
jusque-là;O
rougit;O
grandpeur;O
perdre;O
Au;O
pensées;O
rencontrèrent;O
personnes;O
regardaient;O
étincelants;O
prit;O
frisson;O
glacial;O
hâta;O
Deux;O
alla;O
majesté;O
manda;O
linterroger;O
danse;O
étrangère;O
apprise;O
Allemagne;B-LOC
montrerez;O
jours;O
heureux;O
dobéir;I-MISC
Majesté;B-MISC
exécuter;O
danseuse;O
Choisissez;B-PER
-en;O
donnent;O
permission;O
désirerai;O
obtenir;O
ennemies;O
Cherchez;B-LOC
saurai;O
maintenir;O
celles;I-MISC
plaindraient;O
promena;O
groupe;O
visages;O
cherchaient;O
attirer;O
suffrage;O
savança;O
léger;O
tremblement;O
mont;O
autorisé;O
refuserez;O
geste;O
modestie;O
dignité;O
maladroit;O
murmura;O
prend;O
Picarde;B-LOC
"
 
";O
bas;O
magnifiquement;O
gagné;O
pari;O
proclamerai;O
retire;O
suivre;I-MISC
nayez;B-PER
contenance;O
fière;O
retienne;O
heure;O
prêcher;O
arriva;O
retirée;O
dormit;O
minute;O
limage;O
cesse;O
faudrait;O
époux;O
soupirait;O
promesse;O
engagements;O
limpossibilité;O
rompre;O
revenaient;O
mémoire;O
tristesse;I-MISC
bornes;O
découragée;O
espoir;O
énergie;O
nécouta;O
plaisanteries;O
causait;O
quavec;O
Sur;O
apporta;O
lettre;O
louvrit;O
indifféremment;O
regardé;O
signature;O
battit;O
briser;O
poitrine;O
contenait;O
" 
 ";O
Altesse;B-ORG
Royale;I-ORG
ayant;O
désiré;O
danser;O
moscovite;O
mayant;O
demanderais;O
figurer;O
jose;O
espérer;O
cavalier;O
Si;B-MISC
daignez;O
consentir;O
réunirons;O
entrées;O
passes;O
devront;O
exécutées;O
reconnaissance;I-MISC
saurait;O
passionnément;O
Votre;B-MISC
humble;O
obéissant;O
esclave;O
DALBRET;I-PER
rougi;O
billet;O
doux;O
Faut;B-LOC
arrangement;I-MISC
étranger;O
mamuse;O
Lisez;B-PER
passionné;O
vos;O
esclaves;O
méclaire;O
signifie;O
Benserade;O
Voiture;O
beaux;O
esprits;O
sécrivent;O
autrement;O
eux;O
perdu;I-MISC
Ni;B-PER
perdue;O
gagnée;O
cétait;O
question;O
cria;O
follement;O
devient;O
mystérieuse;O
Allons;B-PER
minauda;O
entendez;I-MISC
ennuyeuse;O
entrée;O
vérité;O
jen;O
excédée;O
davance;O
légère;O
oiseau;I-MISC
courut;O
ly;I-MISC
attendait;O
aurait;O
montré;I-MISC
embarras;O
lieue;O
Chacun;B-MISC
Tarente;B-LOC
assise;O
marie;O
vaudrait;O
cent;O
joli;O
arrivera;O
Voulez;B-LOC
Gardez;B-LOC
ferait;O
bruit;O
sauriez;O
taire;O
Laissons;B-LOC
répétaient;O
figures;O
sous;O
linspection;O
jouait;O
violon;O
parlaient;O
battait;O
lorsquils;O
eurent;O
terminé;O
reviendrez;O
Surtout;O
namenez;O
nièce;O
troublerait;O
tenir;O
tranquille;O
ramener;O
létroit;I-MISC
petit;O
salon;O
lorsque;O
accorde;O
logement;O
retour;O
quolibets;O
rêver;O
jusquaux;O
moindres;O
Plusieurs;O
passèrent;O
voyait;O
assidu;O
Pourtant;O
damour;O
prononcé;O
fondée;O
passion;O
orgueilleuse;O
tendre;O
dansé;O
adorable;O
termes;O
galants;O
lhabitude;O
vit;O
moyen;O
infidélité;O
raconter;O
monarque;O
roman;O
soupçons;O
fournir;O
thème;O
limagination;O
lombre;O
passée;O
odieuse;O
célébrait;O
alors;O
paix;O
demandé;O
carrousel;I-PER
exercice;O
laccorda;O
furent;O
côtés;O
préparatifs;O
immenses;O
orna;O
écharpe;O
fenêtre;O
jouter;O
nait;O
emblème;O
Jusquici;B-MISC
goût;O
ignorante;O
penseriez;I-MISC
phrase;O
trahie;O
trouverais;O
combattant;O
vainqueur;O
retira;O
Ludre;B-PER
lappelait;O
jeux;O
concetti;O
spirituelle;O
énigmes;O
prix;O
nentreprendrai;O
description;O
carrousels;O
fameux;O
lépoque;O
poétiques;O
amours;O
récit;O
entièrement;O
subjugué;O
imagination;O
quun;O
brillants;O
délicieux;O
renferma;O
grandeur;O
contenta;O
juge;O
Lhonneur;B-PER
commandant;O
quadrille;O
Maures;B-MISC
portant;O
cimier;O
casque;O
émeraudes;O
grains;O
corail;O
ladresse;O
déploya;O
différents;O
exercices;O
faisaient;O
lobjet;O
conversations;O
exaltait;O
nues;O
sadressaient;O
visiblement;O
paraissait;O
repousser;O
retourné;O
restèrent;O
assistaient;O
impossible;O
entendirent;O
dorgueil;O
senivrait;I-MISC
lencens;O
fiancé;O
quont;O
obtenu;O
aujourdhui;O
sinclina;I-PER
Javais;B-PER
noublieriez;O
promesses;O
reçues;I-PER
feriez;O
linjure;O
douter;O
pourquoi;O
jeter;O
insultant;O
permettre;O
dons;O
puisse;O
supporter;I-MISC
audace;O
insolente;O
demi;O
effrayée;O
galanterie;O
prévenue;I-MISC
préférez;I-MISC
Cest-à-dire;O
nêtes;O
pâlit;O
ajouter;O
basse;O
entendue;O
atterrée;O
pressentiment;O
malheur;O
blessant;O
lavait;O
attachée;I-MISC
depuis;O
enfance;O
révoltait;O
ménagement;O
Quimporte;B-MISC
traitée;O
ploieront;O
briserai;I-MISC
doivent;O
genoux;O
pauvres;O
gentilshommes;O
campagne;O
noblesse;O
choisie;O
lutte;I-MISC
passions;O
sengagea;I-MISC
dès;O
ardente;O
impétueuse;O
incessante;O
champ;O
bataille;O
coûte;O
cher;O
III;I-PER
UN;I-MISC
ASTRE;I-MISC
ÉCLIPSÉ;I-MISC
Quinze;I-MISC
sécoulèrent;O
saccroître;O
amour;O
conduite;O
trahieElle;O
montrait;O
impérieuse;O
empressée;O
annonça;O
époque;O
Fontainebleau;I-MISC
calcul;O
donnait;O
lombrage;O
Lauzun;I-PER
daigna;O
jaloux;O
résolut;O
intimité;O
protégée;O
reste;O
oppose;O
écervelées;O
conduites;O
surveillées;O
reçoivent;O
chambres;O
plaignant;O
donne;O
nécessaires;O
corriger;O
abus;O
mintéresse;O
sûreté;O
vertu;O
labri;O
danger;O
envie;O
Sous;B-MISC
craindre;O
dapprocher;O
rivale;O
préparer;O
nouveau;O
devina;O
proie;O
tourmenter;O
douce;I-MISC
Marie-Thérèse;I-MISC
outrée;O
supporta;O
rendaient;O
dûs;O
rang;O
