Texte;Type d'entité
Paris;B-LOC
trou;O
comme;O
celui;O
-là;O
ny;O
a;O
M;B-PER
Bussy;I-PER
capable;O
dune;O
chose;O
semblable;O
Cest;B-LOC
tout;O
plan;O
mademoi-;O
selle;O
Que;B-MISC
veux;O
tu;I-LOC
dire;O
là;O
Ce;O
jai;B-PER
tardé;O
vous;O
apprendre;O
crainte;O
peine;O
parce;O
cru;I-MISC
ñauraient;O
courage;O
dy;O
persister;O
Et;O
quoi;O
donc;O
présent;O
exécutent;O
menaces;O
je;O
men;O
vais;I-MISC
fout;O
révéler;O
Il;O
4;O
comte;O
promenail;O
Sissone;I-PER
grand;O
verger;O
père;O
Jétais;I-PER
cueillir;O
raisins;O
cachée;O
der-;O
rière;O
treille;O
jeus;O
peur;O
me;O
vissent;O
car;O
maurait;O
grondée;O
gardai;O
montrer;O
Ils;O
vinrent;O
juste;O
sasseoir;O
banc;O
face;O
tonnelle;O
jentendis;O
loute;O
conversation;O
Dabord;B-MISC
nécoutai;O
mais;O
ils;O
prononcèrent;O
nom;O
pensai;O
cela;O
pourrait;O
lui;O
être;O
utile;O
prêtai;O
loreille;O
Oui;B-LOC
disait;O
ma;O
veut;O
aller;O
faudra;O
accorder;O
celte;O
grâce;O
cest;O
condition;O
quelle;O
met;O
mariage;O
connaissez;I-MISC
Henrietie;B-MISC
cédera;O
connais;O
Henriette;B-PER
connaïs;O
est;O
forte;O
êtes;O
faible;O
VOUS;I-MISC
savez;O
avoir;O
volonté;O
avez;O
cette;O
enfant;O
despote;O
auquel;O
obéissez;O
PENON;O
5;O
obéir;O
Vous;B-MISC
soupconnez;I-MISC
conséquences;I-MISC
éducation;I-MISC
Jai;B-MISC
deviné;I-MISC
caractère;O
moi;O
bonheur;O
mon;I-MISC
fils;O
placé;O
près;O
delle;O
avant-garde;O
(;O
demande;O
pardon;O
nest;O
parle;O
);O
ambitieuse;O
passionnée;O
vaine;O
surtout;O
sais;O
si;O
ai-;O
mera;O
quil;O
certain;O
laime;O
serait;O
dangereux;O
conduire;O
où;O
beauté;O
attirera;O
hommages;O
empressés;O
voudra;O
plus;O
sortir;O
Cependant;O
nous;O
pouvons;O
tourner;O
difficulté;O
par-;O
lant;O
impérieux;O
tous;O
penchants;O
"
 ";O
lorgueil;O
Comment;O
Châtelaine;B-PER
Pinon;B-LOC
comtesse;O
mènera;O
train;O
princesse;O
aura;O
belle;O
position;O
province;O
àla;O
6;O
sera;O
monde;O
moins;O
lé;O
onde;O
humiliée;O
navez;O
fortune;O
plu-;O
sieurs;O
enfants;O
doné;O
difficile;O
lüi;B-ORG
lés;O
plaisirs;O
auxquels;O
sattend;O
dé;O
placer;O
aussi;O
haut;O
voudrait;O
fierté;O
Cédéz;B-PER
désir;O
lassera;O
vite;O
demandéra;O
elle-même;O
revenir;O
Picardie;B-LOC
=;O
Mais;O
reprit;O
votre;O
&;O
i;O
ellé;I-LOC
rencon-;O
trait;O
quelque;O
godelureau;O
luitournât;O
tête;O
comment;O
prendrions;O
nôus;B-PER
pour;O
lempêcher;O
defaire;O
folie;O
supposition;O
admissible;O
interrompit;O
avons;O
parole;O
gentilhomme;O
madeñioi-;O
Roucy;B-LOC
sait;O
trop;O
manquer;O
Nous;B-MISC
irons;I-MISC
Sans;O
doute;O
äux;O
conditions;O
jé;O
ai;O
LÉ;B-ORG
DÉ;O
7;O
posées;O
né;O
peut;O
favorable;O
Comme;O
contente;O
"

 ";O
voilà;O
toujours;O
même;O
uniquement;O
occupé;O
plaisir;O
ferez;O
penser;O
choses;O
sérieuses;O
sermon;O
faiblesse;O
tendresse;O
aveugle;O
ajoutant;I-MISC
gâterait;O
avenir;O
déran-;O
gerait;O
plans;O
mille;O
distours;O
genre;O
assuré;O
ferme;O
laisserait;O
séduire;O
sont;O
lévés;O
rentrés;O
château;O
Le;O
notre;O
dé-;O
part;O
été;O
annoncé;O
nen;O
dâvañtage;O
Mademoiselle;B-PER
écouté;O
sui;O
vante;O
appuyée;O
yeux;O
char;O
bons;O
lattitude;O
réflexion;O
pro-;O
fonde;O
Ah;B-MISC
projet;O
-elle;O
lenteméntet;O
cherche;O
deviner;O
énigme;O
veulent;O
mhumilier;O
ie;I-MISC
8;O
  ;O
PINON-;I-MISC
accepter;O
bienfait;O
main;O
continua;O
-t;O
levant;O
résolument;O
laisserai;O
jouer;O
croient;O
Mon;B-MISC
bon;O
raison;O
trouverai;O
tournera;O
ou;O
tournerai;O
verrons;I-MISC
suis;O
point;O
faite;O
vince;O
dois;O
rester;O
brillantes;O
des-;O
timées;O
my;O
attendent;O
serai;O
aimée;O
dun;O
homme;O
sang;O
royal;O
bohémienne;O
prédit;O
lannée;O
dernière;O
Quant;O
loracle;I-MISC
change-;I-MISC
rai;B-ORG
dépend;O
verrez;I-MISC
fine;O
En;B-MISC
parlant;O
promenait;O
faisant;O
gestes;O
animés;O
tousles;O
signes;O
émotion;O
vive;O
Son;O
coque-;I-MISC
luchon;I-MISC
tombé;I-MISC
épaules;O
laissait;O
voir;O
admirable;O
visage;O
encadré;O
boucles;O
"


";O
cheveux;O
blonds;O
rejetait;O
souvent;O
ar-;O
mouvement;O
gracieux;O
prompt;O
fois;O
I;B-LOC
];O
physionomie;O
ex-;O
pression;O
intraduisible;O
dédain;O
colère;O
semblait;O
totalement;O
oublié;O
présence;O
Celle;O
ci;I-MISC
rappela;O
demandant;O
voulait;O
souper;O
servira;O
lé-;O
{;O
ain;O
répliqua;O
auberge;O
commencement;O
lecon;O
égal;I-MISC
mander;O
ordres;O
repas;O
tâche;O
savoir;O
jouirons;O
laimable;O
société;O
comtes;O
sortit;O
pendant;O
temps;O
made-;O
moiselle;O
sapprocha;O
miroir;O
cassé;O
suspendu;O
au-dessus;O
cheminée;O
mit;O
raccommoder;O
toilette;O
Elle;O
sourit;O
malgré;O
voyant;O
traits;O
charmants;O
illuminer;O
glace;O
antique;O
put;O
fendre;O
vanité;O
laspect;O
10;O
CHATÉAU;B-ORG
noirs;O
bordés;O
cils;O
débène;O
etsurmon-;O
tés;O
sourüils;O
arrondis;O
lamour;O
sà;O
bouche;O
sernblablé;O
cerise;O
temt;O
nuancé;O
couleurs;O
suaves;O
Puis;O
èlle;O
admira;O
taille;O
richément;O
dessinée;O
corset;O
damas;O
noir;O
pied;O
mignons;O
quelques;O
arrière;O
sentit;O
reine;O
charmes;I-MISC
rentra;O
Réjouissez;B-MISC
-vous;O
$;O
écria-;O
t;I-LOC
riant;O
aurez;O
lhonneur;O
com-;O
pagnie;O
magnifique;O
soupera;O
charn-;O
bre;O
MM;B-ORG
chez;O
doutais;O
Aussi;O
vois;O
pouï;O
plaire;O
Dieu;I-MISC
prétendu;O
apparemment;O
quilen;O
réchappe;O
simagi-;O
nent;O
arranger;O
destin;O
é;O
moccuper;O
diriger;O
plait;O
rendre;O
amoureux;O
fou;O
fiancée;O
appréndre;O
âvancé;O
métier;O
mari;O
puisquils;O
décidé;O
séra;O
mien;O
chacun;O
use;O
armes;O
premier;O
Lentrée;B-PER
servantes;O
Yenâient;B-MISC
dresser;I-MISC
éouvert;O
ée;O
propos;O
garda;O
air;O
mépris;O
linge;O
ét;O
po-;O
terie;O
commune;O
quelles;O
étalérent;O
Ny;B-LOC
t1l;O
dautre;O
porcelaine;O
celle;O
demandat;O
Oh;B-MISC
toute;O
dorée;O
grandes;O
maisons;O
filles;O
recoit;O
beauücoup;O
gens;O
qualité;O
Presque;O
jamais;O
Cëé;O
12;O
bourgeois;O
marchands;O
voyons;O
Quand;O
servi;O
avertirez;O
La-;I-PER
meth;B-PER
peuvent;O
venir;O
mettre;O
table;O
appuya;O
sorte;O
demphase;O
ces;O
titres;O
pompeux;O
voix;O
trahissait;O
nuance;O
moquerie;O
prononcée;O
promener;O
attendant;O
convives;O
ouvrit;O
enfin;O
porte;O
paru-;O
rent;O
seuil;O
Celui;O
marchait;O
Rou-;O
Cy;B-LOC
était;O
soixantaine;O
dannées;O
maladif;O
Ses;O
insigniliants;I-MISC
pe-;I-MISC
tite;O
manières;O
peu;O
élégantes;O
desti-;O
naient;O
passer;O
inaperçu;O
portait;O
néanmoins;O
bienveillance;O
prévenait;O
faveur;O
devait;O
néces-;O
salrement;O
rien;O
13;O
Derrière;O
vieillard;O
soixante-dix;O
ans;O
Sa;O
hautame;O
immense;O
perruque;O
brune;O
sourcils;O
grison-;O
nants;O
froncés;O
rapprochés;O
lun;O
lautre;O
teint;O
rouge;O
perçants;O
annonçaient;O
violent;O
presque;I-MISC
mau-;O
six;O
pieds;O
tenait;O
telle-;O
droit;O
défier;O
années;O
Cé-;B-PER
tait;O
distance;O
respect;O
seigneur;O
res-;O
semblance;O
frappante;O
Bussy-;I-PER
faisait;O
reconnaitre;O
Jui;I-PER
remarquablement;O
noble;O
élevée;O
expression;O
regard;O
modifiée;O
jéunesse;O
beau;O
agréable;O
remarquer;O
gré;O
501;O
cependant;O
upe;O
répulsion;O
inexplicable;O
ôtait;O
linstant;O
connaitre;O
davantage;O
14;O
Tous;O
saluèrent;O
profondément;O
Hen-;O
riette;O
embrassa;O
front;O
sécria;O
til;O
joyeux;O
faites;O
regretter;O
nombreux;O
admirateurs;O
offrir;O
désire;O
dautres;O
répondit;O
révérence;O
mest;O
accordé;O
remercia;O
salut;O
profond;O
encore;O
rougissant;O
beaucoup;O
trouvez;O
cham-;O
pensez;O
établissement;O
parait;O
commode;O
Quelle;O
différence;O
hôtellerie;O
nos;O
vilaines;O
auberges;O
yest;O
pre;O
avenant;O
comparaison;O
Les;O
vieillards;O
regardèrent;O
étonnés;O
15;O
équipage;O
crois;O
choisi;O
grand-père;O
rosses;O
étiques;O
lécurie;O
Jen;O
étais;O
honteuse;O
quittant;O
Sis-;O
sone;B-LOC
cause;O
entrant;I-MISC
trouvé;O
superbe;O
atmosphère;O
denivrant;O
reflet;O
mer-;O
veilles;O
embellit;O
jusquà;O
plat;O
détain;O
oublier;O
plats;O
dargent;O
ciselé;O
quand;O
serez;O
trouverez;I-MISC
jouissances;O
luxe;I-MISC
pages;O
entou-;O
rée;O
respects;O
Ici;O
contenter;O
Beaupré;I-PER
domestique;O
fau-;O
dra;O
résoudre;O
inaperçue;O
milieu;O
foule;O
sert;O
mérveille;O
Monsieur;I-LOC
RL;O
16;I-MISC
quant;O
parfaite-;O
dailleurs;O
sarrêta;O
petite;I-MISC
moue;O
co-;O
quette;O
certitude;O
dêtre;O
remarquée;O
Dailleurs;B-PER
répéta;I-LOC
mennuirais;O
ct;O
ici;O
mamuserai;O
Voilà;O
vrai;O
argument;O
facile;O
sens;O
mener;O
loin;O
sentencieusement;O
décidée;O
De;O
ajouta;O
malignement;O
soumettrez;O
privations;O
irez;I-MISC
diamants;O
perles;O
dentelles;O
#;O
17;O
Jirai;B-LOC
Dans;B-MISC
traîné;O
efflanquées;O
Avec;O
Champagne;B-PER
suite;O
P;B-LOC
Cela;O
voici;O
ordre;O
présentation;I-MISC
Madame;B-PER
marquise;O
dHeudi-;I-PER
court;O
parente;O
dimanche;O
Versailles;B-LOC
présentera;O
Leurs;B-LOC
Majestés;I-PER
promis;O
admettre;O
nombre;O
dhonneur;O
jespère;O
se-;I-MISC
rez;I-MISC
reçue;O
façon;O
satisfaire;O
Vraiment;O
létourderie;O
oubhant;O
déjà;O
rôle;O
sétait;O
imposé;O
prêterez;O
mère;O
jour;O
Jà;O
voudrais;I-MISC
EL;B-MISC
18;O
chère;O
confiés;O
Chardu;I-PER
notaire;O
Laon;B-LOC
avancé;O
somme;O
nécessaire;O
nau;O
rions;O
pu;O
dHenriette;B-MISC
rembrunit;O
reprenant;O
gaité;O
coquetterie;O
jetant;O
navait;O
lassait;O
contempler;O
friserai;O
mes;O
tâcherai;O
da-;O
bonne;O
mine;O
secoua;O
lançant;O
coup-dœil;O
déconcerta;O
Permettez;B-PER
-moi;O
observation;O
paternelle;O
veuillez;O
franchise;O
Ne;O
laissez;O
enivrer;O
séductions;I-MISC
Rappelez;B-PER
19;O
accordée;I-MISC
brave;O
droits;O
rappelez;I-MISC
quune;O
existence;O
attend;O
commanderez;O
souveraine;O
lasse;O
grandeurs;O
demprunt;O
plaira;O
servir;O
soumettre;O
caprices;O
venez;I-MISC
rè-;O
gner;O
Pmon;B-PER
non-seulemeni;O
feue;O
ceux;O
maison;I-MISC
serons;O
fiers;O
dorner;O
tant;O
moment;O
silence;O
tard;O
voulez;O
revanche;I-MISC
soyez;O
inquiétude;O
naura;O
en-;O
vier;O
remercie;O
froidement;O
fini;O
retirèrent;O
20;O
Bon;B-PER
tellement;O
man-;O
gée;O
soirée;O
na;O
parler;O
toucher;O
soil;O
bu;O
verre;O
vin;O
Tu;O
as;I-MISC
vu;O
rempli;O
devoir;O
diabolique;O
brillait;O
lorsquelle;O
prononça;O
mots;O
souriant;O
II;O
LA;O
PRÉSENTATION;O
arrivé;O
Dèsle;B-PER
malin;I-MISC
commença;O
parer;O
retiens;O
ceci;O
faut;O
présentée;O
matin;O
simple;O
robe;O
Tours;B-LOC
blanc;O
bijoux;O
points;O
Hon-;O
grie;O
Venise;B-LOC
soit;O
22;O
EE;O
Cour;B-ORG
Arrange;I-ORG
toi;O
manière;O
empêcher;O
moindre;O
pli;O
corsage;O
soient;O
tombantes;O
gracieuses;O
branche;O
houx;O
graines;O
rou-;O
ges;O
formera;O
coiffure;O
placée;O
artistement;O
lai;O
apportée;I-MISC
bois;O
mattendais;O
guère;O
paraitrait;O
devant;O
roi;I-PER
France;B-LOC
couronne;O
mot;O
Lorsquelle;B-LOC
fut;O
prête;O
dHeu-;O
dicourt;O
vint;O
reculèrent;O
surprise;I-MISC
Hélas;B-PER
remarquera;O
tou-;O
jours;O
fraiche;O
jolie;O
aspect;O
questionnée;O
Pendant;O
dis-;O
23;O
traite;O
el;O
préoccupée;O
nouveauté;I-MISC
spectacle;I-MISC
route;O
équipages;O
croi-;O
saient;O
autour;O
causaient;O
tourdissement;O
aperçut;O
descendit;O
escalier;O
marbre;O
combré;O
vaillant;O
bat-;O
tre;O
jura;B-LOC
quit-;O
ter;O
séjour;O
enchanteur;O
Bonne;B-PER
Pons;B-PER
dHeudicourt;B-MISC
femmes;O
mieux;O
Liée;I-LOC
damitié;O
Montespan;I-PER
ad-;O
mise;O
lintimité;O
favorite;O
parties;O
chasse;O
jeu;O
con-;O
sidérait;O
puissance;O
Aussitôt;B-LOC
parut;O
flatteurs;O
lentou-;O
rérent;O
saluée;O
compliments;O
demanda;O
charmante;O
compagne;O
simplicité;O
étrange;O
cos-;I-MISC
24;O
tume;O
parée;O
attirait;O
regards;O
tour;O
galerie;O
sa-;O
luant;O
selon;O
degré;O
elles;O
étaient;O
classées;O
passant;O
adressa;O
phrases;O
bienveil-;O
lantes;O
tombèrent;O
démotion;I-MISC
Mon-;O
tespan;B-LOC
manda;O
l;O
Sire;B-LOC
daigné;O
ladmettre;O
parmi;O
famille;O
Roi;B-PER
armées;O
regarda;O
longtemps;O
charmé;O
rencontrer;O
Mademoi-;B-PER
-il;O
retournant;O
25;O
fallut;O
apporter;O
succès;O
furieux;O
Dès;O
conseil;O
dispersa;O
salons;O
approcherait;O
merveille;O
pouvait;O
suffire;O
nommer;O
réclamaient;O
sen;I-PER
montra;O
embar-;O
rassée;O
toutes;O
çut;O
neùt;O
vie;O
mquiète;O
jalouse;O
nouvelle;O
rivalité;O
voulut;O
esprit;O
ressemblait;O
Laltière;B-PER
baissa;O
rencontrant;O
sentait;O
égale;O
surpassait;O
jeunesse;I-MISC
arrive;O
comptez;O
retourner;O
Est;O
-ce;O
quà;O
lendemain;B-PER
26;O
répété;O
fallait;O
pen-;O
ser;O
soccuper;O
passé;O
courtisans;O
politique;O
loublierai;O
mordit;O
lèvres;O
comprit;O
affaire;O
partie;O
aplomb;O
singulier;O
retirant;O
1ra;O
rappelaient;O
Tonnay;B-LOC
Charente;I-LOC
avant;O
pensèrent;O
sy;O
Ma-;B-PER
compliment;O
triom-;O
phes;O
Prenez;B-PER
garde;O
prenez-;O
27;I-ORG
tourne;O
repent;O
montrant;O
Vallière;I-PER
pâle;I-MISC
dolente;O
coin;O
sallon;O
chercha;I-MISC
apercevoir;O
découvrit;O
bientôt;O
debout;O
lonne;O
désorientés;O
compara;O
assurance;O
timidité;O
gauche;O
or-;O
gueil;O
applaudit;O
Ces;O
faits;O
pensa;O
voyez;B-MISC
figure;O
futur;O
justaucorps;O
vert;O
pomme;O
paysan;O
Picard;B-PER
service;O
seconde;O
femme;O
due;O
dOrléans;O
frère;O
Louis;B-PER
XIV;I-PER
formes;O
allemandes;O
dégénérait;O
brus-;O
28;O
querle;O
aimait;O
conservassent;O
dehors;O
modestes;O
prétendait;O
nau-;O
rait;O
souffert;O
première;O
assiduités;O
présente;O
demoiselles;O
prenaient;O
airs;O
graves;O
fort;O
harmonie;O
habitudes;O
saccoutuma;O
sur-le-champ;O
compagnes;O
enviaient;O
raiïllaient;O
quelquefois;O
lexces-;O
sive;O
Elles;O
détaillaient;O
richesse;O
élégance;O
sélevait;O
révolte;O
douloureuse;O
contre;O
la-;O
vaient;O
exposée;O
humiliations;O
paraitre;O
plaisantait;O
meilleure;O
Voyez;B-MISC
Mesdemoiselles;B-LOC
magnifiques;O
fêtes;O
don-;O
nera;O
carnaval;O
porterai;I-MISC
*;O
29;O
dehoux;O
Eussé;B-MISC
-je;O
dia-;O
monts;O
parerais;O
Peut;O
aurai;O
devise;O
Carrousel;B-LOC
celle-ci;O
Qui;O
frotte;O
pique;O
Un;I-MISC
réunies;O
travaillaient;O
cau-;O
sant;O
riaient;O
passaient;O
revue;O
per-;O
sonnages;O
connus;O
mesdemoiselles;O
co;O
lonel;O
régiment;O
Navarre;I-PER
Hautefort;B-LOC
Personne;O
heureuse;O
conti-;O
nua;O
jétais;O
lorsquil;B-PER
visite;O
darrivée;O
nobiliaire;O
ignorez;O
messire;O
Charles;I-PER
Amani-;I-PER
30;O
reux;O
marquis;O
dAlbret;I-PER
chevalier;O
sire;O
prince;O
Mortagne;B-LOC
Mossant;I-PER
baron;O
Vorray;B-PER
Gerderé;I-PER
autres;O
lieux;O
neveu;O
maréchal;B-PER
parent;O
côté;O
glorieux;O
Henri;B-PER
IV;I-PER
Jespère;B-PER
généalogie;O
éclats;O
Mothe;B-LOC
laquelle;O
aspire;O
partager;O
Ajoutez;B-LOC
sil;O
plaît;O
miracles;O
passe;O
idée;O
Lui;O
connaït;O
-on;I-LOC
sentiment;O
Non;O
jusquici;O
vécu;O
gloire;O
éloge;O
bril-;O
louait;O
indifférence;O
appelé;O
cousin;O
disant;O
parenté;O
31;I-MISC
venait;O
vénération;O
consultait;O
sortes;O
particuliers;O
trouverons;O
colonel;O
fête;O
demain;O
pensive;O
Pourquoi;O
empêche;O
Rochefort;B-LOC
gardes;O
corps;O
établis;O
parlent;O
couvent;O
regarde;O
essaye;O
pre-;O
mers;O
Cossé;B-LOC
croyez;B-ORG
laisseront;O
approcher;O
loup;O
ravissant;O
timide;O
brebis;O
32;O
jeunes;O
mirent;O
rire;O
plutôt;O
gardiens;O
dela;O
dor;I-MISC
jardin;O
Hespérides;I-LOC
-ils;O
dites;O
-nous;O
entre;O
Tout;O
bonnement;O
messieurs;O
propriétaires;O
lieues;O
voisins;O
gardent;O
généreux;O
font;O
défenseurs;O
aimer;O
étre;O
attaquée;O
triompher;O
arrêté;O
bal;O
chacune;O
dentre;O
pectera;O
livré;O
séduc-;O
tions;O
mademoïselle;O
permettrons;O
œillade;O
mari-;O
33;O
démontré;O
no-;O
champion;O
échoué;O
venger;O
honneur;O
Jaccepte;B-LOC
défi;O
vivement;O
rietle;O
témoins;O
voulons;O
crièreni;I-MISC
outes;O
chœur;O
-—;O
Malgré;O
folles;O
Navailles;I-PER
entendait;O
ré-;O
péterait;O
partout;O
coqueltes;O
frivoles;O
force;O
vouloir;O
chercher;O
maris;O
trouveront;O
ja-;O
mademoisélle;O
béate;O
Nimporte;B-PER
consenti;O
Cepen-;B-PER
dant;O
vient;O
scrupule;O
tenue;O
lépouser;O
permis;O
ee;O
Ô;O
34;O
gravité;O
comique;O
ordonné;O
envoyez;O
bou-;O
cherie;O
charmant;O
inter-;O
rompit;O
gardien;O
souffrira;O
épouse;O
autre;O
Croyez;B-MISC
tres-;O
saillant;O
lon;O
étranges;O
songeons;O
lheure;O
diner;O
rendons;O
Demain;B-PER
au-;O
rons;O
sujet;O
dexamen;O
durant;O
séparèrent;O
seule;O
réfléchit;O
sé-;O
35;I-MISC
rieusement;O
dissimuler;O
avaient;O
légers;O
informés;O
sévèrement;O
instant;O
lidée;I-MISC
paraître;O
dese;O
malade;O
déviter;O
limprudente;O
gageure;O
risquée;O
propre;O
samuser;O
retinrent;O
réussissais;O
sourire;O
triomphe;O
erra;I-MISC
nosait;O
mentir;O
Ja;B-MISC
désigna;O
laccompagner;O
irrésolutions;O
trouvèrent;O
fixées;O
tui;O
possible;O
refuser;O
ma-;O
ladie;O
etson;O
frais;O
démentait;O
oute;O
remit;O
pourtant;O
dansa;I-MISC
36;O
Lavallière;B-LOC
retenir;O
pleurs;I-MISC
supplice;O
officiel;O
odieux;O
pitié;O
aime;O
maux;O
ingratitude;O
Rouey;I-PER
quitta;O
place;O
jusquau;I-PER
leva;O
salle;O
Diane;B-PER
cortége;O
divisé;O
resta;O
éloignée;O
pagnes;O
tenaient;O
mar-;O
quis;O
Lafarre;I-PER
Inconnu;B-MISC
Quoi;O
meuré;O
dévouée;O
répondait;O
létranger;O
nai;I-MISC
osé;O
labandonner;O
laimiez;O
po;O
37;O
oui;I-MISC
malheureux;O
absence;O
Alors;O
avis;O
pense;O
cesouvenir;O
seffacera;O
retourna;O
trouva;O
Is;B-LOC
rougirent;O
lous;O
Lejeune;B-LOC
hommeavait;O
gris;O
perlé;B-LOC
hauts-de-chausses;O
pareils;O
nœuds;O
crevés;O
couleur;O
rose;O
canons;O
batiste;O
ceje;O
dindéfinissable;O
trahit;O
lexcessive;O
firent;O
souvenir;O
mâle;O
nétait;O
sus;O
léloge;O
quen;O
tournure;O
pleine;O
souplesse;O
grâces;O
rencontré;O
jusque-là;O
rougit;O
"

 

";O
38;O
grandpeur;O
dre;O
Au;O
char-;O
pensées;O
rencontrèrent;O
fal-;O
lait;O
personnes;O
regardaient;O
étincelants;O
etle;O
prit;O
frisson;O
glacial;O
hâta;O
perdre;O
Deux;B-MISC
alla;O
majesté;O
dAl-;O
bret;O
linterroger;O
danse;O
étrangère;O
apprise;O
Allemagne;B-LOC
di-;O
merveilles;O
"

 

";O
A;O
39;O
montrerez;O
Jours;B-MISC
heureux;O
dobéir;O
Majesté;B-MISC
éxécuter;O
danseuse;O
Choïisissez;B-PER
-en;O
donnent;O
mission;O
demander;O
désirerai;O
ob-;O
tenir;O
prenez;O
ennemies;O
Cherchez;B-LOC
saurai;O
maintenir;O
cel-;O
plaindraient;O
promena;O
groupe;O
visages;O
cher-;O
chaïent;O
attirer;O
suffrage;O
savança;O
léger;O
40;O
tremblement;O
m;O
autorisé;O
refuserez;O
remer-;O
cia;B-ORG
geste;O
modestie;O
dignité;O
Îl;O
maladroit;O
murmura;O
prend;O
Picarde;B-PER
bas;O
magnifiquement;O
gagné;O
pari;O
proclamerai;O
appartement;O
relire;O
suivre;I-MISC
nayez;B-PER
tenance;O
fière;O
retienne;O
heure;O
prêcher;O
arriva;O
retirée;O
dormit;O
minute;O
limage;O
cesse;O
vant;O
faudrait;O
époux;O
soupirait;O
promesse;O
pèreses;O
enga-;O
PINOX;B-MISC
41;O
gements;O
limpossibilité;O
rompre;O
sur-;O
revenaient;O
mémoire;O
tristesse;I-MISC
bornes;O
mat;O
découragée;O
espoir;O
éner-;O
gie;O
nécouta;O
plaisanteries;O
causait;O
quavec;O
Sur;O
apporta;O
lettre;O
louvrit;I-MISC
indifférem-;O
regardé;O
signature;O
battit;O
briser;O
poitrine;O
Celte;I-PER
contenait;O
Altesse;B-MISC
Royale;I-MISC
ayant;O
désiré;O
danser;O
moscowite;O
mayant;O
demanderais;O
492;O
figurer;O
jose;O
espérer;O
bon-;O
heur;O
cavalier;O
Si;B-MISC
daignez;O
consentir;O
réunirons;O
entrées;O
passes;O
devront;O
exécutées;O
reconnaissance;O
bien-;O
fall;O
saurait;O
passionné-;O
Votre;B-MISC
humble;O
obéissant;O
esclave;O
DALBRET;I-PER
rougi;O
billet;O
doux;O
demoiselle;O
repril;O
Faut;B-LOC
eq;O
0;O
qe;O
go;O
ro;O
ge;O
jo;I-MISC
43;O
rangement;I-MISC
étranger;O
mamuse;O
Lisez;B-PER
…;O
passionné;O
vos;O
esclaves;O
méclaire;O
signifie;O
tinua;O
Benserade;I-PER
Voiture;I-PER
beaux;O
esprits;O
sécrivent;O
trement;O
eux;O
perdu;I-MISC
ga-;O
geure;O
Rochetort;B-LOC
Ni;O
perdue;O
gagnée;O
cétait;O
question;O
cria;O
follement;O
devient;O
mystérieuse;O
Allons;B-PER
minauda;O
44;O
DB;I-MISC
entendez;O
ap-;O
ennuyeuse;O
entrée;O
vérité;O
jen;O
excédée;O
davance;O
légère;O
oiseau;O
courut;O
met-;O
ly;I-MISC
attendait;O
aurait;O
montré;I-MISC
