Texte;Type d'entité
toiles;O
Des;O
maisons;O
éclairées;O
apparaissaient;O
traversant;O
ténèbres;O
feu;O
coup;O
côte;O
sapins;O
lune;O
rouge;O
engourdie;O
sommeil;O
surgit;O
demeuraient;O
bais-;O
sées;O
épuisée;O
rêves;I-MISC
rassasiée;O
visions;O
heureuses;O
reposait;O
Parfois;O
position;I-MISC
prolongée;O
rog-;O
vrir;O
alors;O
regardait;O
nuit;O
lumineuse;O
dur;O
vaches;O
cà;O
couchée;O
champ;O
relevaient;O
latête;O
chaiït;O
posture;O
nouvelle;O
essayait;O
ressaisir;O
songe;O
ébauché;O
roulement;O
continu;O
emplissait;O
oreilles;O
fatiguait;O
pensé;O
ets;O
refermait;O
sentant;O
lesprit;O
courbatur;O
corps;O
CR;B-ORG
Cependant;O
hommes;O
fe;O
"

  
  
  
 
  
  
  

 

 

";O
tenaient;O
debout;O
portières;O
arrivait;O
subitement;O
réveillée;O
sauta;I-MISC
vite;O
Père;B-PER
éclairés;O
fermier;O
portèrent;O
exténuée;O
geignant;O
détresse;O
répétant;O
petite;O
expirante;O
Ah;O
Dieu;B-MISC
mes;I-MISC
pauvres;O
enfants;O
voulut;O
LE;O
boire;O
manger;O
coucha;O
aussitôt;O
EE;I-MISC
rat;O
Jéanne;B-LOC
soupèrent;O
téte-à-tête;O
CT;O
souriaient;O
regardant;O
prenaient;O
L;I-MISC
table;O
saisis;I-MISC
{;O
ous;O
"

 

 

   
  
  
  
   
  
  
 
  
 

 ";O
ces;O
hautes;O
vastes;O
demeures;O
nor-;O
mändes;O
tenant;O
bâties;O
res;O
blanches;O
devenues;O
grises;O
spacieuses;O
lo-;O
race;O
immense;O
vestibule;O
séparait;I-MISC
traversait;O
part;O
ouvrant;O
es;O
faces;O
Un;B-MISC
double;O
scalier;I-MISC
sem-;O
enjamber;O
laissant;O
vide;O
centre;O
montées;O
nt;O
ez-de-chaussée;O
entrait;O
émesuré;O
tendu;O
tapisseries;O
feuillages;O
aient;O
oiseaux;O
meuble;I-MISC
tapis-;O
nétait;O
lillustration;O
Fontaine;O
eut;O
tressail-;O
12;O
CNE;O
plaisir;O
retrouvant;O
chaise;O
ayait;O
aimée;O
étant;O
enfant;O
représentait;O
lhistoire;O
Renard;B-LOC
Cigogne;B-LOC
A;B-LOC
salon;O
souvraient;O
bibliothèque;O
livres;O
anciens;O
autres;O
pièces;O
inutilisées;O
salle;O
boiseries;O
neuves;I-MISC
lingerie;O
loffice;O
cuisine;O
appartement;O
contenant;O
baignoire;O
corridor;O
coupait;O
étage;O
dix;I-MISC
portes;O
chambres;O
salignaient;O
allée;O
lappartement;O
y;O
entrèrent;O
neuf;O
ayant;O
employé;O
tentures;O
meubles;O
restés;O
usage;O
greniers;O
ae;O
dorigine;I-MISC
flamande;I-MISC
vieilles;O
peuplaient;O
lieu;O
personnages;O
singuliers;O
apercevant;O
lit;O
jeune;O
poussa;O
cris;O
Aux;O
coins;O
chêne;O
noirs;O
luisants;O
ciré;O
portaient;O
couche;O
paraissaient;O
être;I-MISC
g;O
diens;O
côtés;O
représentaient;O
larges;O
landes;O
fleurs;O
fruits;O
sculptés;O
finement;O
caunelées;O
terminaient;O
d;O
chapiteaux;O
corinthiens;O
soulevaient;O
cornich;O
roses;O
damours;O
enroulés;O
dressait;O
monumental;O
gracieu;O
);O
ant;O
sévérité;O
bruni;B-PER
ll;O
couvre-pieds;O
tenture;O
lits;O
tite;B-PER
"

  
   
   
   
  
  

 

 

";O
13;O
firmaments;O
faits;O
soie;O
antique;O
foncé;O
quétoilaient;O
plates;I-MISC
lis;O
brodés;O
or;O
Quand;O
leut;O
admiré;I-MISC
élevant;O
lumière;O
examina;O
comprendre;O
sujet;O
seigneur;O
dame;O
habillés;O
vert;O
jaune;O
étrange;O
causaient;O
arbre;O
mürissaient;O
blancs;O
lapin;O
cotleur;O
broutait;O
dherbe;O
grise;O
--;O
Juste;B-PER
au-dessus;O
lointain;O
convention;O
cinq;O
petites;O
rondes;O
aux;O
toits;O
aigus;O
haut;O
moulin;O
ramages;O
figurant;O
cireu-;O
ient;O
panneaux;O
ressemblaient;O
beau-;O
pau;O
sauf;I-MISC
sortir;O
mai-;O
petits;O
honshommes;O
vêtus;O
facon;O
mands;O
levaient;O
signe;O
onnement;O
colère;O
extrêmes;O
ais;O
dernière;O
drame;O
homme;O
mort;O
Lajeune;B-PER
ait;O
sein;O
épée;O
larbre;O
devenus;O
nne;O
renonçait;O
décou-;I-MISC
ns;O
coin;O
bestiole;O
microscopique;O
"

   
 
    
  
 
 
 
 
   
 
  
 
 

";O
14;O
vécu;O
pu;O
brin;B-PER
lion;O
Alors;O
reconnut;O
malheurs;O
Pyrame;B-LOC
Thysbé;B-LOC
quoiquelle;O
sourît;O
simplicité;O
dessins;O
sentit;O
aventure;O
damour;O
parlerait;O
pensée;O
espoirs;O
chéris;O
ferait;O
planer;O
tendresse;O
légendaire;O
Toüt;B-LOC
mobilier;O
unissait;O
styles;O
divers;O
Cétaient;B-ORG
géné-;O
laisse;O
font;O
anciennes;O
sortes;O
musées;O
mêle;O
commode;O
Louis;B-PER
XIV;O
cuirassée;O
cuivres;O
éclatants;O
flanquée;O
fauteuils;O
XV;I-PER
bouquets;O
secrétaire;O
face;O
cheminée;O
présentait;O
globe;O
rond;O
pendule;O
F;O
FEmpire;B-MISC
Er;O
ruche;O
bronze;O
suspendue;O
gr;O
marbre;O
jardin;O
dorées;O
minee;I-MISC
balancier;I-MISC
sortent;O
fente;O
allongée;O
promenait;O
étern;O
parterre;O
abeïlle;O
démail;O
RRO;B-MISC
cadran;I-MISC
peinte;O
encadré;O
dns;O
flanc;O
Su;O
Elie;B-MISC
mit;O
sonner;O
onze;O
heures;O
eme;O
brassa;B-LOC
retira;O
chez;O
"

    
 

";O
15;O
regret;O
Dun;B-MISC
dernier;O
parcourut;O
éteignit;O
bougie;O
seule;O
sappuyait;O
muraille;O
flot;I-MISC
répan-;O
dait;O
flaque;O
clarté;O
reflets;O
rejaillissaient;O
murs;O
pâles;O
caressant;O
faiblement;O
amours;O
immobiles;O
Per;O
pieds;O
baigné;O
douce;O
tourna;O
quelque;O
rouvrit;O
croyait;O
secouée;O
cahots;O
continuait;O
resta;O
dabord;O
immobile;O
espérant;O
repos;O
enfin;O
sendormir;O
lim-;O
patience;O
envahit;O
bientôt;O
crispations;O
fièvre;O
grandissait;O
leva;O
nu-;O
ls;O
nu;O
longue;O
chemise;O
don-;O
fantôme;I-MISC
mare;O
répandue;O
plancher;O
ouvrit;O
xarda;O
uit;O
claire;I-MISC
our;O
reconnaissait;O
aimé;O
jadis;O
danssa;O
premère;O
enfance;O
delle;O
large;O
gazon;O
"

 
 
 
 
   
    
   
 
 

 

";O
46;O
beurre;O
nocturne;O
géants;O
pointes;O
platane;O
nord;O
tilleul;O
sud;O
étendue;O
bosquet;O
terminait;O
domaine;O
garanti;O
ouragans;O
rangs;O
dormesantiques;O
tordus;O
rasés;O
rongés;O
taillés;O
én;O
pente;O
toit;O
déchaîné;O
Cette;O
espèce;O
parc;O
borné;O
éroite;O
longues;O
avenues;O
peupliers;O
démesurés;O
appelés;O
peuples;O
Normandie;B-LOC
sé-;O
paraient;O
résidence;O
maîtres;O
fermes;O
attenantes;O
occupées;O
Couillard;B-PER
Vautre;I-PER
Martin;I-MISC
Ces;O
donné;O
Au;O
delà;O
enclos;O
sétendait;O
vaste;I-MISC
plaine;O
inculie;O
semée;O
dajones;O
brise;O
sifflait;O
galo;B-PER
sabattait;O
enu;O
mètres;O
blanche;O
b;O
pied;O
FE;I-MISC
surfabeno;O
dormir;O
étoile;O
apaisement;O
absént;O
senieurs;O
répandaient;O
ja;O
grimpé;I-MISC
fenêtres;O
den;B-PER
bas;O
exhalait;O
conti-;O
nuellement;O
haleine;O
pénétrante;O
mélait;O
lodeur;O
légère;O
feuilles;O
nèissantes;O
rafales;O
passaient;O
apportant;O
séveurs;O
fortes;O
salin;O
sueur;O
visqueuse;O
ver;O
che;O
"

  

 
   
 
  
    
 
 
  

   

";I-MISC
17;O
sabandonna;O
respirer;O
calma;O
Toutes;O
séveillent;O
cachent;O
obscure;O
tranquil-;O
lité;O
emplissaient;O
demi-ténèbres;O
agitation;O
silencieuse;O
-criaient;O
fuyaient;O
taches;O
ombres;O
bourdonnements;O
dinsectes;O
i;O
visibles;O
effleuraient;O
loreille;O
courses;O
muettes;O
traversaient;O
lherbe;O
rosée;O
sable;O
chemins;O
déserts;O
Seuls;O
crapauds;O
mélancoliques;O
poussaient;O
note;O
courte;O
monotone;B-LOC
sélargissait;O
plein;O
murmures;O
soirée;O
four-;O
liant;O
désirs;O
rôdeurs;O
pareils;O
nocturnes;O
frémissement;O
lentourait;O
1e;I-MISC
affinité;O
lunissait;O
vivante;O
molle;O
blancheur;O
courir;O
rissons;O
surhumains;O
palpiter;O
in-;O
ssables;O
chose;O
eur;O
oi;O
élle;O
rêver;O
amour;O
lemplissait;O
croissante;O
approche;O
Maintenant;O
tait;O
daimer;O
quà;O
ren-;O
-il;O
juste;O
"

 

 

 
 
  
   
   
  
   
  
  
  
  
 
  
 
 

 

";O
18;O
demandait;O
Z/;O
voilà;O
seulement;O
ladorerait;O
chérirait;O
Hs;B-PER
promèneraient;O
soirs;O
celui-ci;O
cendre;O
tombait;O
étoiles;O
iraïient;O
serrés;O
contre;O
entendant;O
battre;O
cœurs;O
chaleur;O
épaules;O
mêlant;O
limpidité;O
suave;O
dété;O
tellement;O
unis;O
quils;O
pénétreraient;O
aisément;O
puis-;O
sance;I-MISC
secrètes;I-MISC
pensées;O
continuerait;O
indéfiniment;O
sérénité;O
affection;O
indestructible;O
sembla;O
brusquement;O
vague;O
frisson;O
sensualité;O
Jui;B-LOC
serra;O
mouvement;O
inconscient;O
rêve;I-MISC
lèvre;I-MISC
tendue;O
linconnu;O
fit;O
défaillir;O
lhaleine;O
printemps;O
baiser;O
ES;B-ORG
route;O
entendit;O
marcher;O
élan;O
affolée;O
transport;O
foi;O
limpossible;O
hesards;O
providentiel;O
pressentiments;O
divins;O
romanesques;O
c;I-PER
sons;O
sort;O
pensa;O
EN;O
écou;O
"

  
  
 
  
  

";O
19;O
anxieusement;O
rythmé;O
marcheur;O
sûre;O
sarrêter;O
grille;O
demander;O
lhos-;O
pitalité;O
Lorsquil;I-MISC
passé;O
sentittriste;O
après;O
déception;O
comprit;O
lexaltation;O
espoir;I-MISC
démence;O
calmée;O
laissa;O
flotter;O
rêverie;O
cherchant;O
pénétrer;O
lavenir;O
échafaudant;O
Avec;O
vivrait;O
ici;O
calme;O
dominait;O
doute;O
fils;O
entre;O
ul;O
suivraient;O
ravi;O
échangeant;O
dessus;O
têtes;O
egards;O
pleins;O
passion;O
rêvasser;O
tañdis;O
achevant;O
tra-;O
disparaître;O
Lair;B-PER
enait;O
Vers;O
lOrient;I-MISC
pâlis-;I-MISC
coq;I-MISC
chañta;I-MISC
dautres;O
idirent;O
Leurs;B-MISC
ées;I-MISC
venir;O
poulaillers;O
limmense;O
blanchie;O
insensiblement;O
disparais-;O
"

   
  
  

 

    
  
   
 
 
   
 
    
  
 
 

";O
eri;O
doiseau;O
nts;O
timides;I-MISC
sortirent;O
senhardirent;O
devinrent;O
vibrants;O
"

 

";O
20;O
joyeux;O
gagnant;O
branche;O
darbre;O
levant;O
cachée;O
éblouie;O
resplendissement;O
laurore;I-MISC
LS;B-ORG
montagne;O
empourprés;O
cachés;O
partie;O
lueurs;O
sang;O
Etlentement;I-MISC
crevant;O
éclatantes;O
criblant;O
plaines;O
lOcéan;B-MISC
flamboyant;O
sé;O
devenir;O
folle;O
bonHiëu£;B-MISC
délirante;O
attendrissement;O
infini;O
splendeur;O
noya;O
défai;O
aurore;O
commen-;O
cement;O
lever;O
tendit;O
lespace;O
rayonnant;O
envié;O
dembrasser;O
voulait;O
parler;O
Trier;B-LOC
divin;O
éclosion;O
lu;O
demeurait;O
paralysée;O
enthou-;O
siasme;O
impuissant;O
Alots;B-MISC
posant;O
front;O
eS;O
larmes;O
30;O
pleura;O
délicieusement;O
Lorsquelle;I-MISC
releva;O
décor;O
naissant;O
disparu;O
elle-même;O
apaisée;O
lasse;O
refroidie;O
Sans;O
fermer;O
alla;O
sétendre;O
rêva;O
sendormit;O
profondément;O
"

 

 

 

 
 
  

   

";O
21;O
nentendit;O
appels;O
lorsquil;O
entra;O
montrer;O
embellissements;O
Fe;B-LOC
façade;O
donnait;O
lintérieur;O
étaitséparée;O
chemin;O
plantée;O
pommiers;O
vicinal;O
nclos;O
paysans;O
joignait;O
demi-lieue;O
in;O
routé;O
Havre;O
Fécamp;B-LOC
"

 
  
  
 

";O
barrière;O
communs;O
bâtiments;O
coiffés;O
chaume;B-PER
saligriaient;O
dtés;O
fossés;O
"

    
 
   
   
   
   
   
 
  
 

";O
couvertures;O
refaites;O
enuiserie;O
restaurée;O
réparés;O
retapissées;O
repeint;O
nanoir;O
terni;O
ents;O
blanc;O
dargent;O
replà-;O
facade;O
grisâtre;O
ütre;O
celle;O
souvrait;O
dormes;O
dessous;O
visi-;O
out;O
omettre;O
prome-;O
lentement;O
peu-;O
ui;O
enfermaient;O
appelait;O
29;O
Lherbe;B-PER
poussé;O
étalant;O
tapis;O
charmant;O
tortueux;O
séparés;O
cloisons;O
lièvre;O
peur;O
talus;O
détala;O
joncs;O
marins;O
Après;O
déjeuner;O
déclarait;O
reposer;O
proposa;O
descendre;O
Yport;I-PER
partirent;O
hameau;O
dÉ-;O
touvent;O
trouvaient;O
Trois;O
saluèrent;O
eussent;O
connus;O
sabaissent;O
suivant;O
vallée;O
tournante;O
apparut;O
femmés;O
raccox;O
inmodaient;O
hardes;I-MISC
assises;O
seuil;O
"

 

";O
odeur;O
saumure;O
filets;O
bruns;O
0;O
rest;O
écailles;O
pareilles;O
piécettes;O
séchaientcontreles;O
taudis;O
doù;O
sortaient;O
senteurs;O
familles;O
nom-;O
breuses;O
grouillant;O
pièce;O
Pin;B-MISC
Quelques;O
pigeons;I-MISC
promenaient;O
HU;B-PER
seau;O
"

  ";I-MISC
LA;O
curieux;O
nouveau;O
théâtre;O
23;O
tournant;O
aperçut;O
lisse;O
séten-;O
perte;O
vue;O
sarrêétèrent;O
plage;O
regarder;O
voiles;O
ailes;O
doiseaux;O
pas-;O
saient;O
cap;O
arrêtait;O
re-;O
gard;O
ligre;O
côtes;O
prolongeait;O
nêtre;O
quun;O
trait;O
insaisissable;O
port;B-LOC
déchirures;O
prochaines;O
frange;O
décume;O
roulaient;O
galet;B-PER
bruit;O
barques;O
halées;O
cail-;O
loux;O
ronds;O
reposaient;O
vernies;O
goudron;O
cheurs;O
préparaient;O
marée;O
In;B-PER
matelot;O
sapprocha;O
offrir;O
poisson;O
acheta;O
barbue;O
rapporter;O
"

  
   
   
 
 

 

 

 ";O
me;O
faiiguait;O
ouïes;O
canne;O
"

   

";O
