Texte;Type d'entité
semblaient;O
mouilles;O
Petite;B-LOC
renversant;O
appuya;O
ferma;O
paupires;O
considerait;I-MISC
eil;O
morne;O
campagnes;O
mono-;I-MISC
tones;I-MISC
trempees;O
paquet;O
ge-;O
noux;O
songeait;O
songerie;O
animale;O
gens;O
peuple;O
ruissellement;O
tibede;O
senitait;O
revivre;O
ainsi;O
quune;O
vient;O
remettre;O
lair;O
lepaisseur;O
feuillage;O
abritait;O
tris-;O
tesse;O
Bien;O
parlat;O
envie;O
chanter;O
dehors;O
lemplir;O
desu;O
boirait;O
jouissait;O
detre;O
emportee;O
u;O
voir;O
desolation;O
paysages;O
sentir;O
labri;O
iniondation;O
acharnee;O
croupes;I-MISC
luisantes;O
desU;I-MISC
exhalaient;O
buee;O
bouillante;O
ILa;B-MISC
sendormait;O
figure;O
quencadraient;O
six;O
boudins;O
reguliers;O
cheveuxpen-;O
dillants;O
saffaissa;O
mollement;O
grandes;O
vagues;O
cou;O
ondulations;O
perdaient;O
mer;B-LOC
soulevee;B-LOC
chaque;O
aspi-;O
ration;O
retombait;O
ensuite;O
joues;O
senflaient;O
tandis;O
quentre;O
levres;O
entrouvertes;O
passait;O
ronfle-;O
sonore;O
pencha;O
posa;O
doucement;O
croisees;O
siurlampleur;O
ventre;O
portefeuille;O
cuir;O
toucher;O
reveilla;O
considera;O
lobjet;O
regard;O
cethebtement;O
sommeils;O
interrompus;O
tomba;O
souvrit;O
Delor;B-LOC
billets;O
banque;O
separpillerent;O
ca;B-MISC
leche;I-ORG
seveilla;O
fait;O
gaiet6;O
fusee;O
rires;O
ramassa;O
largent;O
posant;O
Ies;B-LOC
Voici;O
ma;O
chere;O
amie;O
reste;O
ferme;O
dEletot;B-MISC
Jelai;I-MISC
vendue;O
pourfeire;O
reparer;O
-les;O
oi;O
nious;O
habiterons;O
souent;O
desormaisn;O
compta;O
mille;O
cents;O
francs;O
mit;O
tranquillement;O
poche;O
Cetait;B-PER
neuvieme;O
trente;O
leurs;O
parents;O
avaient;O
laissees;O
Ils;O
posse;O
daient;O
cependant;O
environ;O
livres;O
rentes;O
terres;O
administrees;O
aielUNE;O
v1E;B-ORG
raient;O
facilement;O
rendu;O
an;O
vivaient;O
simplement;O
revenu;O
suffi;O
sil;O
eu;O
trou;O
fond;O
ouvert;O
tarissait;O
lar-;O
gent;O
soleil;I-LOC
tarit;O
marecages;O
Cela;O
coulait;O
fuyait;O
Personne;O
nen;O
savait;O
rien;O
A;O
mo-;O
lun;O
disait;O
Je;B-MISC
sais;I-MISC
comment;O
cela;O
sest;O
jai;O
depense;O
cent;O
aujourdhui;O
acheter;O
Cette;O
failite;O
sentendaient;O
facon;O
superbe;O
touchante;O
demanda;O
Est;O
-ce;O
mon;I-ORG
chateau;O
gaiement;O
Tu;B-MISC
verras;I-MISC
fil-;I-MISC
lette;I-MISC
violence;O
laverse;O
diminuait;O
brume;O
tres;O
fine;O
poussiere;O
voltigeant;O
vote;O
nuees;B-MISC
selever;O
blanchir;O
soudain;O
voyait;O
rayon;O
oblique;O
nuages;O
setant;O
fendus;O
bleu;O
flrmament;O
dechirure;O
sagrandit;O
soeimmie;O
voile;O
dechire;O
pur;O
aur;O
net;O
profond;O
developpa;O
monde;O
nsouffle;O
frais;O
doux;O
passa;O
soupir;O
heurex;O
longeait;O
jar;O
dins;O
ou;O
entendait;O
chant;O
alerte;O
oiseau;O
sechait;O
plumes;O
soir;O
venait;O
Tout;O
dormait;O
mainte-;O
nant;O
excepte;O
sarreta;O
auberges;O
laisser;O
souffler;O
davoine;O
setait;O
couche;O
cloches;O
sonnaient;O
loin;O
Dans;O
village;O
alluma;O
lanternes;O
aussi;O
sillumina;O
fourmillement;O
de-;O
toiles;O
Des;O
maisons;O
eclairees;I-MISC
apparaissaient;O
traversant;O
tenebres;O
feu;O
coup;O
derriere;O
sapins;O
lune;O
rouge;O
engourdie;I-MISC
sommeil;O
surgit;O
demeuraient;O
bais-;O
sees;B-PER
epuisee;O
reves;I-MISC
rassasiee;O
visions;O
heureuses;O
reposait;O
Parfois;O
lengour-;O
position;I-MISC
prolongee;O
rou-;O
vrir;O
alors;O
regardait;O
ai;I-MISC
yoyait;O
nuit;O
lumineuse;O
vaches;O
c;O
couchees;O
champ;O
relevaient;O
latete;B-LOC
cher;I-ORG
chait;O
posture;O
nouvelle;O
essayait;O
ressaisirn;B-MISC
songe;O
ebaueh6e;O
roulement;O
continu;O
dela;O
emplissait;O
oreilles;O
fatiguait;O
penee;O
refermait;O
sentant;O
lesprit;O
courbatn;I-PER
"

";O
-----UNE;O
tenaient;O
dehout;O
portieres;O
arrivait;O
subitement;O
reveillee;O
sauta;I-MISC
vite;O
Pere;O
eclaires;O
fermier;O
porterent;O
presque;O
extenuee;O
geignant;O
detresse;O
repetant;O
petite;O
expirante;O
Ahl;B-PER
Dieul;B-PER
mes;O
pauvres;O
enfantsl;O
voulut;O
boire;O
manger;O
coucha;O
aussitt;O
dormit;O
cczc--;O
imains;O
table;O
saisis;O
enfantine;O
mirent;O
visiter;O
manoir;O
repare;O
ces;O
hautes;O
vastes;O
demeures;O
nor-;O
mandes;O
tenant;O
baties;O
pierres;O
blanches;O
devenues;O
grises;O
spacieuses;O
lo-;O
ger;O
unerace;I-PER
Dnimmense;B-PER
vestibule;O
separait;I-MISC
traversait;O
part;O
ouvrant;O
portes;O
faces;O
Un;B-MISC
double;O
sealier;I-MISC
sem-;O
blait;O
enjamber;O
laissantvide;O
centre;O
2ioignant;O
montees;O
ont;O
Aure-de-chaussee;O
entrait;O
sodemesure;O
tendudetapisseries;O
feuillagesouse;O
nmenaient;O
oiseaux;O
meuble;I-MISC
tapis-;O
i;O
netait;O
1illustration;O
1;O
rontiine;O
tressail;O
plaisir;O
retrouvant;O
chaise;O
qulelle;O
aimee;O
etant;O
enfant;O
reprsentait;O
1histoire;O
Renard;B-LOC
Cigogne;B-LOC
cbt6;O
salon;O
souvraient;O
bibliotheque;O
anciens;O
autres;O
pieces;O
inutilises;O
salle;O
boiseries;O
neuves;I-MISC
lingerie;O
loffice;O
cuisine;O
appartement;O
contenant;O
baignoire;O
corridor;O
coupait;O
etage;O
dix;O
chambres;O
salignaient;O
allee;O
6tait;O
lappartement;O
y;O
entrerent;O
neuf;O
ayant;O
employe;O
tentures;O
meubles;O
restes;O
usage;O
greniern;O
tapisseries;O
dorigine;O
flamande;O
vieilles;O
peuplaient;O
lieu;O
personnages;O
singuliers;O
apercevant;O
lit;O
jeune;O
pous;O
cris;O
Aux;O
coins;O
gquatre;O
graneds;O
chene;I-MISC
noirs;O
luisants;O
eire;O
portaient;O
paraissaient;O
etre;O
gar;O
diens;O
ctes;O
representaient;O
larges;I-MISC
gir;O
landes;O
fleurs;O
fruits;O
seulptes;O
qutre;O
finement;O
canelees;O
terminaient;O
chapiteaux;O
corinthiens;O
soulevaient;O
eorniche;O
roses;O
damours;O
enroules;O
dressait;O
monumental;O
graeieux;O
gepen;O
dant;O
severite;O
bruni;B-PER
letemps;O
couvre-pieds;I-MISC
tenture;O
sintiUNE;B-MISC
V11E;I-MISC
laient;O
firmaments;O
faits;O
soie;I-MISC
antique;O
fonc6;B-ORG
quetoilaient;O
places;O
lis;O
brodes;O
or;O
uand;I-MISC
leut;O
admire;O
elevant;O
lumiere;O
examina;O
comprendre;O
sujet;O
Ln;O
seigneur;O
dame;O
habilles;O
vert;O
jaune;O
etrange;O
causaient;O
arbre;O
mrissaient;O
fruils;O
blanes;O
lapin;O
cotleur;I-MISC
hroutait;O
dherbe;O
grise;O
Juste;O
au-dessus;O
lointain;O
convention;O
cinq;O
petites;O
rodes;O
aux;O
toits;O
aigus;O
lh;O
haut;O
iel;O
moulin;O
ramages;O
flgurant;O
cireu-;O
ela;O
panneaux;O
ressemblaient;O
beau-;O
eup;O
sauf;O
sortir;O
mai-;O
shns;O
petits;O
vetus;O
Flamands;B-LOC
levaient;O
bras;O
signe;O
6tonnement;O
eolere;O
extremes;O
dernibre;O
representait;O
drame;O
Pres;B-MISC
broutait;O
homme;O
gtendu;O
mort;O
Lajeune;B-PER
regardant;O
eersit;O
sein;O
epee;O
larbre;O
tient;O
devenus;O
renoneait;O
decou-;O
it;O
coin;O
bestiole;O
microscopique;O
leUNE;O
ett;O
vecu;O
pu;O
brin;B-PER
lion;O
Alors;O
reconnut;O
malheurs;O
Pyrame;B-PER
Thyshe;B-PER
quoiquelle;O
sourtt;O
simplicite;O
dessins;O
sentit;O
aventure;O
damour;O
parlerait;O
pensee;O
espoirs;O
ch6ris;O
ferait;O
planer;O
tendresse;O
legendaire;O
Tot;B-LOC
mobilier;O
unissait;O
styles;O
divers;O
Cetaient;B-LOC
gene-;O
laisse;O
font;O
anciennes;O
sortes;O
musees;O
mele;O
Une;B-MISC
commode;O
Louis;B-PER
XIV;I-PER
cuirassee;O
cuivres;O
eclatants;O
flanquee;O
fauteuils;O
XV;I-PER
bouquets;O
secretaire;O
face;O
cheminee;O
presentait;O
globe;O
rond;O
pendule;O
1Empire;O
ruche;O
bronze;O
suspendue;O
marbre;O
jardin;O
dorees;O
minee;B-PER
balancier;I-MISC
sortant;O
fente;I-MISC
allongee;O
promenait;O
eternel;O
parterre;O
abeille;I-MISC
aile;O
demail;O
cadran;O
peinte;O
encadre;O
flane;O
sonner;O
onze;O
heures;O
barohn;O
em-;I-MISC
brassa;B-LOC
retira;O
chez;O
luiUNE;O
regret;O
Dun;B-MISC
dernier;O
parcourut;O
eteignit;O
bougie;O
seule;O
sappuyait;O
muraille;O
gauehe;O
flot;I-MISC
repan-;O
dait;O
flaqe;O
clarte;O
reflets;O
rejaillissaient;O
murs;O
pales;O
earessant;O
faiblement;O
amours;O
immobiles;O
Thysbe;B-PER
Par;B-MISC
pieds;O
baigne;O
douce;O
tourna;O
c0t6;O
pis;I-MISC
quelque;O
rouvrit;O
croyait;O
secouee;O
ahots;O
continuait;O
resta;O
dabord;O
immobile;O
esperant;O
repos;O
enfin;O
sendormir;O
lim-;O
patienee;O
envahit;O
bient0;B-MISC
sorps;O
crispations;O
fievre;O
ui;O
grandissait;O
leva;O
nu-;O
ieds;O
nu;O
longue;O
chemise;O
don-;O
nait;I-MISC
laspeet;O
fant0me;O
mare;O
repandue;O
plancher;O
ouvrit;O
legarda;O
elaire;O
Ctait;O
delle;O
large;O
gazonUNE;B-MISC
WIIE;B-ORG
beurre;O
nocturne;O
geants;I-MISC
pointes;O
platane;O
nord;O
tilleul;O
sud;O
aubout;O
etendue;O
bosquet;O
terminait;O
domaine;O
garanti;O
ouragans;O
rangs;O
dormesantiques;O
tordus;O
rases;O
ronges;O
tailles;O
pente;O
toit;O
d6chatne;O
espece;O
parc;O
born6;B-MISC
longues;O
avenues;O
peupliers;O
demesures;O
appeles;O
peuples;O
Normandie;B-LOC
se6-;B-LOC
paraient;O
residence;O
maitres;O
fermes;O
attenantes;O
oceupees;O
Couillard;B-PER
Martin;I-MISC
Ces;O
donne;O
ehatea;O
Au;O
delh;O
cet;O
enelos;O
s6tendait;O
vastepline;O
ineulte;O
semee;O
dajones;O
ola;O
brise;O
sifflait;O
galopait;O
cote;O
sabatteit;O
ug;O
metres;O
blanche;O
baignant;O
pied;O
surfaemoie;O
dormir;O
etoiles;O
apaisement;O
absent;O
toutesles;O
senteurs;O
repandaient;O
jasmin;I-MISC
grimpe;O
fenetres;O
den;B-PER
bas;O
exhalait;O
conti-;O
nuellement;O
haleine;O
p6netrante;O
melait;O
lodeur;O
l6gre;O
feuilles;O
nissantes;O
De;B-MISC
lente;O
rafales;O
passaient;O
apportant;O
saieurs;O
fortes;O
salin;O
visqueuse;O
d;B-PER
es;O
ssrhs;O
sabandonna;B-PER
respirer;O
campagne;O
calma;O
Toutes;O
seveillent;O
cachent;O
obscure;O
tranquil-;O
Iite;B-LOC
emplissaient;O
demi-tenebres;O
agitation;O
silencieuse;O
riaient;O
fuyaient;O
taches;O
domme;O
ombres;O
bourdonnements;O
dinsectes;O
invisihles;O
effleuraient;O
loreille;O
courses;O
muettes;O
traversaient;O
lherbe;O
rosee;I-MISC
sable;O
chemins;O
deserts;O
Seuls;O
crapauds;O
melancoliques;O
poussaient;O
note;O
courte;O
monotone;O
II;O
coeur;O
selargissait;O
plein;O
murmures;O
comime;O
soiree;O
claire;I-MISC
four-;O
millant;O
desirs;O
r0deurs;O
pareils;O
noeturnes;O
fremissement;O
lentourait;O
affinit6;O
lunissait;O
vivante;O
ns;O
molle;I-PER
blancheur;O
sentait;O
courir;O
esfrissons;O
surhumains;O
palpiter;O
in-;O
ssissables;O
chose;O
souffle;O
yiheuar;O
rever;O
Lamourt;B-LOC
lemplissait;O
xite;O
eroissante;O
approehe;O
Maintenant;O
tait;O
libhre;B-LOC
daimer;O
qua;O
ren-;O
iAtt;B-MISC
lomnmnent;O
-il;O
Ele;O
ijuste;O
demandait;O
voila;O
seulement;O
ladorerait;O
cherirait;O
promeneraient;O
soirs;O
celui-ci;O
cendre;O
tombait;O
iraient;O
serres;O
contre;O
entendant;O
battre;O
ceurs;O
chaleur;O
epaules;O
melant;O
amour;O
limpidite;O
suave;O
dete;O
tellement;O
unis;O
quils;O
penetreraient;O
aisement;O
puis-;O
sance;O
secretes;O
pensees;O
continuerait;O
indefiniment;O
serenite;O
affection;O
indestructible;O
sembla;O
brusquement;O
vague;O
frisson;O
sensualit6;B-MISC
serra;O
mouvement;O
inconscient;O
reve;I-MISC
lre-;O
tendue;O
linconnu;O
fit;O
defaillir;O
lhaleine;O
printemps;O
baier;O
derribre;O
chteau;O
surla;O
route;O
entendit;O
marcher;O
Ia;B-PER
elan;O
affole;O
transportd;O
foi;O
limpossible;O
hasards;O
providentiels;O
ux;O
pressentiments;O
divins;O
romanesues;O
eombinaie;O
sons;O
sort;O
pensa;O
aSi;O
BIle;B-PER
ecsu;O
anxieusement;O
rythme;O
marcheur;O
sre;O
sarreter;O
hla;O
grille;O
demander;O
lhos-;O
pitalite;O
Lorsquil;B-PER
futpasse;O
sentittriste;O
apres;O
deception;O
comprit;O
lexaltation;O
espoir;O
demence;O
calmee;O
laissa;O
flotter;O
courant;O
reverie;O
cherchant;O
penetrer;O
lavenir;O
echafaudant;O
Avee;B-PER
vivrait;O
ici;O
calme;O
dominait;O
doute;O
enfants;O
fils;O
lherhe;O
entre;O
tillel;O
suivraient;O
ravi;O
echangeant;O
dessus;O
tetes;O
ies;O
regards;O
pleins;O
passion;O
"
  ";O
revasser;O
oinsi;O
achevant;O
tra-;O
ers;O
disparattre;O
Lair;B-PER
Vers;O
10rient;O
1horizon;O
plis-;O
sit;O
coq;I-MISC
chanta;O
dautres;O
ondirent;O
Leurs;B-MISC
enrouees;I-MISC
venir;O
trbs;O
loison;O
poulaillers;O
limmense;O
votte;O
blanehie;O
insensiblement;O
disparais-;O
E;B-MISC
pelit;O
cri;O
doiseau;O
saveilla;O
quelue;O
eaoeillements;I-MISC
timides;I-MISC
sortirent;O
ile;O
senhardirent;O
devinrent;O
vibrants;O
"


";O
Y1I;I-MISC
joyeux;O
gagnant;O
branche;I-MISC
darbre;O
levant;O
cachee;O
eblouie;O
resplendissement;O
laurore;O
montagne;O
empourpres;O
caches;O
partie;O
lueurs;O
sang;O
Etlentement;B-MISC
crevant;O
lesnuees;O
6clatantes;O
criblant;O
plaines;O
lOcean;B-PER
flamboyant;O
devenir;O
folle;O
delirante;O
attendrissement;O
infini;O
splendeur;O
noya;O
defail-;O
aurore;O
commen;O
cement;O
lever;O
esperaneesl;O
Blle;B-PER
tendit;O
lespace;O
rayonnant;O
aveeune;B-PER
dembrasser;O
voulait;O
paler;O
crier;O
divin;O
eclosion;O
demeurait;O
paralysee;O
unenthou-;O
siasme;O
impuissant;O
front;O
dansses;O
larnies;O
etelle;O
pleura;O
delicieusement;O
Lorsquelle;B-LOC
releva;O
de6cor;O
dujou;O
naissant;O
dej;O
disparu;O
apaisee;O
lasse;O
refroidie;O
Sans;B-ORG
fermer;O
alla;O
setendre;O
reva;O
sendormit;O
profondementUNE;O
qu;O
nentendit;O
appels;O
lorsquil;O
entra;O
-E;B-MISC
fagade;O
donnait;O
linterieur;O
etaitseparee;O
chemin;O
vaste;I-MISC
plantee;O
pomimiers;O
vicinal;O
curant;O
lesenclos;O
paysans;O
joignait;O
demi-lieue;O
pls;O
Havre;O
Fecamp;B-LOC
barriere;O
iusguau;O
communs;O
btiments;O
caillnu;O
coiffes;O
chaume;B-PER
cttes;O
fosses;O
couvertures;O
refaites;O
menuiserie;O
restauree;O
repares;O
hambres;O
retapissees;O
repeint;O
iex;O
terni;O
contrevents;O
blane;O
darcgent;O
repl-;O
agee;O
recents;O
facade;I-MISC
grisutre;O
Lautre;B-LOC
faeade;O
celle;O
souvrait;O
oset;O
dormes;O
enne;O
dessous;O
visi-;O
terenttout;O
omettre;O
eoin;O
prome-;O
erent;O
lentement;O
peu-;O
plie;O
enermaient;O
appelait;O
pare;O
I;B-LOC
"



";O
22;O
Lherbe;B-PER
pousse;O
etalant;O
tapis;O
charmant;O
tortueux;O
separes;O
cloisons;O
lievre;O
peur;O
talus;O
detala;O
joncs;O
marins;O
Apres;B-MISC
dejeuner;O
declarait;O
reposer;O
proposa;O
descendre;O
Yport;B-PER
partirent;O
hameau;O
dE-;O
touvent;O
trouvaient;O
Trois;O
saluerent;I-MISC
sils;O
eussent;O
connus;O
quisabaissent;O
suivant;O
vallee;O
tournante;O
Bientot;B-LOC
apparut;O
femmes;O
raecomodaient;O
hardes;I-MISC
assises;O
seuil;O
regardaient;O
passeLa;O
rue;O
inclinee;I-LOC
ruisseau;O
milieiet;O
tas;O
debris;O
tratnant;O
exhalaitune;O
odeur;O
saumure;O
filets;O
bruns;O
ourestaient;O
ecailles;O
pareilles;O
despiecettes;O
dargent;O
sechaient;O
taudis;O
dou;O
sortaient;O
familles;O
nom-;I-MISC
breuses;O
grouillant;O
pibece;O
Quelques;O
pigeons;O
promenaient;O
duruis-;O
seau;O
curieux;O
nouveau;O
decor;O
theatreUNE;B-PER
tournant;O
apercut;O
opaque;O
lisse;O
seten-;O
perte;O
vue;O
sarreterent;O
plage;O
regarder;O
voiles;O
ailes;O
doiseaux;O
pas-;O
saient;O
aularge;B-PER
cap;O
arretait;O
re-;O
gard;O
c0tes;O
prolongeait;O
netre;O
quun;O
trait;O
insaisissable;O
port;O
dechirures;O
prochaines;O
frange;O
d6cume;O
roulaient;O
galet;O
bruit;O
barques;O
halees;O
cail-;O
loux;O
ronds;O
reposaient;O
flanc;O
rondes;O
vernies;O
goudron;O
pecheurs;O
preparaient;O
maree;O
matelot;O
sapprocha;O
offrir;O
poisson;O
et-;O
acheta;O
barbue;O
rapporter;O
lhomme;O
services;O
promenades;O
cop;B-ORG
afin;O
entrer;O
memoires;O
Lastique;B-PER
Josephin;I-PER
bharon;O
promit;O
loublier;O
reprirent;O
ouies;O
canne;O
dont26;O
uNE;O
celante;O
desordonnees;O
lapproche;O
myst6rieuse;O
planant;O
solitude;O
lenvahissait;O
douceur;O
hori-;O
zons;O
arrondis;O
restait;O
assise;O
lesommet;O
collines;O
lapins;O
sauvages;O
bondissant;O
mettait;O
souvent;O
fouettee;O
vibrante;O
jouissance;O
exquise;O
mouvoir;O
