Texte;Type d'entité
apparaissait;O
seulement;O
moment;O
lucide;O
dx;O
sommeil;O
versant;O
luisant;O
nuit;O
OT;B-ORG
ER;I-ORG
viendrait;O
E;B-LOC
effet;O
prendre;O
qu;O
avant;O
cela;O
peinture;O
Et;O
êlle;O
ajouta;O
  ;O
fond;O
est;O
-ce;O
ta;O
es;O
boue;O
cer;O
LUS;O
méga;O
"

 

";O
Î;I-MISC
"

      
  
 
 

 

    

";O
5;O
pourtant;I-MISC
obscurément;O
oui;O
il;O
trouvant;O
cherchait;O
ayant;O
perdu;O
souvenir;O
désir;O
apparût;O
vraiment;O
heureuse;O
ainsi;O
Les;O
lignes;I-MISC
sombres;O
au;O
bord;O
certains;O
mouvements;O
force;O
vite;O
abaïitus;O
démarche;O
geste;O
témoignaient;O
langueur;O
intruse;O
irritée;O
mais;O
pliante;O
Tu;O
sais;O
Marie;I-PER
reprit;O
-elle;O
depuis;O
mal;O
naissance;O
mort;O
petite;O
fatigue;O
si;O
très;I-ORG
bien;O
ést;O
Joie;B-PER
sens;O
crois;O
repos;O
sécurité;O
sentiment;O
dêtre;O
gardée;O
labri;O
respi-;O
rer;O
quatténuée;O
sort;O
jai;I-MISC
désormais;O
pour;O
toujours;O
besoin;O
donnent;O
satisfaction;O
bonheur;O
(;O
Cependant;O
triste;O
quelquefois;O
Cest;I-LOC
quétant;O
maintenant;O
réfléchie;O
" 
";O
grave;O
probablement;O
selon;O
ma;O
vraie;O
nature;O
DS;B-MISC
instant;O
"

  

";O
6;O
être;O
passé;O
différent;O
fou;O
pauvre;O
jqui;O
riait;O
pleurait;O
mourir;O
félicité;O
releva;O
voïlette;O
embarrassait;O
Vois;B-LOC
continua;I-MISC
-t;O
sombre;O
volontaire;I-MISC
mélancolique;O
acharnée;O
têtue;O
regardaitet;O
he;O
touchait;O
faisais;O
jouï;O
cédé;O
molli;I-PER
tai;O
su;O
voulais;O
alors;O
a;O
ennuis;O
sotit;O
venus;O
maladies;O
malchances;O
Mgiritenant;O
mieux;O
nest;O
"

 ";I-MISC
chttimé;O
lés;O
yéüx;O
rapprochäient;O
jusqua;O
lautie;O
L;O
Non;O
Säbine;B-LOC
h;O
y;O
qüe;O
trouve;O
fait;O
©;O
botines;O
vers;O
soir;O
surtout;O
lampes;O
quand;O
j;O
ai;O
séntiment;O
rieh;B-PER
va;O
bouger;O
nous;O
pourquoi;O
vit;O
toi;O
Mèke;B-LOC
rit;O
sä;O
tête;O
d;O
togue;O
È;B-LOC
"

 
  
  
 
 
 
 
 
 
 
 

  

 
    

";O
7;O
contre;O
sagement;O
comprenait;O
quon;O
vivait;O
culiüre;O
patiente;O
fervente;O
lesprit;O
conscience;O
qué;O
élle;O
asservi;O
règle;O
sévère;O
ses;O
désirs;O
connaître;O
poûtait;O
parfaites;O
satisfactions;O
lecture;O
Je;B-MISC
disait;O
ét;O
paupièrés;O
bat-;O
taient;O
timidement;O
eussérit;O
voulu;O
cacher;O
apparue;O
clairs;O
douceur;O
devoir;O
sont;O
vrai;O
];O
semble;O
fais;O
tâche;O
isolée;O
entre;O
mouvement;O
-horloge;O
dordre;O
labeur;O
Jai;B-MISC
limpression;O
jétudie;O
tablier;O
toile;O
ris;O
suis;O
moine;O
céllule;O
voie;O
dautres;O
moines;O
datis;O
cellules;O
sommes;O
couvént;O
monde;O
travailleurs;O
heuréux;O
ñnont;O
vanité;O
ms;I-ORG
Mais;O
lair;O
plaisir;O
triss;O
tesse;O
prisé;O
momént;O
veüt;O
fl+;B-LOC
nerié;O
aVetses-;O
beaux;O
projets;O
sourds;O
etsombres;O
"

 

";I-MISC
8;O
irop;O
long;O
soupir;O
Si;O
fort;O
Ah;B-MISC
chère;O
folle;O
passant;O
derrière;O
épaules;O
14;O
tenant;O
dor;O
aux;O
doigts;O
doucement;I-MISC
repliés;O
grands;O
plaisirs;O
Quand;B-MISC
refermé;O
livres;O
cahiers;O
respire;O
mest;O
récompense;O
Quelque;B-LOC
Ge;O
avais;O
jouer;O
Oui;O
senti;I-PER
autre-;O
fois;O
tous;O
chagrins;O
Maintenant;O
boude;O
17;O
Il;O
faut;O
rentrer;O
s£cria;O
effrayée;O
venait;O
regarder;O
montre;O
Ma;B-PER
mère;O
doit;O
maltendre;O
déjà;O
ee;O
levèrent;O
mirent;O
marcher;O
Tsolée;B-LOC
voilette;O
fourrures;O
manchon;O
marchait;O
baissée;O
conire;O
parlant;O
dépoli;O
eût;O
Aison;B-PER
contour;O
e;O
tandis;O
paraissait;O
frileuse;O
protégée;O
conforme;O
lhi;O
er;O
sous;O
chapeau;O
large;O
"

 

 
  
  
 
 
 
 

    
   
 

";O
9;O
gris;O
dargent;O
couronné;O
feuillage;O
rouge;O
laissant;O
pendre;O
delle;O
man-;O
teau;O
laine;O
molle;O
ressemblait;O
ces;O
Pomone;B-LOC
Flore;B-MISC
nhabille;O
complètement;O
lierre;O
givre;O
bise;O
gardent;O
figure;O
dété;O
désordonné;O
léclat;O
séchap-;O
pait;O
vêtements;O
irritable;O
nu;I-MISC
En;O
suivant;O
menait;O
demeure;O
entendirent;O
orgue;O
barbarie;O
sons;O
cassés;O
ségre-;O
naient;O
tombés;O
clavier;O
fer;O
verre;O
On;O
joueur;O
lorgue;O
devaient;O
trouver;O
rue;O
voi-;O
sine;O
vive;O
évoqua;O
suite;O
précision;O
image;O
découpée;O
collée;O
fumée;O
jaune;O
mendiant;O
lombre;O
porte;O
caisse;O
bois;O
morceau;O
cloué;O
äu;O
dos;O
sébile;O
posée;O
dessus;O
trébuchait;O
mendiante;O
mi-;O
sérable;O
point;O
voluptueuse;O
malgré;O
mélo-;O
dies;O
relenues;O
chansons;O
Dété;B-LOC
10;O
faiblé;O
toussante;O
prenait;O
én;O
mon-;O
tant;O
dhiver;O
enchaînée;O
damour;O
hoïnmes;O
glacée;O
ny;O
dabri;O
table;O
pain;O
nüit;O
claire;O
chämbre;O
loisirs;O
divans;O
lourds;O
parfums;O
Fontenaäÿ;I-PER
pensait;O
};O
lämour;O
nour;O
pauvres;O
hiver;O
mäis;O
ceux;O
-là;O
seuls;O
pouvant;O
vivre;O
ont;O
cé;O
goût;O
mourit;O
délire;O
dardéüur;O
regarda;O
tristes;O
Märie;B-PER
percevant;O
pensées;O
dé;O
atfie;O
fépondit;O
pitié;O
soupira;O
æ;O
Où;O
malheureux;O
maus;O
vaise;O
habitude;O
Jemais;B-LOC
801;I-MISC
LÉ;O
Sens;I-ORG
tÈ7;I-ORG
Fe;O
étaient;O
arrivées;O
mointenant;O
misison;O
mademoiselle;O
Fontenaÿ;B-LOC
habitait;O
courte;O
dis;O
tane;O
celle;O
Sabiné;B-PER
"

 
  
 
 
 
  
  
 

   
 
   
     

";O
A1;I-MISC
revint;O
lent;O
regardait;I-MISC
lé;O
petit;O
hôtel;O
lequel;O
caisses;O
fleurs;O
sus-;O
pendues;O
grillés;O
fenêtres;O
éut;O
atteint;O
pénétra;O
vestibule;O
sonore;O
frais;O
campagnard;O
clous;O
cuivre;O
mur;O
accrochés;O
chapeaux;O
dhomme;O
cannes;O
aimait;O
sensation;O
retrouvée;O
paix;O
chambres;O
tremblaient;O
bruits;O
faibles;O
distants;O
rejoignit;O
mari;O
trouva;O
occupé;O
rañger;O
lives;O
ellé;O
lembrassa;O
lentrai-;O
nant;O
salle;O
manger;O
mit;O
face;O
I;B-LOC
parla;O
mécanique;O
soécupait;O
pui;O
inclination;O
télégraphie;O
progrès;O
laérostation;O
létontait;O
beaucoup;O
né;O
pénsait;O
eu;I-MISC
quel-;O
\;O
énergie;O
pu;O
ün;O
apparént;O
intérèt;O
ui;O
répoñdre;O
"

  

";O
nié;O
péñser;O
rs;B-LOC
"

   

 

";O
12;O
renas;O
terminé;O
M;O
montèrent;O
chambre;O
confuse;O
latelier;O
sétendit;O
divan;O
bu;O
café;O
fumé;O
cigarette;O
Exposait;O
plans;O
journée;O
ten-;O
drement;O
congé;O
À;B-MISC
active;O
dolente;O
temps;O
sasseyant;O
relevant;O
ouvrant;O
fermant;O
souvent;O
étendue;O
soie;O
sentant;O
envahie;O
lan-;O
gueur;O
contente;O
entrait;O
linsensibilité;O
fine;O
vivante;O
volupté;O
respirer;O
lheure;O
paisible;O
fatigué;O
passions;O
lenfance;O
hasards;O
mariage;O
hâtif;O
douleurs;I-MISC
maternité;O
repo-;O
creux;O
après-midi-molles;B-LOC
ï;O
bercé;O
sen-;O
suelle;O
crainte;O
>;O
représentait;O
1e;O
aisir;O
s;O
#;O
13;O
rappelait;O
enfance;O
ardente;O
énergique;O
brûlant;O
auquel;O
surprise;O
ignorance;O
eafant;O
souviendrait;O
davoir;O
passionnée;O
âgée;O
sept;O
mourut;O
leût;O
rarement;O
vue;I-MISC
lavait;O
regrettée;O
désespérément;O
toute;O
précoce;O
pleine;O
deuil;O
terrible;O
particulier;O
honte;O
navait;O
pendant;O
plusieurs;O
jours;O
considéré;O
stupeur;O
muette;O
enfants;O
sexplicuent;O
eux;O
refuse;O
Sensible;B-PER
jusquau;O
trouble;O
jus-;O
quau;O
malaise;O
physique;O
grandit;O
père;O
Rozée;I-PER
lindulgence;O
indifté-;O
rente;O
brusque;O
caractère;O
amer;O
lintelli-;O
gence;O
compliquée;O
inspiraient;O
admiration;O
Étonnante;B-LOC
mystique;O
amoureuse;O
désespérée;O
violente;O
Naf;B-PER
couvent;O
soumis;O
disci;O
plines;O
i;O
laspiration;O
rêve;O
lextrême;O
tension;O
dés;O
nerfs;O
lécrasé-;O
léquilibre;O
fut;O
léducation;O
treizième;O
année;O
Retenue;B-ORG
pièce;O
pesante;O
éile;O
Œ;B-PER
écrivait;O
lisait;O
jouait;O
piano;O
révait;O
aüprès;O
duné;O
gouvernante;I-MISC
allematide;O
nébuleuse;O
señitirnéntale;O
chasté;O
élève;O
plainte;O
étérnelle;O
lointaines;O
fiançailles;O
grâces;O
lamour;O
éussent;O
communication;O
vertige;O
joignait;O
clarté;O
irritées;O
tenait;O
pèra;O
"
  ";O
[;O
français;O
violence;O
italienne;O
matérnel;O
respirait;O
souvenirs;O
ävec;O
baletant;O
vacillant;O
Lé;B-LOC
détude;O
alourdie;O
teñtures;O
attristée;O
meubles;O
-noyér;O
èoudes;O
travail;O
inains;O
éclairé;O
lampe;O
chauffé;O
sourdes;O
émotions;O
grisait;O
äux;O
mélancolies;I-MISC
gouvornante;O
récits;O
rencontré;I-MISC
"

   
 
 
 
 
 
 
 
 
  

 
 
 
  

";O
415;O
serment;O
proménädes;O
sut;O
places;O
jardins;O
ville;O
Wurtemberg;B-LOC
linfidélité;O
homme;O
aban-;O
donné;O
fiancée;O
mourañte;O
chagrin;O
désor-;O
mémoire;O
Ceite;B-PER
demoiselle;O
légen-;O
daire;O
rayonnante;O
ämour;O
Lestime;B-PER
laquelle;O
elle-même;O
ëéu;O
égard;O
aventure;O
comprendre;O
élans;O
revers;O
passion;O
font;O
lemploi;O
lorgueil;O
dignité;O
destinée;O
vécut;O
dévote;O
lardeur;O
napercevant;O
études;O
brûlantes;O
lhis-;O
toire;O
minutes;O
passionnées;O
visages;O
rêvait;O
dHéloïise;B-MISC
Jeanne;B-PER
dArc;I-PER
inventait;O
sentimental;O
rencontre;O
roi;O
Charles;B-PER
cartes;O
géographie;O
satiardait;O
imaginer;O
contours;O
blancs;O
villes;O
voluptueuses;O
Messine;B-LOC
mer;O
dAzow;I-LOC
courants;O
deau;O
douce;O
flamme;I-MISC
enfant;O
montait;O
pro-;O
fondeurs;O
gagnait;O
cérveau;O
pensée;O
raison;O
danser;O
sôn;O
{;O
incendie;I-MISC
Nulle;I-MISC
réserve;O
nul;O
jugement;O
"

 
 
 
 

";O
16;O
esprit;O
première;O
vague;O
emplissait;O
Aux;B-MISC
"

  ";O
instants;I-MISC
instruction;O
religieuse;O
inven-;O
tive;O
peines;O
journalières;O
souhai-;O
tait;O
duretés;O
Carmel;B-ORG
ensuite;O
étroits;O
ajustements;O
audaces;O
libération;O
lêtre;O
linévitable;O
lantique;O
fatalité;O
Vers;B-MISC
quinze;O
fit;O
livre;O
phrase;I-MISC
Spinoza;B-PER
eroyance;O
avors;O
notre;O
liberté;O
lignorance;O
mobiles;O
agir;O
labreuva;O
sembla;O
calmer;O
natif;O
tourment;O
Pourtant;O
passa;O
encore;O
voies;O
tueuses;O
douloureuses;O
sensibilité;O
reprenait;O
aller;O
revenir;O
foi;O
lindif-;O
férence;O
goûta;O
religion;O
fêtes;O
dorées;O
odeurs;O
gardées;O
sainte;O
atmosphère;O
longeant;O
prodiges;O
vitrail;O
églises;O
Avec;O
instruit;O
subtil;O
raisonneur;O
parlait;O
discutait;O
affirmait;O
joujours;O
47;O
dire;O
énonçait;O
vous;O
jure;O
cest;O
pronon-;O
çait;O
Cela;O
ton;O
aurait;O
crié;O
soif;O
assurance;O
puisée;O
lieu;O
certitude;O
eut;O
seize;O
vivace;O
dominait;O
faible;O
courtois;O
croissance;O
féminine;O
respectueux;O
lordre;O
social;O
considérait;O
déférence;O
race;O
noble;O
élevée;O
Des;O
amis;O
fils;O
jeunes;O
filles;O
âge;O
venaient;O
maison;O
Paris;B-LOC
rejoignaient;O
château;O
possédait;O
Touraine;B-LOC
goûtait;O
jeux;O
éprouvait;O
affermi;O
quun;O
robuste;O
diminuait;O
mélancolie;O
accabié;O
retenue;O
oppressée;O
violets;O
crépuscule;O
lodeur;O
pétunias;O
vent;O
lautomne;O
lu;O
cheminées;O
cri;O
lhirondelle;O
Rose;B-LOC
esyrrsanr;O
18;O
riaït;O
samusait;O
encombrait;O
puériles;O
intrigues;O
Ellé;B-LOC
plai-;O
émouvoir;O
jéunes;O
gens;O
lentou-;O
räient;O
désirer;O
fleur;O
éueïllie;O
tenue;O
mains;O
fruits;O
touchés;O
sentait;I-MISC
forte;I-MISC
grâce;O
science;O
naturelle;O
croissante;O
détours;O
gesie;B-LOC
orgueil;O
personne;O
situstion;O
au-dessus;O
ésprirs;O
hommes;O
msigni-;O
fiants;O
lobténir;O
choës;O
cabrait;O
jetait;O
râme;O
arrière;O
lle;O
nimaginait;O
lamout;O
Buiné;B-MISC
ples;O
gaietés;O
juvénile;O
accord;O
consentétent;O
familial;O
longues;O
solitudes;O
permisés;O
reût;O
dañs;O
lombré;O
abandoñnér;O
mäins;O
éés;O
garcons;O
patients;O
dévôts;O
gènés;O
Taväient;B-MISC
Soir;B-MISC
dÉtat;O
italieñ;O
Roïzée;I-PER
conñu;O
autrefois;O
Rome;B-LOC
Fäbieñ;B-PER
Mauri;I-PER
Tourainé;B-MISC
venu;O
diner;O
u;O
EM;B-ORG
ve;O
ke;O
"

  
    

";O
19;O
connaissait;O
attention;O
restait;O
Après;O
chansonniers;O
colportaient;O
France;I-LOC
mélodie;I-MISC
sétaient;O
arrêtés;O
salon;O
boiserie;B-LOC
tendu;O
toiles;O
Gênes;B-LOC
descendues;O
plafond;O
ils;O
chantèrent;O
Ils;O
jouaient;O
violon;O
guitare;O
soupiraient;O
couplets;O
passionnés;O
poésie;O
naïve;O
soleil;O
amoureuses;O
vus;O
artistes;O
nont;O
boivent;O
écoutait;O
aspirait;O
ja;O
saccades;O
secousses;O
fin;O
battément;O
narines;O
commé;O
semblent;O
emplir;O
ouverte;O
chaude;O
Embuée;B-LOC
retourna;O
distraitement;O
rencontra;O
embusqués;O
têtus;O
Fabien;B-LOC
longtemps;O
doute;O
posés;O
Lä;B-PER
müsiqte;O
aÿant;O
cessé;O
lItalien;B-MISC
leva;O
sapprocha;O
jeüne;O
cousèrenñt;O
20;O
choses;O
nétaient;O
importantes;O
lui-même;O
tenir;O
paroles;O
semblaient;O
mises;O
faciliter;O
autoriser;O
lattention;O
appuyait;O
inti-;O
midée;O
répondait;O
gauchement;O
agréable;O
remarquait;O
létonnant;O
rauque;O
brûlé;O
épuisé;O
dardeur;O
cruel;O
partit;I-MISC
lende-;O
revit;O
nen;B-PER
occupée;O
subissait;O
quavec;O
irritation;O
humilité;O
phy-;O
sique;O
lespérance;O
quelques-uns;O
delépouser;O
porté;O
pliement;O
délicieux;O
merveilleux;O
craque-;O
*;O
dur;O
t;O
"

   
   
     
  
  
 
 
   

";O
années;O
dinsouciance;O
jour;O
retour;O
voyage;O
annonça;O
dabord;O
allait;O
marier;O
épousait;O
autrichienne;O
présence;O
serait;O
distraction;O
charmante;O
21;O
Mademoiselle;B-PER
crut;O
cétait;O
possible;O
Létonnement;B-ORG
déplaçait;O
Sa;O
pre-;O
mière;O
cause-;O
rait;O
trop;O
peine;O
épargné;O
supplia;O
confiant;O
désespoir;O
laimait;O
jalousement;O
sagesse;O
paternelle;O
folie;O
voulait;O
changeait;O
tuait;O
finit;O
repousser;O
pris;O
attachement;O
désirait;O
Alors;O
découragée;O
crise;O
décœurement;O
coûtait;O
dormir;O
saitardait;O
contemplation;O
portrait;O
morte;O
pressait;O
larmes;O
nai;O
pensa;O
sy;O
décida;O
lorsque;O
apprit;O
partir;O
Vienne;B-LOC
célébrerait;O
quensuite;O
voyagerait;O
992;O
allemande;O
appelée;O
auprès;O
nièces;O
trouvaient;O
subitement;O
orphelines;O
auxquelles;O
croyait;O
eonsagrer;O
maäintenant;O
fiança;O
mondain;O
Depuis;O
six;O
mois;O
jugé;O
sérieux;O
gt;O
droit;O
partie;O
groupe;O
soccupaient;O
seience;O
comprit;O
bientôt;O
regret;O
mine;O
rude;O
Ja;B-MISC
vigueur;O
commu-;O
niquait;O
apportait;O
moins;O
curiosités;O
culte;O
découverte;O
lexact;B-LOC
lactivité;O
Ce;O
expéditions;O
bateau;O
ballon;O
desquels;O
faient;O
expériences;O
émouvante;O
lhori-;O
Ÿ;O
zor;O
lembrun;O
réverie;O
sexprimait;O
séclaircissait;O
jamais;O
sattachait;O
scintilles;O
ments;O
bleus;O
létoile;B-PER
sétonnait;O
linfini;I-MISC
eulture;O
tristesse;O
telles;O
révélations;O
précipitaient;O
lourdement;O
ébloui;O
"

   
 
   
 
   
  
     

";I-MISC
23;O
savait;O
gré;O
daimer;O
non;O
manière;O
impatiente;O
destructive;O
sintéresser;O
acquérir;O
réunir;O
rares;O
Enfin;O
laccueil;O
acheva;O
dincliner;O
abandonnaït;O
lasse;O
combattue;O
"

 

 

 

";O
IT;O
"

  
 
 
   
  
   

";I-LOC
lrepensait;O
étant;O
couchée;O
orangée;O
milieu;O
coussins;O
gonflaient;O
étoiles;O
citron;O
étoftes-;O
anglaise;O
toucher;O
molles;O
éraillées;O
cheminée;O
"

  
   

 

 

 

 

";I-MISC
25;O
étoffe;O
velours;O
pourpre;O
broderies;O
coupée;O
chasubie;B-LOC
ancienne;I-MISC
mou-;O
lage;O
ladmirable;O
Beethoven;B-PER
plat;O
détendu;O
écrasé;O
sublime;O
tables;O
en-;O
coignures;O
vases;O
japonaise;O
seule;O
teinte;O
coulée;O
verte;O
vert;O
prairie;O
répandaient;O
odeur;O
acide;O
corolles;O
tiges;I-MISC
moillées;O
Comme;O
baissait;O
fenêtre;O
sobs-;O
curcissait;O
tempête;O
sassoupit;O
sendormit;O
silencieuse;O
pendule;I-MISC
battait;O
calmement;O
jetant;O
loi-;O
sir;O
dindolence;O
iivre;O
sonnets;O
Ronsard;B-PER
essayé;O
abandonné;O
bout;O
ouverts;O
dormant;O
entendait;I-MISC
tiédeur;I-MISC
enfermé;O
devinait;O
lobscurité;O
dehors;O
trouvait;O
moel-;O
leuse;O
bonne;O
resta;O
dinsi;O
"

 

 

";O
26;O
cédant;O
torpeur;O
linterrompant;O
goûter;O
retombant;O
vou-;O
lait;O
sonnette;O
retentit;O
voilà;O
rentre;O
autres;O
vont;O
venir;O
lève;O
mhabille;O
descendit;O
lescalier;O
eroisa;O
donna;O
tendre;O
bon;O
em-;O
brasser;O
Valence;I-PER
lintime;O
ami;O
lhôte;O
fraternel;O
Bonjour;B-MISC
mon;O
cher;O
riant;O
corime;O
chaque;O
res;O
éprouvé;O
camaraderiè;O
amiusée;O
habituel;O
encoré;O
étranger;O
an;O
Indes;B-LOC
cesse;O
vivant;O
mêmé;O
lapre;O
intéressée;O
dautrui;O
rirè;O
hospitalier;O
amicale;I-MISC
cel;O
/;O
indifférent;O
LUE;B-ORG
défini;O
ë;O
"

   

";O
27;O
);O
Montez;B-PER
servir;O
tren-;O
taine;B-PER
dannées;O
grand;O
1l;O
serré;O
barbe;O
noire;O
noirs;O
mêlés;O
myope;O
soi;O
myopie;O
lhabituelle;O
expression;O
gaieté;O
témoignait;O
facile;O
rougeur;O
joues;O
sétait;O
lié;O
Fon-;I-PER
tenay;I-PER
dès;O
collège;O
Singulièrement;O
intelligent;O
actif;O
influé;O
idées;O
accoutumé;O
curiosité;O
scien-;O
tifique;O
Lui;O
impatient;O
mobile;O
libérait;O
propres;O
pen-;O
chants;O
politique;O
soccupait;O
réformes;O
sociales;O
sémbre;O
colère;O
rénovatrice;O
préparait;O
députation;B-MISC
Fonteney;I-PER
habillée;O
robe;O
"

 

 

   
  
 
 
 

";O
28;O
dintérieur;O
bruissante;O
lâche;O
porter;O
poids;O
léger;O
délicat;O
lassé;O
pliait;O
facile-;O
monta;O
buvant;O
fumant;O
darriver;O
assise;O
fauteuil;O
balançait;O
dou-;O
cement;O
Quavez;B-LOC
-vous;O
versait;O
uie;O
tasse;O
pes;O
penser;O
demandait;O
dai;O
laprès;O
midi;O
Loire;B-LOC
-il;O
recoiffer;O
sortir;O
émotion;O
Cétait;B-MISC
magnifique;O
Vinci;B-PER
saisis-;O
sant;O
PT;O
disant;O
curinie;B-LOC
éblouis;O
mêmes;O
lüi;O
brusquement;O
redescendait;O
familière;O
hautes;I-MISC
tensions;O
fussent;O
bonnes;O
Fi;B-MISC
29;O
Voici;B-MISC
monte;O
souvrit;O
Hérelle;I-PER
entra;O
bonjour;O
gravement;O
sourire;O
impression;O
poli-;O
comporte;O
réflexion;O
sclen-;O
nité;O
Te;O
cousin;O
éloigné;O
dHenri;B-MISC
laque;O
allié;O
famille;O
éprise;O
musicien;I-MISC
polonais;O
dorigine;O
française;O
Jean;B-PER
épousé;O
lopposition;O
parents;O
vécu;O
Pologne;B-LOC
don;O
musical;O
révélé;O
lorsquil;O
atteignait;O
vingtième;O
ressources;O
donner;O
leçons;O
douloureuse;O
aigu;O
lélé-;O
gance;O
loisiveté;O
rendirent;O
possibi-;O
lité;O
difficile;O
posa;O
favorisé;O
célèbre;O
maître;O
russe;O
prit;O
affection;O
vinigt;O
trois;O
80;O
hérité;O
laissait;O
sœur;O
vint;O
fui;O
amicalement;O
reçu;O
entouré;O
monsieur;O
maame;O
soccupa;O
mettre;O
relation;O
célébrités;O
métier;O
désira;O
travaillait;O
habile;O
neuve;O
dévoué;O
contentement;O
taille;O
soucieux;O
rendait;O
sympathique;O
offrit;O
silencieusement;O
criait;O
séchauffait;O
Révolution;B-MISC
expliquait;O
autrement;O
ES;B-ORG
manie;O
remettre;O
observation;O
lès;O
événements;O
accomplis;O
constatait;O
quils;O
faisaient;O
discutant;O
lempéchait;O
regards;O
lun;O
lautré;O
causeurs;O
8e;O
tromper;O
choisissant;O
avis;O
Co;O
ous;O
voulant;O
btre;O
polie;O
sapproche;O
AT;B-ORG
"

 
  
 
   

";O
pe;O
31;O
premières;O
eile;O
lentretenir;O
jets;O
carrière;O
intéresser;O
intéressait;O
Quoiquii;B-PER
parût;O
modeste;O
réservé;O
sem-;O
blait;O
limpressionnât;O
aucunement;O
pénétrât;O
modifiàt;O
létonnait;O
létonner;O
naturellement;O
garde;O
habituée;O
dît;O
Vous;B-MISC
nêtes;O
chante;O
sécria;O
étouffait;O
contrariété;I-MISC
nayant;O
