Texte;Type d'entité
soyeux;O
ple;O
cheyeux;O
doix;O
dun;O
noir;I-MISC
lourd;O
yeux;O
obseurs;O
ardents;O
el;O
glis-;O
sants;O
dont;O
nacre;B-MISC
A;O
lentour;I-MISC
prunelles;O
avait;O
couleur;O
lunes;O
bleues;O
chaleur;O
lajeune;O
femme;O
donnait;O
tout;O
son;O
corps;O
aspect;O
tiede;O
Is;B-LOC
ieune;O
fille;O
ascoinagnsit;O
gui;B-PER
pissit;O
aoi;O
vingt;O
ane;O
sa;O
belle-sur;O
Marie;I-PER
Fortenay;I-PER
saeur;O
maiLA;B-MISC
N0UELLE;O
Ello;B-MISC
joiie;O
aussi;O
elle;O
clair;O
cheveux;O
vifs;O
chataignes;O
bouhe;B-LOC
rire;O
delicats;O
Son;O
timide;O
simple;O
dvoilait;O
confusion;O
Un;B-MISC
peu;O
lasses;I-MISC
toutes;O
leur;O
eourse;I-MISC
rapide;O
elles;O
sassirent;O
sur;O
banc;O
regar-;O
derent;O
devant;O
Leur;B-MISC
respiration;O
faisait;O
leurs;O
voiles;O
buee;O
legre;O
Elles;O
regardaient;O
cemplaisam-;O
ment;O
cette;O
campagne;O
Muette;B-LOC
uelles;O
aimaient;O
Sur;O
pelouses;O
mornes;I-MISC
arbres;O
devastes;O
en;O
forme;O
fourche;O
piquaient;O
ciel;O
D6troi-;B-ORG
tes;O
rosaces;O
plantes;O
vives;O
semblables;O
a;O
petites;O
mches;O
restaient;O
collees;O
quelques;O
herbes;O
terre;O
nue;O
gelee;O
De;O
place;O
plaee;I-MISC
statues;O
pierre;O
montaient;O
haleine;O
blanche;O
tor-;O
peur;I-MISC
pendaient;O
lambeaux;O
autour;O
villas;I-MISC
mortes;O
carre;O
jardin;O
Au;O
loin;O
n;O
kiosque;O
servait;O
musique;O
ete;I-PER
parais-;O
sait;O
demoli;O
par;O
Derriere;B-PER
tramway;O
passait;O
moments;O
grineer;O
raie;O
bruit-;O
Ialemoiselle;B-PER
Fontenay;I-PER
mettant;O
douce-;O
NouvELLE;O
EsSPRANCE;B-MISC
main;O
bras;O
belle-seur;O
regardant;O
tendresse;O
soigneuse;O
oi;O
veillait;O
lanxiete;B-PER
coeur;O
sage;O
lui;O
demanda;O
Que;O
vas;O
tu;O
faire;O
aujourdhui;O
Rien;B-PER
repondit;O
madame;O
je;O
vais;O
me;O
reposer;O
lire;O
sortirai;O
peut;O
etre;O
puis;O
cinq;O
heures;O
viens;O
prendre;O
the;O
chez;O
moi;O
Henri;B-PER
sera;O
Jr0me;B-LOC
Pierre;B-MISC
viendront;O
Madame;B-PER
dit;O
quelle;O
ferait;O
rien;O
parce;O
quil;O
li;O
ce;O
seprouvait;O
faiblement;O
netait;O
quoiquelle;O
sentit;O
ni;O
malheureuse;O
de-;O
1sirante;O
dautre;O
chose;O
vie;O
monotone;O
apparaissait;O
seulement;O
moment;O
lucide;O
sommeil;O
versant;O
luisani;O
nuit;I-MISC
jeune;O
viendrait;O
effet;O
quavant;O
cela;O
peinture;O
Et;O
ajouta;O
--;O
fond;O
est;O
-ce;O
es;O
heu-;O
reuse;O
t-;O
Oui;O
fit;O
nettet;O
ESPRANCE;O
pourtant;O
obscurement;O
oui;I-MISC
Lt;B-PER
trouvant;O
cherchait;O
ayant;O
perdu;O
souvenir;O
desir;O
appart;O
vraiment;O
heureuse;O
ainsi;O
Les;O
lignes;O
sombres;O
au;O
bord;O
certains;O
mouvements;O
force;O
vite;O
abattus;O
demarche;O
geste;O
temoignaient;O
langueur;O
intruse;O
irritee;O
mais;O
pliante;O
Tu;O
sais;O
reprit;O
-elle;O
depuis;O
mal;O
naissance;O
mort;O
petite;O
fatigue;O
si;O
tres;O
bien;O
o;O
joie;O
sens;O
crois;O
repos;O
securite;O
sentiment;O
detre;O
gardee;B-LOC
labri;O
respi-;O
rer;O
quattenuee;O
sont;O
jai;I-MISC
desormais;O
pour;O
toujours;O
besoin;O
donnent;O
satisfaction;O
bonheur;O
Cependant;O
triste;O
quelquefois;O
Gest;O
quetant;O
maintenant;O
reflechie;O
grave;O
probablement;O
selon;O
ma;O
vraie;O
nature;O
instant;O
N0OUYELL;O
ESPERANCB;B-ORG
ttre;O
passe;O
different;O
fou;O
pauvre;O
riait;O
pleurait;O
mourir;O
flicite;O
"





";O
releva;O
voilette;O
embarrassait;O
Vois;B-PER
eontinua;O
-t;O
sombre;I-PER
volontaire;O
melancolique;O
acharnee;O
tetue;O
sort;O
regardaitet;O
touchait;O
paree;O
faisais;O
jour;O
cede;O
molli;I-PER
nai;O
su;O
voulais;O
volais;O
alors;O
ennuis;O
venus;O
maladies;O
malchances;O
Maintenant;O
mieux;O
nest;O
cbmmle;O
fllle;O
yeix;O
rapprothaient;O
jusuau;O
ceur;O
autre;O
Non;O
tdit;O
commecelay;O
y;O
qe;O
trouve;O
faiit;O
bonnes;O
vers;O
soir;O
surtout;O
lampes;O
quand;O
ji;O
rieh;B-PER
va;O
hbouger;O
czi;O
nous;O
mit;O
s;O
tete;O
oii;O
eheveux;O
tou;O
burre;O
mhelalent;O
luisaient;O
ensemble;O
N0UvELLE;O
contre;O
sagement;O
comprenait;O
quon;O
vivait;O
culture;O
patiente;O
fervente;O
lesprit;O
consclence;O
asservi;O
regle;O
severe;O
ses;O
desirs;O
connattre;O
goutait;O
parfaites;O
satisfactions;O
lecturel;O
Je;B-MISC
disait;O
paupieres;O
bat-;O
timidement;O
sl;O
voulu;O
cacher;O
apparue;O
clairs-;O
doueeur;O
devolr;O
vrai;O
ll;O
semble;O
tfais;O
tache;O
isolee;O
entre;O
mouvement;O
horloge;O
dordre;O
labeur;O
Jai;B-MISC
limpression;O
jetudie;O
tablier;O
toile;O
ris;O
suis;O
moine;O
cellule;O
sans;O
voie;O
dautres;O
moines;O
cellules;O
sommes;O
comime;O
couvehnt;O
monde;O
travailleurs;O
heureux;O
tqui;O
nont;O
ps;O
vanite;O
Mais;O
lair;O
plaisir;O
tris-;O
tesse;O
prlse;O
momehnt;O
oll;O
veut;O
fl-;O
nerle;B-PER
beaux;O
projets;O
sourds;O
"








";O
NOUYELLE;B-ORG
trop;O
long;O
soupir;O
fort;O
Ahl;O
chere;O
folle;O
passant;O
derriere;O
epaules;O
tenant;O
dor;O
aux;O
doigts;O
doucement;I-MISC
replies;O
grands;O
plaisirs;O
Quand;B-MISC
referme;O
mes;O
livres;O
cahiers;O
respire;O
mest;O
recompense;O
Quelque;B-LOC
Ce;O
avais;O
fait;O
jouer;O
senti;I-PER
autre-;O
fois;O
avant;O
tous;O
chagrins;O
boude;O
I1;B-ORG
faut;O
rentrer;O
sccria;O
effrayee;O
ienait;O
regarder;O
montre;O
Ma;B-MISC
mere;O
doit;O
mattendre;O
dej;O
rct=-;O
manchon;B-PER
marcehait;O
baissee;O
eontre;O
parlant;O
depoli;O
ett;O
contour;O
tandis;O
paraissait;O
frileuse;O
protegee;O
oonforme;O
lhivr;O
adame;O
sous;O
hapeau;O
large;O
IILA;B-MISC
NOUVELLE;O
gris;O
dargent;O
couronne;O
feuillage;O
rouge;O
laissant;O
pendre;O
delle;O
man-;O
teau;O
laine;O
molle;O
ressemblait;O
ces;O
Pomone;B-LOC
Flore;B-MISC
nhabille;O
completement;O
lierre;O
givre;O
bise;O
gardent;O
figure;O
dete;O
desordonne;O
leclat;O
sechap-;O
pait;O
vetements;O
irritable;O
nu;I-MISC
En;O
suivant;O
menait;O
demeure;O
entendirent;O
orgue;O
barbarie;O
sons;O
casses;O
segre-;O
naient;O
tombes;O
clavier;O
fer;O
verre;O
0n;O
joueur;O
lorgue;O
devaient;O
trouver;O
rue;O
voi-;O
sine;B-LOC
vive;O
evoqua;O
suite;O
precision;O
image;O
decoupee;O
collee;O
fumee;O
jaune;O
mendiant;O
lombre;O
porte;O
caisse;O
bois;O
morceau;O
cloue;O
dos;O
sebile;O
posee;O
dessus;O
trebuchait;O
mendiante;O
mi-;O
serable;O
point;O
voluptueuse;O
malgre;O
lesmelo-;O
dies;O
retenues;O
chansons;O
lete;B-LOC
110;O
SPRANCE;O
fuaible;O
toussante;O
prenait;O
mon-;O
tant;O
dhiver;O
enchatnee;O
1disait;O
damour;O
homnmes;O
glacee;O
ny;O
dabri;O
table;O
pain;O
ntit;O
luhne;O
tibede;O
laire;O
chambre;O
loisirs;O
divans;I-MISC
lourds;O
parfums;O
pensait;O
lamour;O
pauvres;O
hiver;O
mis;O
ceux;O
seuls;O
pouvant;O
vivre;O
ont;O
gott;O
dlire;O
lardetr;O
regarda;O
tristes;O
percevant;O
pensees;O
amie;O
regartd;O
pitie;O
soupira;O
Oi;O
malheureux;O
ma-;O
vaise;O
habitude;O
jamais;O
sutr;B-LOC
---;O
arrivees;O
miaison;O
malemoiselle;O
habtait;O
ave;B-MISC
  ;O
courte;O
dis;O
tne;O
oelle;O
lle;O
quitterent;O
riant;O
aptes;O
setre;O
tenues;O
lenguement;O
parles;O
mains;O
tendues;B-MISC
H;B-PER
EsPERANCE;I-MISC
11;O
revint;O
lent;O
regardait;O
petit;O
htel;O
lequel;O
marchait;O
caisses;O
fleurs;O
sus-;O
pendues;O
grilles;O
fenetres;O
eut;O
atteint;O
penetra;O
vestibule;O
sonore;O
frais;O
tun;O
campagnard;O
clous;O
cuivre;O
mur;O
accroches;O
chapeaux;I-MISC
dhomme;O
cannes;I-MISC
aimait;O
sensation;O
retrouvee;O
paix;O
chambres;O
les-;O
tremblaient;O
bruits;O
fables;O
distants;O
rejoignit;O
mari;O
trouva;O
occupe;O
ranger;O
lembrassa;O
lentral-;O
nant;O
mnain;O
salle;O
manger;O
faee;O
Il;O
parla;O
mecanique;O
soccupait;O
pur;O
inclinatioh;O
telegruphie;O
progres;O
laerostation;O
nelecoutait;O
beaueoup;I-LOC
Si;O
eu;I-MISC
quel-;O
energie-;O
pu;O
appatent;O
interet;O
ui;O
repondre;O
vraimnent;O
trp;B-PER
lsse;I-PER
penser;O
A2;B-MISC
N0UYBLLE;O
BSPfERANCE;O
1-=;O
repas;O
termine;O
M;B-PER
monterent;O
confuse;O
latelier;O
setendit;O
divan;O
bu;O
cafe;O
fum6;O
cigarette;O
exposait;O
plans;O
journee;O
ten-;O
drement;O
conge;O
aetive;O
dolente;O
temps;O
sasseyant;O
relevant;O
ouvrant;O
fermant;O
souvent;O
etendue;O
soie;O
sentant;O
envahie;O
lan-;O
gueur;O
contente;O
entrait;O
linsensibilite;O
fine;O
vivante;O
volupte;O
respirer;O
lheure;O
paisible;O
nlourir;O
passions;O
lenfance;O
hasards;O
mariage;O
htif;O
douleurs;I-MISC
maternite;O
repo-;O
ait;O
creux;O
apres-midi-molles;O
berce;O
sen-;O
suelle;O
crainte;O
representait;O
maniere;O
aigu;O
got;B-ORG
tiedeur;O
lapeundu-;O
frisson;O
Ainsi;O
alanguie;O
pendant;O
heuress;O
N0UYELLB;I-MISC
13;O
rappelait;O
enfance;O
ardente;O
energique;O
brlant;O
auquel;O
surprise;O
ignorance;O
enfant;O
souviendrait;O
davoir;O
passionnee;O
tait;O
agee;O
sept;O
mourut;O
let;O
rarement;O
vue;O
pres;O
lavait;O
regrettee;O
desesperement;O
toute;O
precoce;O
pleine;O
deuil;O
deja;O
terrible;O
particulier;O
honte;O
navait;O
plusieurs;O
jours;O
considere;O
stupeur;O
muette;O
enfants;O
sexpliuent;O
eux;O
refuse;O
deia;O
Sensible;B-PER
jusquau;O
trouble;O
jus-;O
quau;O
malaise;O
physique;O
grandit;O
pere;O
deRozee;I-MISC
lindulgence;O
indiffe-;O
rente;O
brusque;O
caractere;O
amer;O
lintelli;B-PER
gence;O
compliquee;O
inspiraient;O
admiration;O
Etonnante;B-PER
mystique;O
amoureuse;O
desesperee;O
violentel;O
Nul;O
couvent;O
soumis;O
disciplines1;B-MISC
N0tUVLLE;B-MISC
BSEkANCE;O
];O
laspiration;O
reve;O
lextreme;O
tension;O
nerfs;O
lecrase-;O
1quilibre;O
fut;O
ldcation;O
treizieme;O
annee;O
Retenue;B-LOC
piece;B-PER
pesante;O
ecrivait;O
lisait;O
jouait;O
piano;O
revait;O
aupres;O
gouvernante;I-MISC
allenlhde;O
nebuleuse;O
sentimentale;O
chaste;O
entre-;O
eleve;O
plainte;O
eterhnelle;O
loihntaines;O
fiangailles;O
grces;O
communication;O
vertige;O
volupt6;B-MISC
joignait;O
elart;O
prdision;O
irrites;O
pre;O
francais;O
violence;O
italienne;O
maternel;O
respirait;O
souvenirs;O
aveo;O
haletant;O
"




";O
e;O
detude;O
alourdie;O
tentures;O
attrist6e;B-LOC
rheubles;O
hoyer;O
eoudes;O
travail;O
clair6;O
lampe;O
hauff6;B-MISC
desurdes;O
emotions;O
grisait;O
melaneolie;O
vasillant;O
geurnahte;O
auxs;O
reoits;O
lerencpntre;O
u;O
G;B-ORG
LILA;I-MISC
N0UYELLE;O
ESPEHANCE;O
A3;I-MISC
serment;O
promenades;O
places;O
jardins;O
ville;O
Wurtemberg;B-LOC
linfidelite;O
homme;O
aban-;O
donne;O
fiancee;O
mourante;O
chagrin;O
desor-;O
memnoire;O
Ceite;B-PER
demolselle;O
legen-;O
daire;O
rayonnante;O
amnour;O
Lestime;B-PER
laquelle;O
egard;O
aventure;O
comprendre;O
elans;O
revers;O
passion;O
font;O
lemploi;O
lorgueil;O
/;O
dignite;O
destinee;O
v6cut;O
devote;O
lardeur;O
napercevant;O
etudes;O
brlantes;O
lhis-;O
ioire;O
minutes;O
passionnees;O
visages;O
lElle;B-MISC
dHeloise;B-MISC
Jeanne;B-PER
dAro;I-PER
inventait;O
sentimental;O
larencontre;O
roi;O
Charles;B-PER
cartes;O
geographie;O
sattardait;O
imaginer;O
eontours;O
blancs;O
villes;O
voluptueuses;O
Messine;B-LOC
mer;O
dAow;O
da;O
courants;O
deau;O
douce;O
flamme;O
montait;O
pro-;O
fontdets;O
gagnait;O
cerveau;O
pensee;O
raison;O
danser;O
rougei;O
ineendie;O
Nulle;B-PER
rserte;O
nul;O
jugement;O
16;O
N0UVBLLB;B-MISC
esprit;O
premiere;O
vague;O
emplissait;O
Aux;B-MISC
instants;O
instruction;O
religieuse;O
inven-;O
tive;O
peines;O
journalieres;O
souhai-;O
duretes;O
Carmel;B-ORG
ensuite;O
etroits;O
ajustements;O
conscience;O
audaces;O
liberation;O
letre;O
linevitable;O
lantique;O
falalite;O
Vers;B-PER
quinze;O
rencontre;O
livre;O
phrase;O
Spinoza;B-PER
Lacroyance;I-PER
avors;O
notre;O
liberte;O
lignoranee;O
mobiles;O
agir;O
labreuva;O
clarte;O
sembla;O
calmer;O
natif;O
tourment;O
Pourtant;O
passa;O
encore;O
voies;O
tueuses;O
douloureuses;O
sensibilite;O
reprenait;O
aller;O
revenir;O
foi;O
lindif-;O
frence;O
gota;O
religion;O
fetes;O
dorees;O
odeurs;O
gardees;O
sainte;O
atmosphere;O
longeant;O
prodiges;O
vitrail;O
eglises;O
Avec;O
instruit;O
subtil;O
raisonneur;O
parlait;O
discutait;O
affirmait;O
toujoursLA;O
7;O
dire;O
enoncait;O
vous;O
jure;O
cest;O
pronon-;O
cait;O
Cela;O
ton;O
aurait;O
crie;O
assurance;O
puisee;O
lieu;O
certitude;O
seize;O
vivace;O
dominait;O
Rozee;I-PER
faible;O
courtois;O
croissance;O
feminine;O
respectueux;O
lordre;O
social;O
considerait;O
deference;O
race;O
noble;O
elevee;O
Des;O
amis;O
lers;O
fils;O
quelques-;O
jeunes;O
filles;O
age;O
venaient;O
maison;O
Paris;B-LOC
rejoignaient;O
chateau;O
possedait;O
Touraine;B-LOC
jeux;O
eprouvait;O
caeur;O
affermi;O
quun;O
robuste;O
diminuait;O
melancolie;O
accable;O
retenue;O
oppressee;O
violets;O
crepuscule;O
lodeur;O
petunias;O
vent;O
lautomne;O
cheminees;O
cri;O
lhirondelle;O
A8;B-ORG
N0UYELL;O
ESPfnRANCE;O
samusait;O
encombrait;O
pueriles;O
intrigues;O
plai-;O
emouvoir;O
gens;O
lentou-;O
raient;O
desirer;O
fleur;O
cueillie;O
tenue;O
fruits;O
touches;O
EFlle;B-MISC
sentait;I-MISC
pces;O
forte;O
gace;O
science;O
naturelle;O
croissante;O
detours;O
orgueil;O
persone;O
situation;O
au-dessus;O
espeirs;O
lLa;O
hommes;O
isigti-;O
"


 ";O
1ame;O
arriere;O
nimaginait;O
sim-;O
ples;O
gaietes;O
juvenile;O
accord;O
consentement;O
familial;O
longues;O
solitudes;O
permises;O
nott;O
abahndoner;O
aMik;B-MISC
gargons;O
ptients;O
dev0ts;O
genes;O
lavaient;O
suirprise;O
dEtat;I-MISC
italien;I-MISC
connu;O
autrefois;O
Rome;B-LOC
Tabieh;B-PER
Mauri;I-PER
vehu;O
diner;O
chteuLA;O
N0UVELLI;B-LOC
E8RANCL;O
19;I-MISC
Subine;B-PER
connalssait;O
attention;O
restait;O
Apres;B-PER
dtner;O
chansonniers;O
colportaient;O
Ia;B-MISC
France;I-LOC
melodie;O
setaient;O
arretes;O
salon;O
boiserie;B-LOC
tendu;O
toiles;O
Genes;B-MISC
descendues;O
plafond;O
ils;O
chanterent;O
Ils;O
jouaient;O
violon;O
guitare;O
soupiraient;O
couplets;O
passionnes;O
poesie;O
naive;I-MISC
soleil;O
amoureuses;O
vus;O
artistes;O
boivent;O
ecoutait;O
aspirait;O
saccades;O
secousses;O
fin;O
battemehnt;O
narines;O
semblent;O
emplir;O
ouverte;O
chaudo;O
Embuee;B-ORG
retourna;O
distraitement;O
rencontra;O
embusques;O
tetus;O
Fabien;B-LOC
longtemps;O
doute;O
poses;O
musiqe;O
HItalien;B-MISC
leva;O
sapprocha;O
oovserent;O
Les20;B-LOC
ESPfRANCE;O
choses;O
netaient;O
importantes;O
tenir;O
paroles;O
semblaient;O
mises;O
faciliter;O
autoriser;O
lattention;O
appuyait;O
mademoiselle;O
inti-;O
midee;B-PER
repondait;O
gauchement;O
agreable;O
remarquait;O
letonnant;O
rauque;O
brle;O
epuise;O
dardeur;O
doux;O
cruel;O
partit;O
lende-;O
revit;O
nen;B-PER
occupee;O
subissait;O
quavec;O
irritation;O
humilite;O
phy-;O
sique;O
lesperance;O
quelques-uns;O
delepouser;O
"

 ";O
pliement;O
delicieux;O
merveilleux;O
eraque-;O
dur;O
hommea;O
ent;O
annees;O
dinsouciance;O
retour;O
voyage;O
annonga;O
doucement-;O
dabord;O
allait;O
marier;O
epousait;O
autrichienne;O
presence;O
serait;O
distraction;O
charmanteLA;O
N0UYEILLE;I-MISC
ESPiRANCE;O
21;O
Mademoiselle;B-PER
crut;O
cetait;O
possible;O
Letonnement;B-PER
deplagait;O
Sa;O
pre-;O
miere;O
cause-;O
rait;O
peine;O
epargne;O
supplia;O
confiant;O
desespoir;O
laimait;O
jalousement;O
gout;O
sagesse;O
paternelle;O
folie;O
voulait;O
changeait;O
tuait;O
finit;O
repousser;O
pris;O
attachement;O
desirait;O
Alors;O
decouragee;O
crise;O
deceurement;O
coutait;O
dormir;O
contemplation;O
portrait;O
morte;O
pressait;O
lares;O
z;I-MISC
partir;O
Vienne;B-LOC
celebrerait;O
quensuite;O
voyagerait;O
M0UVELLE;B-MISC
BSBiRANC;I-MISC
allemande;I-MISC
appelee;O
nieces;O
trouvaient;O
subitement;O
orphelines;O
auxquelles;O
croyait;O
devoir;O
eonsaer;B-LOC
mintenant;O
zzcc-;O
six;O
mois;O
connaissait;O
jug6;O
srieux;O
droit;O
partie;O
grope;O
soscupaient;O
seienee;O
Eabine;B-PER
comprit;O
bient0;B-MISC
regret;O
mine;O
rude;O
viguer;O
eorps;O
eomm-;O
niquait;O
apportait;O
moins;O
curiosites;O
culte;O
decouverte;O
lexact;B-LOC
goht;O
lactivite;O
delai;O
etde;O
course;O
ees;O
epeditions;O
bateau;O
ballon;O
h;O
desquels;O
tena;O
expriences;O
emouvantes;O
e6tait;O
lhori;O
`;O
zon;O
lembrun;O
quelqefois;O
verie;O
sexprimait;O
pon;O
seclaircissait;O
sattachait;O
sintille;O
ments;O
bleus;O
ltoile;B-LOC
setonnait;O
linfini;I-MISC
nuvait;O
ldteation;O
eulture;O
tristess;O
telles;O
revlations;O
prsipitaient;O
lourdement;O
hli;O
d;O
luimemeLA;O
NOUYELLB;O
23;O
savait;O
gre;O
daimer;O
non;O
impatiento;O
destructive;O
sinteresser;O
acquerir;O
reunir;O
rares;O
Enfin;O
laccueil;O
achea;B-PER
dincliner;I-PER
abandonnait;O
lasse;O
combattue;O
"










";O
Cest;B-LOC
repensait;O
etant;O
couchee;O
orangee;O
milieu;O
coussins;O
gonflaient;O
leiurs;O
toffes;O
citron;O
etoffes;O
anglaise;O
touchereta;O
molles;O
raillees;O
face;O
cheminee;O
famme;O
prise;O
btches;O
mourantes;O
hissait;O
Iout;B-PER
sutoyur;O
pieee;O
bihlio-;O
his;O
grs;O
etwtre;O
ii;I-PER
4e;O
als;O
murui;O
pi;O
rions;O
ttnnt;O
aui;O
pit;O
ILLA;O
NoOUVELLE;B-MISC
etoffe;O
velours;O
pourpre;O
broderies;O
coupee;I-MISC
chasuble;O
ancienne;O
mou-;O
lage;O
ladmirable;O
Beethoven;B-PER
plat;O
detendu;O
ecras6;O
sublime;O
tables;O
coignures;O
meubles;O
vases;O
japonaise;O
seule;O
teinte;O
coulee;O
verte;O
vert;O
prairie;O
repandaient;O
odeur;O
acide;O
corolles;O
tiges;I-MISC
mouillees;O
Comme;O
baissait;O
fenetre;O
sobs-;O
curcissait;O
tempete;O
neige;O
sassoupit;O
sendormit;O
silencieuse;O
pendule;I-MISC
battait;O
calmement;O
jetant;O
loi-;O
sir;O
dindolence;O
sonnets;O
Ronsard;B-PER
essaye;O
abandonne;O
bout;O
ouverts;O
dormant;O
entendait;O
enferme;O
devinait;O
lobscurite;O
dehors;O
trouvait;O
moel-;O
leuse;O
bonne;O
resta;O
E;B-MISC
26;O
N0iELLE;O
cedant;O
torpeur;O
linterrompant;O
goter;O
retombant;O
vou-;O
lait;O
bruit;O
sonnette;O
retentit;O
Ah;O
pensa;O
voila;O
rentre;O
autres;O
vont;O
venir;O
leve;O
mhabille;O
descendit;O
lescalier;O
hambre;O
croisa;O
donna;O
tendre;O
bon;O
imain;O
em-;O
brasser;O
Valence;I-PER
lintime;O
ami;O
lh0te;O
fraternel;O
Bonjour;B-MISC
mon;O
cher;O
beaucoup;O
chaque;O
re-;O
eprouv6;O
camaraderie;O
amusee;O
ale;O
habituel;O
etranger;O
Depuis;B-MISC
an;O
Indes;B-LOC
cdesse;O
vivant;O
Apre;B-LOC
interessee;O
dautrui;O
hospitalier;O
amicale;O
homnie;O
cur;O
ESPtRANCE;O
27;O
Montez;O
Ienri;B-PER
servir;O
tren-;O
taine;B-PER
dannees;O
grand;O
serre;O
barbe;O
noire;O
noirs;O
meles;O
myope;O
myopie;O
lhabituelle;O
expression;O
gaiete;O
temoignait;O
facile;O
rougeur;O
joues;O
setait;O
lie;O
Fon-;I-PER
tenay;I-MISC
college;O
Singulierement;B-LOC
intelligent;O
actif;O
influe;O
idees;O
accoutune;O
curiosit6;O
scien-;O
tiflque;O
Lui;O
impatient;O
mobile;O
liberait;O
propres;O
pen-;O
chants;O
politique;O
soccpait;O
reformes;O
sociales;O
colere;O
renovatrice;O
preparait;O
28;O
NOUVEILLE;B-LOC
ESPEnRANCE;I-MISC
dinterieur;O
bruissante;O
lche;O
porter;O
poids;O
leger;O
delicat;O
pliait;O
facile-;O
monta;O
lalelier;O
buvant;O
fumant;O
venait;O
darriver;O
assise;O
fauteuil;O
balangait;O
eeoutait;O
dou-;O
cement;O
Quavez;B-LOC
-vous;O
versait;O
uue;O
tasse;O
demandait;O
lapres;O
midi;O
Lovre--;B-ORG
-il;O
reeoiffer;O
sortir;O
emotion;O
violente;O
Cetait;B-PER
magnifique;O
Vinci;B-PER
saisis--;B-MISC
sant;O
disant;O
souenir;O
eblouis;O
memes;O
lni;O
brusquement;O
redescendait;O
familiere;O
eomme;O
hautes;O
tensions;O
fussent;O
vieLA;B-MISC
ESPfHANCE;O
29;O
Voici;B-MISC
Jerome;B-LOC
monte;O
souvrit;O
Jer0me;B-PER
Herelle;I-PER
entra;O
bonjour;O
gravement;O
sourire;O
impression;O
poli-;O
comporte;O
reflexion;O
salen-;O
nite;O
Ie;O
cousin;O
eloigne;O
dHenri;B-MISC
laquell3;O
allie;O
famille;O
eprise;O
musicien;O
polonais;O
dorigine;O
franaise;O
Jean;B-PER
epouse;O
lopposition;O
parents;O
avaitvecu;O
Pologne;B-LOC
don;O
musical;O
revele;O
lorsquil;B-PER
atteignait;O
vingtieme;O
ressources;O
donner;O
lecons;O
douloureuse;O
lele-;O
gance;O
loisivete;B-PER
rendirent;O
possibi-;O
lite;O
difficile;O
posa;O
favorise;O
celebre;O
mattre;O
russe;O
prit;O
affection;O
30LA;O
herite;O
laissait;O
seur;O
vint;O
amicalement;O
recu;O
entoure;O
monsieur;O
socsupa;O
mettre;O
relation;O
celebrites;O
metier;O
desira;O
travaillait;O
msique;I-MISC
habile;O
neuve;O
devoue;O
contentement;O
taille;O
soucieux;O
rendait;O
sympathique;O
offrit;O
silencieusement;O
Valenee;I-PER
criait;O
sechauffait;O
Revolution;B-PER
expliquait;O
autrement;O
manie;O
remettre;O
observation;O
evenements;O
accomplis;O
constatait;O
quils;O
faisaient;O
discutant;O
lempechait;O
regards;O
lun;O
causeurs;O
orainte;O
tromper;O
choisissant;O
uoweie;O
bernneaILA;O
NOUYLLE;B-MISC
premieres;O
lentretenir;O
jets;O
carriere;O
interesser;O
interessait;O
blait;O
limpressionnat;O
aucunement;O
pnetrat;O
modifit;O
letonnait;O
letonner;O
eht;O
ftt;O
naturellement;O
garde;O
habitue;O
dtt;O
Yous;B-PER
netes;O
chante;O
secria;O
etouffait;O
contrari6te;O
nayant;O
