Texte;Type d'entité
singulier;O
enfant;O
voilà;O
don;O
larmes;O
Daussi;O
loin;O
souvienne;O
vois;O
yeux;O
6;O
tt;O
LT;O
oo;O
rouges;O
joue;O
ruisselante;O
Le;B-MISC
nuit;O
classe;O
promenade;O
sans;O
cesse;O
partout;O
Quand;O
disait;O
Quas;B-MISC
tu;O
répondait;O
sanglotant;O
nai;I-MISC
rien;O
curieux;O
cest;O
mouche;O
Quelquefois;O
exaspéré;O
Cet;O
ridicule;O
regardez;B-LOC
…;O
fleuve;O
douce;O
"
 ";O
Que;O
veux;O
ami;I-MISC
passera;O
grandissant;O
âge;O
En;O
attendant;O
grandissait;O
passait;O
contraire;I-MISC
singulière;O
aptitude;O
quavait;O
étrange;O
garçon;O
répandre;O
raison;O
averses;O
allait;I-MISC
augmentant;O
désolation;O
sangloter;O
aise;O
journées;O
entières;O
vint;O
somme;I-MISC
joli;O
Pour;O
part;O
soccupait;O
Jen;B-ORG
profitais;O
parmi;O
déserts;O
sonnaient;O
église;O
grandes;O
cours;I-MISC
abandonnées;O
lherbe;O
envahissait;O
déjà;O
gros;O
douzaine;O
dannées;O
fort;O
bœuf;O
dévoué;O
chien;O
bête;O
oie;O
remarquable;O
chevelure;O
rouge;O
surnom;O
Seulement;B-PER
vais;O
tour;O
fidèle;O
Vendredi;B-PER
tribu;O
sauvages;O
équipage;O
révolté;O
quon;O
voulait;O
Moi;B-MISC
mappelais;O
vêtu;O
peaux;O
bêtes;O
donton;O
aventures;O
master;O
Crusoé;I-MISC
lui-même;O
Douce;B-PER
folie;O
après;O
souper;O
relisais;O
Robinson;B-MISC
lapprenais;O
cœur;O
jouais;O
rage;O
mentourait;O
lenrôlais;O
comédie;O
île;O
déserte;O
Les;B-MISC
jouaient;O
rôle;O
dOcéan;B-PER
forêt;O
vierge;O
y;O
tas;O
cigales;O
étaient;O
pièce;O
savaient;O
non;O
doutait;O
guère;O
limportance;O
Si;O
demandé;O
laurait;O
7;I-ORG
"

 

 

";O
embarrassé;O
pourtant;O
tenait;O
emploi;O
conviction;I-MISC
imiter;O
rugissement;O
sau-;O
vages;O
ny;O
Où;B-MISC
-il;O
lignore;O
Toujours;O
rugissements;O
sauvage;O
chercher;O
gorge;O
agitant;O
forte;O
crinière;O
auraient;O
frémir;O
braves;O
jen;O
avais;O
quelquefois;O
bouleversé;O
obligé;O
Pas;O
fais;O
Malheureusement;O
imitait;O
cri;O
savait;O
mieux;O
denfants;O
rue;O
jurer;O
nom;O
Notre-Seigneur;B-PER
jouant;O
jappris;O
faire;O
pleine;O
juron;O
méchappa;O
sais;I-MISC
comment;O
Consternation;B-ORG
générale;O
Qui;B-MISC
ta;O
las;I-MISC
entendu;O
événement;O
parla;O
suite;O
mettre;O
correction;O
quavant;O
chose;O
confesse;O
puisque;O
javais;O
lâge;I-MISC
mena;I-MISC
Grande;O
affaire;O
ramasser;O
coins;O
conscience;O
péchés;O
traînaient;O
dormis;O
nuits;O
panerée;O
diables;O
petits;O
dessus;O
mais;O
égal;I-MISC
autres;O
voyaient;O
lorsque;O
agenouillé;O
petite;O
armoire;O
chêne;O
montrer;O
curé;O
Récollets;B-LOC
crus;I-MISC
mourrais;O
confusion;O
voulus;O
savais;I-MISC
mainte-;O
nant;O
saint;B-PER
Paul;I-PER
répéta;O
démon;O
rôde;O
éternellement;O
autour;O
lion;O
queærens;O
quem;I-MISC
devoret;I-MISC
quærens;O
quelle;O
impression;O
fit;O
intrigant;O
Lucifer;B-PER
prend;O
visages;O
veut;O
tenter;I-MISC
mauriez;O
Ôté;B-MISC
lidée;O
caché;O
peau;O
mapprendre;O
premier;O
soin;O
rentrant;O
davertir;O
eût;O
rester;O
dorénavant;O
Infortuné;O
ukase;O
creva;O
conforma;O
plainte;O
lapercevais;I-MISC
debout;O
porte;O
loge;O
tristement;O
voyait;I-MISC
regardais;I-MISC
poussait;O
mattendrir;O
effroyables;O
flamboyante;O
8;O
RS;I-ORG
rugissait;O
tenais;O
trouvais;I-MISC
ressemblait;O
fameux;O
criais;O
Va;B-MISC
ten;O
horreur;O
sobstina;O
rugir;O
fatigué;O
domicile;O
lenvoya;O
apprentissage;O
revis;O
enthousiasme;O
nen;I-MISC
instant;O
refroidi;O
juste;O
vers;O
dégoûta;O
subitement;O
perroquet;O
remplaça;O
linstallai;I-MISC
belle;O
cage;O
résidence;O
dhiver;O
passant;O
tête;O
intéressant;O
volatile;O
cherchant;O
pauvre;O
Comprenez;B-PER
-vous;O
donné;O
débarrasser;O
éternel;O
bavardage;O
parler;O
quautre;O
tirer;I-MISC
Malgré;O
laimais;I-MISC
Nous;O
vivions;O
Perroquet;B-PER
austère;O
solitude;O
lorsquun;O
marriva;O
vraiment;O
extraordinaire;O
B;O
quitté;O
cabane;O
bonne;O
heure;O
faisais;O
armé;O
jusquaux;O
dents;O
dexploration;O
travers;O
vis;I-MISC
groupe;O
quatre;O
personnes;O
parlaient;O
haute;O
gesticulaient;O
vivement;O
Juste;O
hommes;O
neus;I-PER
jeter;O
derrière;O
bouquet;O
lauriers;O
roses;O
plat;O
ventre;O
plaît;I-MISC
passèrent;O
près;O
distinguer;I-MISC
rassura;O
quils;O
furent;O
sortis;O
cachette;O
suivis;O
distance;O
deviendrait;O
Ces;O
étrangers;O
restèrent;O
longtemps;O
Ils;O
visitèrent;O
entrer;O
grottes;O
sonder;O
leurs;O
cannes;O
profondeur;O
océans;O
De;B-MISC
ils;O
sarrêtaient;O
remuaient;O
Toute;O
crainte;O
vinssent;O
découvrir;O
résidences;O
serais;O
-je;I-MISC
devenu;O
Heureusement;O
demi-heure;O
retirèrent;O
douter;O
lîle;I-MISC
habitée;O
Dès;O
partis;O
courus;O
menfermer;O
cabanes;O
passai;O
reste;I-MISC
demander;I-MISC
quels;O
venus;O
"

 

 

 


";O
$;O
Î;B-LOC
+;O
|;O
9;O
Jallais;B-PER
savoir;O
annonça;O
solennellement;O
vendue;O
partirions;O
Lyon;B-LOC
allions;O
demeurer;O
désormais;O
II;B-MISC
sembla;O
ciel;O
croulait;O
Eh;O
Hélas;B-LOC
vendu;O
quitter;O
pleurais;I-MISC
Pendant;O
tandis;O
quà;O
emballait;O
glaces;O
vaisselle;O
promenais;O
triste;O
seul;O
chère;I-MISC
navais;I-MISC
pensez;O
masseoir;O
regardant;O
objets;O
leur;O
parlais;O
Adieu;B-MISC
chers;O
amis;O
verrons;O
grenadier;O
belles;O
fleurs;O
sépanouissaient;O
dis;O
Donne;B-PER
-moi;O
tes;O
poitrine;O
Jétais;B-PER
Pourtant;O
milieu;I-MISC
faisaient;O
sourire;O
dabord;O
pensée;O
monter;O
navire;O
permission;O
demporter;O
conditions;O
semblables;O
donnait;O
courage;O
départ;O
arriva;O
pris;O
devants;O
meubles;O
compagnie;O
partait;O
accompagna;O
jusquà;I-MISC
diligence;O
Beaucaire;B-LOC
marchait;O
poussant;O
énorme;O
brouette;O
chargée;O
malles;O
Derrière;B-MISC
donnant;O
bras;O
Evssette;I-PER
abbé;O
devais;O
revoir;O
ensuite;O
flanquée;O
parapluie;O
bleu;O
content;O
daller;O
sanglotait;O
queue;O
colonne;O
portant;O
retour-;O
o;O
10;I-MISC
Ne;B-MISC
PS;B-ORG
TTL;B-MISC
mesure;O
caravane;O
séloignait;O
larbre;O
grenades;O
haussait;O
tant;O
murs;O
agitaient;O
branches;O
signe;O
dadieu;O
ému;O
envoyait;O
baisers;O
furtivement;O
doigts;O
quittai;O
30;O
septembre;I-MISC
bte;O
ms;O
"


 

 

 

";O
I;I-MISC
LES;O
BABAROTTES;O
O;B-MISC
enfance;O
mavez;O
laissée;O
semble;I-MISC
hier;O
Rhône;B-LOC
bateau;O
passagers;O
jentends;O
bruit;O
roues;O
sifflet;O
machine;I-MISC
capitaine;O
sappelait;I-MISC
Géniès;I-PER
maître;O
coq;O
Montélimart;B-LOC
noublie;O
traversée;O
pont;I-MISC
descendant;O
salon;O
manger;O
dormir;O
jallais;O
pointe;O
extrême;O
lancre;O
grosse;O
sonnait;O
entrant;I-MISC
masseyais;O
cordes;O
posais;O
entre;O
jambes;O
large;O
rives;O
laurais;O
fût;O
appelé;O
mer;I-MISC
riait;O
londe;O
verte;O
barques;O
descendaient;O
fil;O
Des;I-MISC
mariniers;O
guéant;O
dos;O
mules;O
passaient;O
chantant;O
Parfois;O
longeait;O
quelque;O
touffue;O
couverte;O
joncs;O
Nom;O
insectes;O
noirs;O
lAcadémie;B-MISC
appelle;I-MISC
blattes;O
gens;O
Nord;I-LOC
cafards;O
12;B-MISC
saules;O
désertel;I-MISC
dévorais;O
Vers;B-PER
fin;O
troisième;O
avoir;O
grain;O
assombri;I-MISC
brouillard;O
épais;O
dansait;O
lavant;O
allumé;O
lanterne;O
foi;O
présence;O
symptômes;O
commençais;I-MISC
être;I-MISC
quelquun;I-MISC
Voilà;O
mit;O
sonner;O
Confusément;I-PER
lumières;O
briller;O
lune;B-LOC
rive;O
passâmes;O
sous;O
lénorme;O
tuyau;O
courbait;O
crachait;O
torrents;O
fumée;O
noire;O
tousser;O
Sur;B-MISC
remue;O
ménage;O
effroyable;O
cherchaient;O
matelots;O
juraient;O
roulant;O
tonneaux;O
lombre;I-MISC
pleuvait;I-MISC
hâtai;I-MISC
rejoindre;O
serrés;O
uns;O
dAnnou;B-MISC
rangeait;O
long;O
quais;O
débarquement;O
com-;O
mençait;O
crois;I-MISC
serions;O
tâtons;I-MISC
criant;O
vive;O
connu;O
répon-;O
dîmes;O
soulage-;O
ment;O
inexprimable;O
embrassa;O
lestement;O
femmes;O
Suivez;B-MISC
route;O
Ah;B-PER
avancions;I-MISC
glissait;O
heurtait;O
caisses;O
stridente;O
éplorée;O
arrive;O
mécriai;O
jessayai;O
dégager;O
croyant;O
glissé;O
serra;O
reprit;O
fis;O
nouvel;O
effort;O
criai;O
maintenant;O
Sil;B-LOC
parlait;O
lentendait;O
lieue;O
Dans;O
"

 

 

";O
his;O
ira;O
green;B-PER
rs;B-LOC
PSS;B-ORG
SDS;I-ORG
SLT;O
St;I-MISC
dt;O
trouble;O
lavais;O
oublié;O
mappelait;O
forces;O
criait;O
Dépé-;O
chons;O
-nous;O
viendrons;O
demain;O
bateaux;O
ségare;O
malgré;O
mentraîna;O
Pécaiïre;B-ORG
lendemain;O
trouva;I-MISC
Jugez;B-PER
désespoir;O
possible;O
moyen;O
dailleurs;O
meilleure;O
volonté;O
forger;O
quatrième;O
étage;O
sale;O
humide;O
Lanterne;I-LOC
lhorrible;O
verrai;O
lescalier;O
gluant;O
cordonnier;O
échope;O
pompe;O
hideux;I-MISC
sinstallant;O
cuisine;O
poussa;O
détresse;O
babarottes;O
accourûmes;I-MISC
Quel;O
vilaines;O
crédence;O
tiroirs;O
cheminée;O
buffet;O
Sans;O
vouloir;O
écrasait;O
Pouah;O
tué;O
elle;O
tuait;O
Elles;O
arrivaient;O
trou;I-MISC
lévier;O
boucha;O
elles;O
revinrent;O
endroit;O
doù;O
chat;O
exprès;O
tuer;O
boucherie;O
firent;O
haïr;O
lende-;I-MISC
pis;O
habitudes;O
nouvelles;O
heures;O
repas;O
changées;O
pains;O
forme;O
appelait;O
couronnes;O
Chez;O
bouchers;O
carbonade;O
létalier;O
nez;O
ennuyé;O
égayer;O
promener;I-MISC
parapluies;O
Instinctivement;B-ORG
dirigions;O
toujours;O
Perrache;B-LOC
14;O
DR;I-MISC
DORE;I-MISC
RDORLRDR;O
D;I-LOC
RR;O
R;I-ORG
q;O
DT;O
rapproche;O
pays;O
languissait;O
promenades;O
lugubres;O
grondait;O
pourquoi;O
honte;O
dêtre;O
doute;O
parce;O
pauvres;O
Au;B-MISC
tomba;O
brouillards;O
tuaient;O
dut;O
renvoyer;O
Cette;B-LOC
fille;O
aimait;O
passion;O
décider;O
Elle;O
suppliait;O
gardât;O
promettant;O
mourir;O
lembarquer;O
force;O
Arrivée;B-LOC
maria;O
partie;O
parut;I-MISC
comble;O
misère;O
femme;O
montait;O
ouvrage;O
fourneaux;O
calcinaïit;O
mains;O
blanches;O
jaimais;O
embrasser;O
provisions;O
panier;O
disant;O
Tu;O
achèteras;I-MISC
ça;O
achetait;O
pleurant;O
Pauvre;B-PER
larme;O
lœil;O
grippe;O
labreuvait;O
taloches;O
entendait;O
es;O
butor;O
âne;O
perdait;O
moyens;O
efforts;O
retenir;O
rendaient;O
laid;O
portait;O
malheur;I-MISC
Écoutez;B-PER
scène;O
cruche;O
saperçoit;O
deau;O
voulez;O
jirai;O
grès;O
hausse;O
épaules;O
va;O
cassée;O
sûr;O
entends;O
tranquille;O
attention;O
reprend;O
as;O
beau;O
casser;O
cassera;O
Ici;O
Mais;B-MISC
mn;O
Ar;O
ET;O
TU;B-ORG
ER;B-LOC
DEEE;I-ORG
15;O
Pers;B-LOC
seen;O
PL;B-ORG
TT;O
casses;O
te;O
casseras;O
répond;O
ton;O
nadmet;O
réplique;O
fiévreuse;O
sort;O
brusquement;O
lair;O
casserai;O
allons;O
Cinq;I-MISC
minutes;O
dix;O
passent;O
revient;O
Mne;B-PER
commence;O
tourmenter;O
Pourvu;B-LOC
soit;O
arrivé;O
Parbleu;O
bourru;O
cassé;O
nose;O
rentrer;I-MISC
air;O
meilleur;O
lève;O
ouvrir;I-MISC
na;O
palier;O
vides;O
silencieux;O
pétrifié;O
voyant;O
pâlit;O
navrante;O
faible;O
lai;O
archives;O
appelons;O
environ;O
songèrent;O
études;O
aurait;O
collège;O
cher;O
envoyions;O
manécanterie;O
paraît;O
enfants;O
sont;O
idée;O
sourit;O
Saint-Nizier;B-LOC
léglise;O
proche;O
envoya;O
Saint-;B-LOC
Nizier;B-PER
amusant;O
bourrer;I-MISC
grec;O
latin;O
institutions;O
apprenait;O
servir;O
messe;O
chanter;O
antiennes;O
génuflexions;O
encenser;O
élégamment;O
difficile;O
ci;O
consacrées;O
déclinaisons;O
lEpitome;B-MISC
ceci;O
quaccessoire;O
Avant;O
service;O
Micou;B-PER
prises;O
solennel;O
Demain;B-MISC
sommes;O
denterrement;O
Puis;O
cétaient;O
baptêmes;O
mariages;O
visite;O
Monseigneur;B-PER
viatique;O
fier;O
16;O
Lt;B-MISC
nee;B-ORG
ST;O
laccompagner;O
Sous;B-MISC
dais;O
velours;O
prêtre;O
lhostie;O
saintes;O
huiles;O
Deux;O
chœur;O
soutenaient;O
lescortaient;O
falots;O
dorés;O
cinquième;O
crécelle;O
Dordinaire;B-MISC
fonctions;O
passage;O
découvraient;O
signaient;O
poste;O
sentinelle;O
Aux;O
armes;I-MISC
soldats;O
accouraient;O
mettaient;O
rang;O
Présentez;B-LOC
genou;O
terre;O
lofficier;O
fusils;O
tambour;O
battait;O
champs;O
Jagitais;B-LOC
Sanctus;B-LOC
passions;O
Chacun;B-MISC
fourniment;O
complet;O
decclésiastique;O
soutane;O
aube;O
surplis;O
manches;I-MISC
raides;O
dempois;O
soie;O
calottes;O
drap;O
rabats;O
bordés;O
petites;O
perles;O
costume;O
mallait;O
croquer;O
dessous;O
Malheureu-;B-PER
sement;O
désespérait;O
Figurez;B-LOC
haussant;O
montais;O
blancs;O
Caduffe;I-PER
suisse;O
changeant;O
Évangiles;B-LOC
place;O
livre;O
lourd;O
tombai;O
marches;O
lautel;B-PER
pupitre;O
brisé;O
interrompu;O
Pentecôte;B-MISC
scandale;O
légers;O
inconvénients;O
taille;O
couchant;O
disions;O
Par;O
restâmes;I-MISC
recteur;O
duniversité;O
écrivit;O
bourse;O
dexterne;O
pourrait;O
sera;O
-—;O
garde;O
utile;O
Dailleurs;O
maperçois;O
goût;O
ferons;O
négociant;O
pu;O
saper-;O
cevoir;O
"

 

 

 

";O
17;O
TI;I-MISC
té;O
consulté;O
consulta;O
ni;O
frappa;O
blouse;O
riches;O
portent;O
blouses;O
gones;O
carreaux;O
datait;O
gone;B-PER
jentrai;O
élèves;O
ricanèrent;O
Tiens;B-LOC
professeur;O
grimace;O
aversion;O
Depuis;O
lors;O
lèvres;O
méprisant;O
Jamais;O
mappela;O
Hé;O
Chose;B-LOC
Ey;I-PER
sset;I-PER
cama-;O
rades;O
surnommèrent;O
distinguait;O
avaient;O
beaux;O
cartables;O
cuir;O
jaune;O
encriers;O
buis;B-LOC
sentaient;O
cahiers;O
cartonnés;O
livres;O
neufs;O
notes;O
bouquins;O
achetés;O
moisis;O
fanés;O
sentant;O
rance;O
couvertures;O
lambeaux;O
manquait;O
pages;O
relier;O
carton;O
colle;O
puait;O
cartable;O
infinité;O
poches;O
coller;O
cartonner;O
manie;O
constamment;O
pots;O
séchapper;O
magasin;O
collait;O
reliait;O
cartonnait;O
paquets;O
écrivait;O
dictée;O
Quant;B-MISC
compris;O
lorsquon;B-LOC
boursier;O
sappelle;O
faut;O
travailler;O
Brave;B-PER
hiver;O
chambre;O
assis;O
travail;O
enveloppées;O
couverture;O
dehors;O
givre;I-MISC
fouettait;O
vitres;I-MISC
dictait;O
RUE;O
Jai;B-PER
reçu;O
votre;O
honorée;O
courant;O
Ho;B-PER
Fausatuz;I-PER
TRUE;I-ORG
{;O
Ps;B-MISC
ii;O
"

  

";I-MISC
PETER;I-MISC
Tell;I-MISC
FETE;B-MISC
AE;I-ORG
=;O
DER;B-MISC
e;O
pleurarde;O
reprenait;O
souvrait;O
doucement;O
entrait;O
sapprochait;O
pieds;O
Chut;B-MISC
travailles;O
Oui;O
nas;B-PER
mentait;O
Alors;O
sasseyait;O
auprès;O
tricot;O
restait;O
longues;O
comptant;O
mailles;O
soupir;O
pensait;O
nespérait;O
"

 

 

 

";O
IL;O
EST;O
MORT;B-ORG
PRIEZ;I-ORG
POUR;O
LUI;O
lundi;O
juillet;O
sortant;O
métais;I-MISC
laissé;O
entraîner;O
barres;O
décidai;O
tard;O
naurais;O
Terreaux;I-MISC
marrêter;O
ceinture;O
casquette;O
Toutefois;O
repris;O
haleine;O
minute;O
lesca-;O
lier;O
dinventer;O
histoire;O
expliquer;O
retard;O
sonnai;I-MISC
bravement;O
mouvrir;O
viens;O
débiter;O
mensonge;I-MISC
tremblant;O
achever;I-MISC
mattirant;O
membrassa;O
longuement;O
silencieusement;O
mattendais;I-MISC
semonce;O
accueil;O
surprit;O
première;O
avions;O
dîner;O
expérience;O
salle;O
trompé;O
couverts;O
celui;I-MISC
mien;O
"

 

 

";O
20;O
PPS;B-MISC
demandai;O
étonné;O
répondit;O
habituelle;O
Ta;O
pâle;O
ajouta;O
presque;O
rassurer;O
façon;O
écrit;O
lit;O
connais;O
mets;I-MISC
toi;O
mangeons;I-MISC
meurs;O
faim;O
mattablai;O
serré;O
peines;O
pensant;O
dinâmes;I-MISC
face;I-MISC
lun;O
mangeait;O
vite;O
buvait;O
coups;O
sarrêtait;O
songeait;O
frappé;O
stupeur;O
rappelais;O
histoires;O
contait;O
voyais;O
retroussant;I-MISC
franchir;O
souvenais;I-MISC
assistait;O
tournait;O
ouverts;O
Dominus;B-PER
vobiscum;O
joie;O
figurais;I-MISC
couché;O
redoublait;O
chagrin;O
jentendais;O
crier;O
punit;O
faute;O
droit;I-MISC
mentir;O
plein;O
punir;O
désepérait;O
jouerai;O
terminé;O
alluma;O
lampe;O
veillée;O
commença;O
nappe;I-MISC
débris;O
dessert;O
posé;O
comptes;O
Finet;B-MISC
miaulait;O
rôdant;O
ouvert;O
fenêtre;O
my;I-MISC
étais;O
accoudé;O
den;B-PER
<;O
t;I-MISC
causer;O
tambours;O
Loyasse;B-LOC
battre;O
lointain;O
instants;O
ter;O
VriSmiÉeé;B-LOC
pat;I-LOC
"

 

";O
21;O
tristes;O
vaguement;O
violent;I-MISC
sonnette;O
marracha;O
croisée;O
regardai;O
effroi;O
passer;O
visage;O
frisson;O
dangoisse;O
terreur;O
menvahir;O
sonne;O
Restez;B-LOC
jy;O
mélançai;O
seuil;I-MISC
lentrevis;I-MISC
tendant;O
jhésitais;O
dépêche;O
frissonnant;O
repoussais;O
lhomme;O
retint;O
pied;O
froidement;O
signer;O
recevais;O
cria;O
tremblait;O
répondis;O
Rien;I-LOC
faisant;O
mattendre;O
trempai;O
plume;I-MISC
lencre;O
revins;O
Lhomme;B-PER
Signez;B-LOC
signa;O
tremblante;O
lueur;O
lampes;O
ferma;O
rentra;I-MISC
tenant;O
cachée;O
oui;O
voulais;O
vît;O
car;O
davance;O
venais;O
annoncer;O
touvris;O
mappris;I-MISC
nouveau;O
neût;O
deviné;O
rougir;O
détourner;O
soupçons;O
Jy;B-PER
restai;O
bougeant;O
parlant;O
serrant;O
papier;O
brûlait;O
moments;O
jessayais;O
raisonner;O
Quen;B-LOC
peut-être;O
%;O
22;O
Peut;B-MISC
guéri;O
sentais;O
vrai;O
mentais;O
dirait;O
men;O
tenir;O
rapidité;O
jallumai;O
trem-;O
blaient;O
ouvrant;O
mort;O
quelles;O
brû-;O
lantes;O
larrosai;O
leus;O
ouverte;O
relus;I-MISC
espérant;O
mêtre;I-MISC
moil;O
jeus;O
relire;O
tourner;O
sens;I-MISC
Ilest;B-LOC
Priez;B-LOC
Combien;B-PER
souviens;O
cuisaient;O
sortir;I-MISC
baïgnaï;O
rentrai;I-MISC
crispée;O
maudite;O
quallais;O
Comment;O
quel;O
enfantillage;O
poussé;O
tôt;O
-ce;O
su;O
Quelle;O
allé;O
laurions;O
ensemble;O
présent;O
serait;O
Or;I-PER
mapprochai;O
vins;O
Eyssettte;I-PER
fermé;O
barbe;O
samusait;O
