Texte;Type d'entité
sèves;O
dappétits;O
bonheur;O
toutes;O
joies;O
hasards;O
charmants;O
désœuvrement;O
jours;O
longueur;O
nuits;O
solitude;O
espérances;O
esprit;O
déjà;O
parcourus;O
portrait;O
Véronèse;B-PER
avec;O
cheveux;O
blond;O
luisant;O
aurait;O
dit;O
avoir;O
déteint;O
chair;O
daristocrate;O
peine;O
nuancée;O
rose;O
ombrée;O
léger;I-LOC
duvet;O
velours;O
pâle;O
apercevait;O
peu;O
quand;O
soleil;I-LOC
caressait;O
Ses;O
yeux;O
étaient;O
bleus;O
ce;I-MISC
bleu;O
opaque;O
quont;O
ceux;O
bonshommes;O
faïence;O
Hollande;B-LOC
laile;O
gauche;O
narine;O
grain;O
beauté;O
autre;O
menton;O
frisaient;O
quelques;O
poils;O
semblables;O
peau;O
distinguait;O
mûre;I-MISC
poitrine;O
ondoyante;O
taille;O
nette;O
parfois;O
trop;O
aiguë;O
rire;O
franc;O
jetait;O
joie;O
autour;O
delle;O
Souvent;O
geste;O
familier;O
portait;O
deux;O
mains;O
tempes;O
lisser;O
chevelure;O
courut;O
lembrassa;I-MISC
létreignant;O
Eh;B-LOC
bien;O
partons;I-MISC
-nous;O
-elle;O
sourit;I-MISC
secoua;O
blancs;O
quil;O
longs;O
tendant;O
main;O
vers;O
" 
 ";O
Comment;O
veux;I-MISC
tu;I-MISC
voyager;O
pareil;O
Mais;O
priait;O
câline;O
Oh;B-MISC
je;O
ten;I-MISC
supplie;I-MISC
fera;O
beau;O
laprès;O
midi;O
—;O
ta;O
ny;O
consentira;O
jamais;O
Si;B-MISC
te;O
promets;O
men;O
charge;O
parviens;O
décider;O
moi;O
" 
";O
précipita;O
chambre;O
baronne;O
Car;O
attendu;O
départ;O
impatience;O
grandissante;O
Depuis;O
entrée;O
quitté;O
Rouen;B-LOC
permettant;O
aucune;O
distraction;O
avant;O
lâge;O
fixé;I-PER
Deux;O
seulement;O
on;O
emmenée;O
quinze;O
Paris;B-LOC
ville;O
encore;O
campagne;O
allait;I-MISC
passer;O
lété;O
leur;O
propriété;O
Peuples;B-PER
vieux;O
château;O
famille;O
planté;O
falaise;O
près;O
dYport;B-MISC
promettait;O
infinie;O
cette;O
bord;O
flots;O
entendu;O
don;O
manoir;O
habiterait;O
lorsquelle;O
serait;O
mariée;I-MISC
tombant;O
répit;O
soir;O
premier;O
gros;O
chagrin;O
existence;O
bout;O
trois;O
minutes;O
sortit;O
courant;O
criant;O
Papa;B-MISC
maman;I-MISC
veut;O
fais;O
atteler;O
déluge;O
sapaisait;O
point;O
eût;O
même;I-MISC
redoublait;O
calèche;I-MISC
savança;O
devant;O
monter;O
voiture;O
lorsque;O
descendit;O
lescalier;O
soutenue;O
côté;O
mari;O
forte;I-MISC
découplée;O
gars;O
Cétait;B-MISC
Normande;B-LOC
pays;O
Caux;I-LOC
paraissait;O
moins;O
vingt;O
plus;O
dix-huit;O
On;O
traitait;O
seconde;O
car;O
été;O
sœur;O
lait;O
sappelait;O
Rosalie;B-PER
principale;O
fonction;O
consistait;O
dailleurs;O
guider;O
maîtresse;O
devenue;O
énorme;O
années;O
suite;O
hypertrophie;I-MISC
cœur;O
plaignait;O
cesse;O
La;B-MISC
atteignit;O
soufflant;O
beaucoup;O
perron;O
vieil;O
hôtel;O
regarda;O
cour;O
leau;O
ruisselait;O
murmura;O
Ce;O
nest;O
vraiment;O
Son;O
souriant;O
Cest;B-LOC
vous;O
lavez;O
voulu;O
madame;O
Adélaïde;I-PER
Comme;O
pompeux;O
dAdélaïde;B-MISC
précéder;O
certain;O
air;O
respect;O
moqueur;O
remit;O
marche;O
monta;O
péniblement;O
ressorts;O
plièrent;O
sassit;O
prirent;O
place;O
banquette;O
reculons;O
cuisinière;O
Ludivine;B-PER
apporta;O
masses;O
manteaux;O
disposa;O
genoux;O
paniers;O
dissimula;O
sous;O
jambes;O
grimpa;O
siège;O
senveloppa;O
couverture;O
coiffait;O
entièrement;O
concierge;O
femme;I-MISC
vinrent;I-MISC
saluer;O
fermant;O
portière;O
ils;O
reçurent;O
dernières;O
recommandations;O
devaient;O
suivre;O
charrette;O
partit;O
cocher;O
tête;O
baissée;O
dos;O
arrondi;O
disparaissait;O
carrick;O
triple;O
collet;O
bourrasque;O
gémissante;O
battait;O
vitres;O
inondait;O
chaussée;O
berline;O
grand;I-MISC
trot;O
chevaux;O
dévala;O
rondement;O
quai;O
longea;O
ligne;O
grands;O
navires;O
mâts;O
vergues;O
cordages;O
dressaient;O
tristement;O
ruisselant;O
arbres;O
dépouillés;O
sengagea;O
long;O
boulevard;O
mont;O
Riboudet;I-LOC
Bientôt;O
traversa;O
prairies;O
saule;O
noyé;O
branches;O
tombantes;O
abandonnement;O
cadavre;O
dessinait;O
gravement;O
travers;O
brouillard;O
Les;O
fers;O
clapotaient;O
roues;O
faisaient;O
soleils;O
boue;O
taisait;O
esprits;O
eux;O
mêmes;O
semblaient;O
mouillés;O
Petite;B-PER
renversant;O
appuya;O
ferma;O
paupières;O
considérait;O
œil;O
morne;O
campagnes;O
monotones;O
trempées;O
paquet;O
songeait;O
songerie;O
animale;O
gens;O
peuple;O
ruissellement;O
tiède;O
sentait;O
revivre;O
ainsi;O
quune;O
plante;O
vient;O
remettre;O
lair;O
lépaisseur;O
feuillage;O
abritait;O
tristesse;O
Bien;O
parlât;O
envie;O
chanter;O
dehors;O
lemplir;O
boirait;O
jouissait;O
dêtre;O
emportée;O
voir;O
désolation;O
paysages;O
sentir;O
labri;O
inondation;O
acharnée;O
croupes;O
luisantes;O
exhalaient;O
buée;O
bouillante;O
sendormait;O
figure;O
quencadraient;O
six;O
boudins;O
réguliers;O
pendillants;O
saffaissa;O
mollement;O
grandes;O
vagues;O
cou;O
ondulations;O
perdaient;O
mer;O
soulevée;O
aspiration;O
retombait;O
ensuite;O
joues;O
senflaient;O
tandis;O
entre;O
lèvres;O
entrouvertes;O
passait;O
sonore;O
pencha;O
posa;O
doucement;O
croisées;O
lampleur;O
ventre;O
portefeuille;O
cuir;O
toucher;O
réveilla;O
considéra;O
lobjet;O
regard;O
cet;O
hébétement;O
sommeils;O
interrompus;O
tomba;O
souvrit;O
De;B-MISC
lor;O
billets;O
banque;O
séparpillèrent;O
séveilla;O
fait;O
gaieté;O
fusée;O
rires;O
ramassa;O
largent;O
posant;O
Voici;O
ma;I-MISC
chère;I-MISC
amie;O
reste;O
ferme;O
dÉletot;B-PER
Je;O
lai;O
vendue;O
réparer;O
nous;O
habiterons;O
souvent;O
désormais;O
compta;O
mille;O
cents;O
francs;O
mit;O
tranquillement;O
poche;O
neuvième;I-MISC
trente;O
leurs;O
parents;O
avaient;O
laissées;O
Ils;O
possédaient;O
cependant;O
environ;O
livres;O
rentes;O
terres;O
administrées;O
auraient;O
facilement;O
rendu;O
an;O
vivaient;O
simplement;O
revenu;O
suffi;O
sil;I-MISC
eu;O
trou;O
fond;O
ouvert;O
tarissait;O
tarit;O
marécages;O
Cela;O
coulait;O
fuyait;O
Personne;O
nen;I-MISC
savait;O
rien;O
À;O
moment;O
lun;O
disait;O
sais;O
comment;O
cela;O
sest;O
jai;O
dépensé;O
cent;O
aujourdhui;O
acheter;O
Cette;O
facilité;O
sentendaient;O
façon;O
superbe;O
touchante;O
demanda;O
Est;O
-ce;O
mon;O
gaiement;O
Tu;B-PER
verras;I-MISC
fillette;O
violence;O
laverse;O
diminuait;O
brume;O
très;O
fine;O
poussière;O
voltigeant;O
voûte;O
nuées;O
sélever;O
blanchir;O
soudain;O
voyait;O
rayon;O
oblique;O
nuages;O
sétant;O
fendus;O
firmament;O
déchirure;O
sagrandit;O
voile;O
déchire;O
pur;O
azur;I-LOC
net;O
profond;O
développa;O
monde;O
Un;I-MISC
souffle;O
frais;O
doux;O
passa;O
soupir;O
heureux;O
longeait;O
jardins;O
ou;O
entendait;O
chant;I-MISC
alerte;O
oiseau;O
séchait;O
plumes;O
venait;O
Tout;O
dormait;O
excepté;O
sarrêta;O
auberges;O
laisser;O
souffler;O
davoine;O
sétait;O
couché;O
cloches;O
sonnaient;O
loin;O
Dans;O
village;O
alluma;O
lanternes;O
aussi;O
sillumina;O
fourmillement;O
détoiles;O
éclairées;I-MISC
apparaissaient;O
traversant;O
ténèbres;O
feu;O
coup;O
côte;O
sapins;O
lune;O
rouge;O
engourdie;I-PER
sommeil;O
surgit;O
demeuraient;O
baissées;O
épuisée;O
rêve;O
rassasiée;O
visions;O
heureuses;O
reposait;O
Parfois;O
position;I-MISC
prolongée;O
rouvrir;O
alors;O
regardait;O
lumineuse;O
vaches;O
çà;O
couchées;O
champ;O
relevaient;O
cherchait;O
posture;O
nouvelle;O
essayait;O
ressaisir;O
songe;O
ébauché;O
roulement;O
continu;O
oreilles;O
fatiguait;O
pensée;O
refermait;O
sentant;O
lesprit;O
courbaturé;I-PER
corps;O
Cependant;O
hommes;O
femmes;O
tenaient;O
debout;O
portières;O
arrivait;O
subitement;O
réveillée;O
sauta;I-MISC
vite;O
Père;O
éclairés;O
fermier;I-MISC
portèrent;O
exténuée;O
geignant;O
détresse;O
répétant;O
petite;O
expirante;O
Ah;B-MISC
Dieu;I-MISC
mes;I-MISC
pauvres;O
enfants;O
voulut;O
boire;O
manger;O
coucha;O
aussitôt;O
dormit;O
soupèrent;O
tête-à-tête;O
souriaient;O
regardant;O
prenaient;O
table;O
saisis;I-MISC
enfantine;O
mirent;O
visiter;O
réparé;O
ces;O
hautes;O
vastes;O
demeures;O
normandes;O
tenant;O
bâties;O
pierres;O
blanches;O
devenues;O
grises;O
spacieuses;O
loger;O
race;O
immense;O
vestibule;O
séparait;O
traversait;O
part;O
ouvrant;O
portes;O
faces;O
double;O
escalier;O
enjamber;O
laissant;O
vide;O
centre;O
joignant;O
montées;O
pont;O
Au;O
rez-de-chaussée;O
entrait;O
salon;O
démesuré;O
tendu;O
tapisseries;O
feuillages;O
promenaient;O
oiseaux;O
meuble;I-MISC
tapisserie;O
nétait;O
lillustration;O
Fables;B-MISC
Fontaine;I-PER
eut;O
tressaillement;O
plaisir;O
retrouvant;O
chaise;O
aimée;O
étant;O
enfant;O
représentait;O
lhistoire;O
Renard;B-LOC
Cigogne;B-LOC
souvraient;O
bibliothèque;O
anciens;O
autres;I-MISC
pièces;O
inutilisées;O
salle;O
boiseries;O
neuves;O
lingerie;O
loffice;O
cuisine;O
appartement;O
contenant;O
baignoire;O
corridor;O
coupait;O
étage;O
dix;I-MISC
chambres;O
salignaient;O
allée;O
lappartement;O
y;O
entrèrent;O
neuf;O
employé;O
tentures;O
meubles;O
restés;O
usage;O
greniers;O
dorigine;O
flamande;O
vieilles;O
peuplaient;O
lieu;O
personnages;O
singuliers;O
apercevant;O
lit;O
jeune;O
poussa;O
cris;O
Aux;O
coins;O
chêne;O
noirs;O
luisants;O
cire;O
portaient;O
couche;O
paraissaient;O
être;O
gardiens;O
côtés;O
représentaient;O
larges;O
guirlandes;O
fleurs;O
fruits;O
sculptés;O
finement;O
cannelées;O
terminaient;O
chapiteaux;O
corinthiens;O
soulevaient;O
corniche;O
roses;O
damours;O
enroulés;O
dressait;O
monumental;O
gracieux;O
sévérité;O
bruni;B-PER
couvre-pied;O
tenture;O
scintillaient;O
firmaments;O
faits;O
soie;O
antique;O
foncé;O
quétoilaient;O
places;O
lis;O
brodées;O
Quand;O
leut;O
admiré;O
élevant;O
lumière;O
examina;O
comprendre;O
sujet;O
seigneur;O
dame;O
habillés;O
vert;O
jaune;O
étrange;O
causaient;O
arbre;O
mûrissaient;O
lapin;O
couleur;O
broutait;O
dherbe;O
grise;O
Juste;B-MISC
au-dessus;O
lointain;O
convention;O
cinq;O
petites;O
rondes;O
aux;O
aigus;O
haut;O
moulin;O
vent;O
ramages;O
figurant;O
circulaient;O
panneaux;O
ressemblaient;O
sauf;O
sortir;O
petits;O
vêtus;O
Flamands;B-LOC
levaient;O
signe;O
détonnement;O
colère;O
extrêmes;O
dernière;O
drame;O
Près;B-MISC
homme;O
étendu;O
mort;O
perçait;O
sein;O
épée;O
larbre;O
devenus;O
renonçait;O
découvrit;O
coin;O
bestiole;O
microscopique;O
vécu;O
pu;O
brin;O
lion;O
Alors;O
reconnut;O
malheurs;O
Pyrame;B-PER
Thysbé;B-LOC
quoiquelle;O
sourît;O
simplicité;O
dessins;O
sentit;O
aventure;O
damour;O
parlerait;O
espoirs;O
chéris;O
ferait;O
planer;O
tendresse;O
légendaire;O
mobilier;O
unissait;O
styles;O
divers;O
Cétaient;B-ORG
génération;O
laisse;O
font;O
anciennes;O
sortes;O
musées;O
mêle;O
commode;O
Louis;B-PER
XIV;O
cuirassée;O
cuivres;O
éclatants;O
flanquée;O
fauteuils;O
XV;I-PER
bouquets;O
secrétaire;O
face;O
cheminée;O
présentait;I-MISC
globe;O
rond;O
pendule;O
lEmpire;B-MISC
ruche;O
bronze;O
suspendue;O
marbre;O
jardin;O
dorées;O
mince;O
balancier;I-MISC
sortant;O
fente;O
allongée;O
promenait;O
éternellement;O
parterre;O
abeille;O
ailes;O
démail;O
cadran;O
peinte;O
encadré;O
flanc;O
sonner;O
onze;O
heures;O
embrassa;O
retira;O
chez;O
regret;O
Dun;B-MISC
dernier;O
parcourut;I-MISC
éteignit;O
bougie;O
seule;O
sappuyait;O
muraille;O
flot;I-MISC
répandait;O
flaque;O
clarté;O
reflets;O
rejaillissaient;O
pâles;O
caressant;O
faiblement;O
amours;O
immobiles;O
Par;I-PER
pieds;O
baigné;O
douce;O
tourna;O
quelque;O
rouvrit;O
croyait;O
secouée;O
cahots;O
continuait;O
resta;O
dabord;O
immobile;O
espérant;O
repos;O
sendormir;O
limpatience;O
envahit;O
bientôt;O
crispations;O
fièvre;O
grandissait;O
leva;O
nu;O
longue;O
chemise;O
donnait;O
fantôme;O
mare;O
répandue;O
plancher;O
ouvrit;O
claire;I-MISC
plein;O
reconnaissait;O
aimé;O
jadis;O
première;O
enfance;O
large;O
gazon;O
beurre;O
nocturne;O
géants;O
pointes;O
platane;O
nord;O
tilleul;O
sud;O
étendue;O
bosquet;O
terminait;O
domaine;O
garanti;O
ouragans;O
rangs;O
dormes;O
antiques;O
tordus;O
rasés;O
rongés;O
taillés;O
pente;O
toit;O
déchaîné;O
espèce;O
parc;O
borné;O
longues;O
avenues;O
peupliers;O
démesurés;O
appelés;O
peuples;O
Normandie;B-LOC
séparaient;O
résidence;O
maîtres;O
fermes;O
attenant;O
occupées;O
Couillard;B-MISC
Martin;I-MISC
Ces;O
donné;O
delà;O
enclos;O
sétendait;O
vaste;I-MISC
plaine;O
inculte;I-MISC
semée;O
dajoncs;O
brise;O
sifflait;O
galopait;O
sabattait;O
mètres;O
blanche;O
baignant;O
pied;O
surface;O
moirée;O
dormir;O
étoiles;O
apaisement;O
absent;O
senteurs;O
répandaient;O
jasmin;I-MISC
grimpé;I-MISC
fenêtres;O
den;B-PER
exhalait;O
continuellement;I-MISC
haleine;O
pénétrante;O
mêlait;O
lodeur;O
légère;O
feuilles;O
naissantes;O
lentes;O
apportant;O
saveurs;O
fortes;O
salin;O
sueur;O
visqueuse;O
varechs;O
sabandonna;O
respirer;O
calma;O
Toutes;O
séveillent;O
cachent;O
obscure;O
tranquillité;O
emplissaient;O
demi-ténèbres;O
agitation;O
silencieuse;O
criaient;O
fuyaient;O
taches;O
ombres;O
bourdonnements;O
dinsectes;O
invisibles;O
effleuraient;O
loreille;O
courses;O
muettes;O
traversaient;O
lherbe;O
rosée;O
sable;O
chemins;O
déserts;O
Seuls;B-MISC
crapauds;O
mélancoliques;O
poussaient;O
note;O
courte;O
monotone;O
sélargissait;O
murmures;O
soirée;O
fourmillant;O
désirs;O
rôdeurs;O
pareils;O
nocturnes;O
frémissement;O
lentourait;O
affinité;O
lunissait;O
vivante;O
molle;O
blancheur;O
courir;O
frissons;O
surhumains;O
palpiter;O
insaisissables;O
chose;O
rêver;O
Lamour;B-MISC
lemplissait;I-MISC
lanxiété;O
croissante;O
approche;O
Maintenant;O
daimer;O
quà;O
rencontrer;O
-il;O
juste;O
demandait;O
voilà;O
ladorerait;O
chérirait;O
promèneraient;O
soirs;O
celui-ci;O
cendre;O
tombait;O
iraient;O
serrés;O
entendant;O
battre;O
cœurs;O
épaules;O
mêlant;O
amour;O
suave;O
dété;O
tellement;O
unis;O
quils;O
pénétreraient;O
aisément;O
puissance;O
secrètes;O
pensées;O
continuerait;O
indéfiniment;O
sérénité;O
affection;O
indescriptible;O
sembla;O
brusquement;O
vague;O
frisson;I-MISC
sensualité;O
serra;O
mouvement;O
inconscient;O
lèvre;O
tendue;O
linconnu;O
fit;O
défaillir;O
lhaleine;O
printemps;O
baiser;O
route;O
entendit;O
marcher;O
élan;O
affolée;O
transport;O
foi;O
limpossible;O
providentiels;O
pressentiments;O
divins;O
romanesques;O
combinaisons;O
sort;O
pensa;O
écoutait;O
anxieusement;O
rythmé;O
marcheur;O
sûre;O
sarrêter;O
grille;O
demander;O
lhospitalité;O
Lorsquil;B-PER
passé;O
triste;O
après;O
déception;O
comprit;O
lexaltation;O
espoir;O
démence;O
calmée;O
laissa;O
flotter;O
rêverie;O
cherchant;O
pénétrer;O
lavenir;O
échafaudant;O
Avec;O
vivrait;O
ici;O
calme;O
dominait;O
doute;O
fils;O
suivraient;O
ravi;O
échangeant;O
dessus;O
têtes;O
regards;O
pleins;O
passion;I-MISC
rêvasser;O
achevant;O
disparaître;O
Lair;B-PER
devenait;O
Vers;O
lorient;O
pâlissait;O
coq;I-MISC
chanta;O
dautres;O
répondirent;O
Leurs;B-MISC
enrouées;O
venir;O
cloison;O
poulaillers;O
limmense;O
blanchie;O
insensiblement;O
disparaissaient;O
cri;O
doiseau;O
gazouillements;I-MISC
timides;I-MISC
sortirent;O
senhardirent;O
devinrent;O
vibrants;O
joyeux;O
gagnant;O
branche;I-MISC
darbre;O
levant;O
cachée;O
éblouie;O
resplendissement;O
laurore;O
montagne;O
empourprés;O
cachés;O
partie;O
lueurs;O
sang;O
lentement;O
crevant;O
éclatantes;O
criblant;O
plaines;O
locéan;O
flamboyant;O
devenir;O
folle;O
délirante;O
attendrissement;O
infini;O
splendeur;O
noya;O
défaillait;O
aurore;O
commencement;O
lever;O
tendit;O
lespace;O
rayonnant;O
dembrasser;O
parler;O
crier;O
divin;O
éclosion;O
demeurait;O
paralysée;O
enthousiasme;O
impuissant;O
front;O
larmes;O
pleura;O
délicieusement;O
Lorsquelle;B-LOC
releva;O
décor;O
naissant;O
disparu;O
elle-même;O
apaisée;O
lasse;O
refroidie;O
Sans;O
fermer;O
alla;O
sétendre;O
rêva;O
sendormit;O
profondément;O
huit;O
nentendit;O
appels;O
lorsquil;O
entra;I-MISC
montrer;O
lembellissement;O
façade;O
lintérieur;O
séparée;O
chemin;O
plantée;O
pommiers;O
vicinal;O
paysans;O
joignait;O
demi-lieue;O
Havre;O
Fécamp;B-LOC
barrière;O
communs;O
bâtiments;O
caillou;O
coiffés;O
chaume;B-PER
fossés;O
couvertures;O
refaites;O
menuiserie;O
restaurée;O
réparés;O
retapissées;O
repeint;O
terni;O
contrevents;I-MISC
blanc;O
dargent;O
replâtrages;O
récents;O
grisâtre;O
Lautre;B-ORG
celle;O
souvrait;O
dessous;O
visitèrent;O
omettre;O
promenèrent;O
enfermaient;O
appelait;O
Lherbe;B-PER
poussé;O
étalant;O
tapis;O
charmant;O
tortueux;O
séparés;O
cloisons;O
lièvre;O
peur;O
talus;O
détala;O
joncs;O
marins;O
Après;O
déjeuner;O
Mme;B-PER
déclarait;O
reposer;O
proposa;O
descendre;O
Yport;O
partirent;O
hameau;O
dÉtouvent;B-MISC
trouvaient;O
Trois;O
saluèrent;O
sils;O
eussent;O
connus;O
sabaissent;O
suivant;O
vallée;O
tournante;O
apparut;O
raccommodaient;O
hardes;O
assises;O
seuil;O
regardaient;O
rue;B-LOC
inclinée;O
ruisseau;O
tas;O
débris;O
traînant;O
odeur;O
saumure;O
filets;O
bruns;O
restaient;O
écailles;O
pareilles;O
piécettes;O
séchaient;O
taudis;O
doù;O
sortaient;O
familles;O
nombreuses;O
grouillant;O
pièce;O
Quelques;O
pigeons;O
curieux;O
nouveau;O
théâtre;O
tournant;O
aperçut;O
lisse;O
sétendant;O
perte;O
vue;O
sarrêtèrent;O
plage;O
regarder;O
voiles;O
doiseaux;O
cap;O
arrêtait;O
côtes;O
prolongeait;O
nêtre;O
quun;O
trait;O
insaisissable;O
port;B-LOC
déchirures;O
prochaines;O
frange;O
décume;O
roulaient;O
galet;O
bruit;O
barques;O
halées;O
cailloux;O
ronds;O
reposaient;O
vernies;O
goudron;O
pêcheurs;O
préparaient;O
marée;O
matelot;O
offrir;O
poisson;O
acheta;O
barbue;O
rapporter;O
lhomme;O
services;O
promenades;O
afin;O
entrer;O
mémoires;O
Lastique;B-PER
Joséphin;I-PER
promit;O
loublier;O
reprirent;O
ouïes;O
canne;O
chacun;O
prit;O
allaient;O
remontant;O
bavardant;O
brillants;O
lassait;O
balayait;O
queue;O
grasse;O
II;B-MISC
charmante;O
commença;O
lisait;O
vagabondait;O
environs;O
errait;O
lents;O
routes;O
parti;O
rêves;O
descendait;O
gambadant;O
vallées;O
tortueuses;O
chape;O
toison;O
Leur;O
exaspérée;O
grisait;O
vin;O
parfumé;O
roulant;O
houle;O
berçait;O
mollesse;O
drue;O
détour;O
val;B-LOC
entonnoir;O
triangle;O
bleue;O
étincelante;O
désordonnées;O
lapproche;O
mystérieuse;O
planant;O
lenvahissait;O
douceur;O
horizons;O
arrondis;O
restait;O
assise;O
sommet;O
collines;O
lapins;O
sauvages;O
bondissant;O
mettait;O
fouettée;O
vibrante;O
jouissance;O
exquise;O
mouvoir;O
fatigue;O
poissons;O
hirondelles;O
semait;O
partout;O
souvenirs;O
jette;O
graines;O
racines;O
tiennent;O
plis;O
vallons;O
prendre;O
bains;O
nageait;O
hardie;O
conscience;O
danger;O
eau;O
froide;O
limpide;O
balançant;O
rivage;O
croisés;O
perdus;O
lazur;O
vol;O
dhirondelle;O
silhouette;O
nentendait;O
aucun;O
murmure;O
éloigné;O
rumeur;O
glissant;O
confuse;O
redressait;O
affolement;O
poussait;O
battant;O
Quelquefois;O
saventurait;O
barque;O
chercher;O
rentrait;O
faim;O
sourire;O
entreprises;O
agricoles;O
essais;O
organiser;O
progrès;O
expérimenter;O
instruments;O
nouveaux;O
acclimater;O
races;O
étrangères;O
journées;O
conversation;O
hochaient;O
incrédules;O
tentatives;O
matelots;O
visité;O
grottes;O
fontaines;O
aiguilles;O
pêcher;O
simple;O
marin;O
coque;O
joufflue;O
traîne;O
fuyante;O
poursuivent;O
hordes;O
maquereaux;O
tenait;O
tremblante;O
danxiété;O
corde;O
sent;O
vibrer;O
sitôt;O
pris;O
débat;O
partait;O
clair;O
posés;O
aimait;O
entendre;O
craquer;O
mât;O
sifflantes;O
fraîches;O
louvoyé;O
retrouver;O
bouées;O
guidant;O
crête;O
roche;O
clocher;O
phare;B-LOC
demeurer;O
premiers;O
feux;O
reluire;O
bateau;I-MISC
gluant;O
raies;O
éventail;O
gras;O
turbots;O
repas;O
racontait;O
tour;O
combien;O
parcouru;O
nayant;O
recommandé;O
sacharnait;O
Dès;O
fraîcheur;O
dissipée;O
appuyée;O
enveloppée;O
mante;O
châles;O
étouffée;O
capeline;O
noire;O
recouvrait;O
tricot;O
lourd;O
tracé;O
laller;O
retour;O
sillons;O
poudreux;O
morte;O
recommençait;O
fin;O
interminable;O
lencoignure;O
jusquaux;O
arbustes;O
placer;O
banc;O
extrémité;O
piste;O
sarrêtait;O
disant;O
pauvre;O
patiente;O
soutenait;O
Asseyons;B-ORG
suis;I-MISC
arrêt;O
laissait;O
bancs;O
tantôt;O
couvrait;O
châle;O
bouts;O
lallée;O
paquets;O
vêtements;O
rapportait;O
allure;O
allongés;O
sommeillant;O
heure;I-MISC
roulait;O
exercice;O
médecin;O
consulté;I-MISC
auparavant;O
parce;O
éprouvait;O
étouffements;O
parlé;O
dhypertrophie;O
lors;O
mot;O
comprenait;I-MISC
guère;O
signification;O
établi;O
tâter;I-MISC
obstinément;O
personne;O
tant;O
enseveli;O
bouffissure;O
refusait;O
énergie;O
examiner;O
découvrît;O
maladies;O
