Texte;Type d'entité
agitant;O
forte;O
crinière;O
auraient;O
frémir;O
braves;O
jen;O
avais;O
quelquefois;O
bouleversé;O
obligé;O
Pas;O
fais;O
Malheureusement;O
imitait;O
cri;O
savait;O
mieux;O
denfants;O
rue;O
jurer;O
nom;O
Notre-Seigneur;B-PER
jouant;O
jappris;O
faire;O
pleine;O
juron;O
méchappa;O
sais;I-MISC
comment;O
Consternation;B-ORG
générale;I-ORG
Qui;O
ta;O
las;I-MISC
entendu;O
événement;O
parla;O
suite;O
mettre;O
correction;O
quavant;O
chose;O
confesse;O
puisque;O
javais;I-MISC
lâge;I-MISC
mena;I-MISC
Grande;B-MISC
affaire;O
ramasser;O
coins;O
conscience;O
péchés;O
traînaient;O
dormis;O
nuits;O
panerée;O
diables;O
petits;O
dessus;O
mais;O
égal;I-MISC
autres;O
voyaient;O
agenouillé;O
petite;O
armoire;O
chêne;O
montrer;O
curé;O
Récollets;B-LOC
crus;I-MISC
mourrais;O
confusion;O
voulus;O
savais;I-MISC
maintenant;O
saint;B-PER
Paul;I-PER
répéta;O
démon;O
rôde;O
éternellement;O
autour;O
lion;O
quaerens;O
quem;I-MISC
devoret;I-MISC
quelle;O
impression;O
fit;O
intrigant;O
Lucifer;B-PER
prend;O
visages;O
veut;O
tenter;I-MISC
mauriez;O
ôté;O
lidée;O
caché;O
peau;O
mapprendre;O
premier;O
soin;O
rentrant;I-MISC
davertir;O
eût;O
rester;O
dorénavant;O
Infortuné;B-MISC
ukase;O
creva;O
conforma;O
plainte;O
lapercevais;I-MISC
debout;I-MISC
porte;O
loge;O
tristement;O
voyait;I-MISC
regardais;I-MISC
poussait;O
mattendrir;O
effroyables;O
flamboyante;O
rugissait;O
tenais;O
trouvais;I-MISC
ressemblait;O
fameux;O
criais;O
Va;B-MISC
ten;O
horreur;O
sobstina;O
rugir;O
fatigué;O
domicile;O
lenvoya;O
apprentissage;O
revis;O
enthousiasme;O
nen;I-MISC
instant;O
refroidi;O
juste;O
vers;O
dégoûta;O
subitement;O
perroquet;O
remplaça;O
linstallai;O
belle;O
cage;O
résidence;O
dhiver;O
Crusoé;I-MISC
passant;O
tête-à-tête;O
intéressant;O
volatile;O
cherchant;O
pauvre;O
Comprenez;B-PER
-vous;O
donné;O
débarrasser;O
éternel;O
bavardage;O
parler;O
quautre;O
tirer;I-MISC
Malgré;O
laimais;I-MISC
Nous;O
vivions;O
austère;O
solitude;O
lorsquun;O
marriva;O
vraiment;O
extraordinaire;O
quitté;O
cabane;O
bonne;O
heure;O
faisais;O
armé;O
jusquaux;O
dents;O
dexploration;O
travers;O
vis;I-MISC
groupe;O
quatre;O
personnes;O
parlaient;O
haute;O
gesticulaient;O
vivement;O
Juste;O
hommes;O
neus;I-PER
jeter;O
derrière;O
bouquet;O
lauriers;O
roses;O
plat;O
ventre;O
plaît;O
passèrent;O
près;O
distinguer;I-MISC
rassura;I-MISC
quils;O
furent;O
sortis;O
cachette;O
suivis;O
distance;O
deviendrait;O
Ces;O
étrangers;O
restèrent;O
longtemps;O
Ils;O
visitèrent;O
entrer;O
grottes;O
sonder;O
leurs;O
cannes;O
profondeur;O
océans;O
De;O
ils;O
sarrêtaient;O
remuaient;O
tête;O
Toute;O
crainte;O
vinssent;O
découvrir;O
résidences;O
serais;O
-je;I-MISC
devenu;O
Heureusement;O
demi-heure;O
retirèrent;O
douter;O
lîle;I-MISC
habitée;O
Dès;O
partis;O
courus;O
menfermer;O
cabanes;O
passai;O
reste;I-MISC
demander;O
quels;O
venus;O
Jallais;B-PER
savoir;O
annonça;O
solennellement;O
vendue;O
partirions;O
Lyon;B-LOC
allions;O
demeurer;O
désormais;O
sembla;O
ciel;O
croulait;O
Eh;B-MISC
Hélas;B-MISC
vendu;O
quitter;O
pleurais;I-MISC
Pendant;O
tandis;O
quà;O
emballait;O
glaces;O
vaisselle;O
promenais;O
triste;O
seul;O
chère;I-MISC
navais;I-MISC
pensez;O
masseoir;O
regardant;O
objets;O
leur;O
parlais;O
Adieu;B-PER
chers;O
amis;O
verrons;O
grenadier;O
belles;O
fleurs;O
sépanouissaient;O
dis;O
Donne;B-MISC
-moi;I-LOC
tes;I-MISC
poitrine;O
Jétais;B-LOC
Pourtant;B-MISC
milieu;O
faisaient;O
sourire;O
dabord;O
pensée;O
monter;O
navire;O
permission;O
demporter;O
conditions;O
semblables;O
donnait;O
courage;O
départ;O
arriva;I-MISC
pris;O
meubles;O
compagnie;O
partait;O
accompagna;O
jusquà;O
diligence;O
Beaucaire;B-LOC
marchait;O
poussant;O
énorme;O
brouette;O
chargée;O
malles;O
Derrière;B-MISC
donnant;O
bras;O
abbé;O
devais;O
revoir;O
ensuite;I-MISC
flanquée;O
parapluie;O
bleu;O
content;O
daller;O
sanglotait;O
queue;O
colonne;O
portant;O
retournant;O
mesure;O
caravane;O
séloignait;O
larbre;O
grenades;O
haussait;O
tant;O
murs;O
agitaient;O
branches;O
signe;O
dadieu;O
ému;O
envoyait;O
baisers;O
furtivement;O
doigts;O
quittai;O
30;O
septembre;I-MISC
II;B-LOC
LES;O
BABAROTRES;B-ORG
O;B-MISC
CHOSES;B-ORG
enfance;O
VOUS;O
mavez;O
laissée;O
semble;I-MISC
hier;O
Rhône;B-LOC
bateau;O
passagers;O
jentends;O
bruit;O
roues;O
sifflet;O
machine;I-MISC
capitaine;O
sappelait;I-MISC
Géniès;I-PER
maître;O
coq;O
Montélimart;B-PER
noublie;O
traversée;O
pont;I-MISC
descendant;O
salon;O
manger;O
dormir;O
jallais;O
pointe;O
extrême;O
lancre;B-LOC
grosse;O
sonnait;O
entrant;O
masseyais;O
cordes;O
posais;O
entre;O
jambes;O
large;O
rives;O
laurais;O
fût;O
appelé;O
mer;I-MISC
riait;O
londe;O
verte;O
Des;I-MISC
barques;O
descendaient;O
fil;O
mariniers;O
guéant;O
dos;O
mules;O
passaient;O
chantant;O
Parfois;O
longeait;O
quelque;O
touffue;O
couverte;O
joncs;O
saules;O
dévorais;O
Vers;O
fin;O
troisième;O
avoir;O
grain;O
assombri;I-MISC
brouillard;O
épais;O
dansait;O
lavant;O
allumé;O
lanterne;O
foi;O
présence;O
symptômes;O
commençais;O
être;I-MISC
quelquun;I-MISC
Voilà;O
mit;O
sonner;O
Confusément;O
lumières;O
briller;O
lune;B-LOC
rive;O
passâmes;O
sous;O
lénorme;O
tuyau;O
cheminée;O
courbait;O
crachait;O
torrents;O
fumée;O
noire;O
tousser;O
Sur;B-MISC
remue;O
ménage;O
effroyable;O
cherchaient;O
matelots;O
juraient;O
roulant;O
tonneaux;O
lombre;O
pleuvait;O
hâtai;I-MISC
rejoindre;O
serrés;O
uns;O
dAnnou;B-MISC
rangeait;O
long;O
quais;O
débarquement;O
commençait;O
crois;I-MISC
serions;O
tâtons;I-MISC
criant;O
vive;O
connu;O
répondîmes;O
soulagement;O
inexprimable;O
embrassa;O
lestement;O
femmes;O
Suivez;B-MISC
route;O
Ah;B-MISC
avancions;I-MISC
glissait;O
heurtait;O
caisses;O
stridente;O
éplorée;O
arrive;O
"
 ";O
mécriai;O
jessayai;O
dégager;O
croyant;O
glissé;I-MISC
serra;O
reprit;O
fis;O
nouvel;O
effort;O
criai;O
Sil;B-LOC
parlait;O
lentendait;O
lieue;O
Dans;O
trouble;O
lavais;O
oublié;O
mappelait;O
forces;O
criait;O
Dépêchons;B-LOC
-nous;O
viendrons;O
demain;O
bateaux;O
ségare;O
malgré;O
mentraîna;O
Pécaire;B-MISC
lendemain;O
trouva;I-MISC
Jugez;B-PER
désespoir;O
possible;O
moyen;O
dailleurs;O
meilleure;O
volonté;O
forger;O
quatrième;O
étage;O
sale;O
humide;O
Lanterne;I-LOC
lhorrible;O
verrai;O
lescalier;O
gluant;O
cordonnier;O
échoppe;O
pompe;O
hideux;O
sinstallant;O
cuisine;O
poussa;O
détresse;O
babarottes;O
accourûmes;I-MISC
Quel;O
vilaines;O
crédence;O
tiroirs;O
buffet;O
Sans;O
vouloir;I-MISC
écrasait;O
Pouah;B-MISC
tué;O
elle;O
tuait;O
Elles;O
arrivaient;O
trou;O
lévier;O
boucha;O
elles;I-MISC
revinrent;O
endroit;O
doù;O
chat;O
exprès;O
tuer;O
boucherie;O
firent;O
haïr;O
dés;O
pis;O
habitudes;O
nouvelles;O
heures;O
repas;O
changées;O
pains;O
forme;O
appelait;O
couronnes;O
Chez;I-MISC
bouchers;O
carbonade;O
létalier;O
nez;O
ennuyé;O
égayer;O
promener;I-MISC
parapluies;O
Instinctivement;B-ORG
dirigions;O
toujours;O
Perrache;B-PER
rapproche;O
pays;O
languissait;O
promenades;O
lugubres;O
grondait;O
pourquoi;O
honte;O
dêtre;O
douté;O
parce;O
pauvres;O
Au;B-MISC
tomba;O
brouillards;O
tuaient;O
dut;O
renvoyer;O
Cette;B-LOC
fille;O
aimait;O
passion;O
décider;O
Elle;O
suppliait;O
gardât;O
promettant;O
mourir;O
lembarquer;O
force;O
Arrivée;B-LOC
maria;O
partie;O
parut;I-MISC
comble;O
misère;O
femme;O
montait;O
ouvrage;O
fourneaux;O
calcinait;O
mains;O
blanches;O
jaimais;O
embrasser;O
provisions;O
panier;O
disant;O
Tu;O
achèteras;I-MISC
ça;O
achetait;O
pleurant;O
Pauvre;B-PER
larme;O
lœil;O
grippe;O
labreuvait;O
taloches;O
entendait;O
es;O
butor;O
âne;O
perdait;O
moyens;O
efforts;O
retenir;O
rendaient;O
laid;O
portait;O
malheur;I-MISC
Écoutez;B-PER
scène;O
cruche;O
saperçoit;O
deau;O
voulez;O
jirai;O
grès;O
hausse;O
épaules;O
va;O
cassée;O
sûr;O
–;I-MISC
entends;O
tranquille;O
attention;O
reprend;O
as;O
beau;O
casser;O
cassera;O
Ici;O
Mais;B-MISC
casses;O
te;O
casseras;O
répond;O
ton;O
nadmet;O
réplique;O
fiévreuse;O
sort;O
brusquement;O
lair;O
casserai;I-MISC
allons;O
Cinq;B-MISC
minutes;O
dix;O
passent;O
revient;O
commence;O
tourmenter;O
Pourvu;B-LOC
soit;O
arrivé;O
Parbleu;O
bourru;O
cassé;O
nose;O
rentrer;I-MISC
air;O
meilleur;O
lève;O
ouvrir;O
na;I-MISC
palier;O
vides;O
silencieux;O
pétrifié;O
voyant;O
pâlit;O
navrante;O
faible;O
lai;O
archives;O
appelons;O
environ;O
songèrent;O
études;O
aurait;O
collège;O
cher;I-MISC
envoyions;O
manécanterie;O
paraît;O
enfants;O
sont;O
idée;O
sourit;O
Saint-Nizier;B-LOC
léglise;O
proche;O
envoya;O
amusant;O
bourrer;O
grec;O
latin;O
institutions;O
apprenait;O
servir;O
messe;O
chanter;O
antiennes;O
génuflexions;O
encenser;O
élégamment;O
difficile;O
ci;O
consacrées;O
déclinaisons;O
lÉpitomé;B-MISC
ceci;O
quaccessoire;O
Avant;O
service;O
Micou;B-PER
prisés;O
solennel;O
Demain;B-MISC
sommes;O
denterrement;O
Puis;O
cétaient;O
baptêmes;O
mariages;O
visite;O
monseigneur;O
viatique;O
fier;O
laccompagner;O
Sous;B-MISC
dais;O
velours;O
prêtre;O
lhostie;O
saintes;O
huiles;O
Deux;O
chœur;O
soutenaient;O
lescortaient;O
falots;O
dorés;O
cinquième;O
crécelle;O
Dordinaire;B-MISC
fonctions;O
passage;O
découvraient;O
signaient;O
poste;O
sentinelle;O
Aux;O
armes;I-MISC
soldats;O
accouraient;O
mettaient;O
rang;O
Présentez;B-LOC
genou;O
terre;O
lofficier;O
fusils;I-MISC
tambour;O
battait;O
champs;O
Jagitais;B-LOC
Sanctus;B-LOC
passions;O
Chacun;B-MISC
fourniment;O
complet;O
decclésiastique;O
soutane;O
aube;O
surplis;O
manches;I-MISC
roides;O
dempois;O
soie;I-MISC
calottes;O
drap;O
rabats;O
bordés;O
petites;O
perles;O
costume;O
mallait;O
croquer;O
dessous;O
désespérait;O
Figurez;B-LOC
haussant;O
montais;I-MISC
blancs;O
Caduffe;I-PER
suisse;O
changeant;O
Évangiles;B-LOC
place;O
livre;O
lourd;O
tombai;O
marches;O
lautel;B-PER
pupitre;O
brisé;O
interrompu;O
Pentecôte;B-MISC
scandale;O
légers;O
inconvénients;I-MISC
taille;O
couchant;O
disions;O
Par;O
restâmes;I-MISC
recteur;O
duniversité;O
écrivit;O
bourse;O
dexterne;O
pourrait;O
sera;O
garde;O
utile;O
Dailleurs;O
maperçois;I-MISC
goût;O
ferons;O
négociant;I-MISC
pu;O
sapercevoir;O
consulté;O
consulta;O
ni;O
frappa;O
blouse;O
riches;O
portent;O
blouses;O
gones;O
gone;O
jentrai;O
élèves;O
ricanèrent;O
Tiens;B-LOC
professeur;O
grimace;O
aversion;O
Depuis;O
lors;O
lèvres;O
méprisant;O
Jamais;O
mappela;O
Hé;B-MISC
Chose;B-PER
Ey;I-PER
sset;I-PER
camarades;O
surnommèrent;O
distinguait;O
avaient;O
beaux;O
cartables;O
cuir;O
jaune;I-MISC
encriers;O
buis;B-LOC
sentaient;O
cahiers;O
cartonnés;O
livres;O
neufs;O
notes;O
bouquins;O
achetés;O
moisis;O
fanés;O
sentant;O
rance;O
couvertures;O
lambeaux;O
manquait;O
pages;O
relier;O
carton;O
colle;O
puait;O
cartable;O
infinité;O
poches;O
coller;O
cartonner;O
manie;O
constamment;O
pots;O
séchapper;O
magasin;O
collait;O
reliait;O
cartonnait;O
paquets;O
écrivait;O
dictée;O
Quant;O
compris;O
lorsquon;B-LOC
boursier;O
sappelle;O
faut;O
travailler;O
Brave;B-PER
hiver;O
chambre;O
assis;O
travail;O
enveloppées;O
couverture;O
dehors;O
givre;I-MISC
fouettait;O
vitres;I-MISC
dictait;O
Jai;B-PER
reçu;O
votre;O
honorée;I-MISC
8;O
courant;O
pleurarde;O
reprenait;O
souvrait;O
doucement;O
entrait;O
sapprochait;O
pieds;O
Chut;B-MISC
travailles;O
Oui;B-MISC
nas;B-PER
mentait;O
Alors;O
sasseyait;O
auprès;O
tricot;O
restait;O
longues;O
comptant;O
mailles;O
soupir;O
pensait;O
nespérait;O
III;O
IL;B-ORG
EST;O
MORT;B-ORG
PRIEZ;I-ORG
POUR;O
LUI;O
CÉTAIT;B-MISC
UN;O
LUNDI;O
DU;O
MOIS;B-MISC
DE;I-ORG
JUILLET;B-ORG
sortant;O
métais;I-MISC
laissé;O
entraîner;O
barres;O
décidai;O
tard;O
naurais;O
Terreaux;I-MISC
marrêter;O
ceinture;O
casquette;O
Toutefois;O
repris;O
haleine;O
minute;O
dinventer;O
histoire;O
expliquer;O
retard;O
sonnai;O
bravement;O
vint;O
mouvrir;O
viens;O
débiter;O
mensonge;I-MISC
tremblant;O
achever;I-MISC
mattirant;O
membrassa;O
longuement;O
silencieusement;O
mattendais;I-MISC
semonce;O
accueil;O
surprit;O
première;O
avions;O
dîner;O
expérience;O
salle;O
trompé;O
couverts;O
celui;I-MISC
mien;O
demandai;O
étonné;O
répondit;O
habituelle;O
Ta;B-PER
pâle;O
ajouta;O
presque;O
rassurer;O
façon;O
écrit;O
lit;O
connais;O
mets;I-MISC
toi;O
mangeons;I-MISC
meurs;O
faim;O
mattablai;O
serré;O
peines;O
pensant;O
dînâmes;I-MISC
face;O
lun;O
mangeait;O
vite;O
buvait;O
coups;O
sarrêtait;O
songeait;O
frappé;O
stupeur;O
rappelais;O
histoires;O
contait;O
voyais;I-MISC
retroussant;I-MISC
franchir;O
souvenais;I-MISC
assistait;O
tournait;O
ouverts;O
Dominus;B-PER
vobiscum;O
joie;O
figurais;I-MISC
couché;O
redoublait;O
chagrin;O
jentendais;O
crier;O
punit;O
faute;O
droit;I-MISC
mentir;O
plein;O
punir;O
jouerai;O
terminé;O
alluma;O
lampe;O
veillée;O
commença;O
nappe;I-MISC
débris;O
dessert;O
posé;O
comptes;O
Finet;B-MISC
miaulait;O
rôdant;O
ouvert;O
fenêtre;O
my;O
étais;O
accoudé;O
gens;O
den;B-PER
causer;O
tambours;O
Loyassel;B-PER
battre;O
lointain;O
instants;O
tristes;O
vaguement;O
violent;I-MISC
sonnette;O
marracha;O
croisée;O
regardai;O
effroi;O
passer;O
visage;O
frisson;O
dangoisse;O
terreur;O
menvahir;O
sonne;O
Restez;B-LOC
jy;O
mélançai;O
seuil;I-MISC
lentrevis;I-MISC
tendant;O
jhésitais;O
dépêche;O
frissonnant;O
repoussais;O
lhomme;O
retint;O
pied;O
froidement;O
signer;O
recevais;O
cria;O
tremblait;O
répondis;O
Rien;I-LOC
faisant;O
mattendre;O
trempai;O
plume;I-MISC
lencre;O
revins;O
Lhomme;B-PER
Signez;B-LOC
signa;O
tremblante;O
lueur;O
lampes;O
ferma;O
rentra;O
tenant;O
cachée;O
oui;O
voulais;O
vît;O
car;O
davance;O
venais;O
annoncer;O
touvris;O
mappris;O
nouveau;O
neût;O
deviné;O
rougir;O
détourner;O
soupçons;O
Jy;B-MISC
restai;O
bougeant;O
parlant;O
serrant;O
papier;O
brûlait;O
moments;O
jessayais;O
raisonner;O
Quen;B-LOC
peut-être;O
Peut;B-MISC
guéri;O
sentais;O
vrai;O
mentais;O
dirait;O
men;O
tenir;O
rapidité;O
jallumai;O
tremblaient;O
ouvrant;O
mort;O
quelles;O
brûlantes;O
larrosai;O
leus;O
ouverte;O
relus;O
espérant;O
mêtre;O
jeus;O
relire;O
tourner;O
sens;O
Priez;B-PER
Combien;B-LOC
souviens;I-MISC
cuisaient;O
sortir;I-MISC
baignai;O
rentrai;I-MISC
crispée;O
maudite;O
quallais;O
Comment;O
quel;O
enfantillage;O
poussé;O
tôt;O
-ce;O
su;O
Quelle;O
allé;O
laurions;O
ensemble;O
présent;I-MISC
serait;O
Or;O
mapprochai;O
vins;O
fermé;O
barbe;O
samusait;O
chatouiller;O
museau;O
blanc;O
serrait;O
samusât;O
figure;O
éclairait;O
demi;O
sanimer;O
envie;O
riez;O
leva;O
Nos;B-MISC
regards;O
rencontrèrent;O
vit;O
décomposa;O
jaillit;I-MISC
fendre;O
lâme;O
nest;O
glissa;O
pleurâmes;O
jouait;O
cause;O
Écouter;B-LOC
mens;O
passées;O
dort;O
eh;O
reçois;O
peux;O
louvrir;O
prier;O
IV;I-MISC
LE;B-PER
CAHIER;O
ROUGE;I-MISC
missels;O
naïves;O
enluminures;O
Dame;B-MISC
douleurs;O
représentée;O
chacune;O
joues;O
ride;O
profonde;O
cicatrice;O
divine;O
lartiste;O
mise;O
Regardez;B-LOC
pleuré;O
jure;O
vue;O
amaigri;O
lorsquelle;I-PER
revint;O
enterré;O
voulut;O
Ses;I-MISC
robes;O
noires;O
vêtements;I-MISC
deuil;O
quitta;O
changé;O
lugubre;I-MISC
messes;O
repos;O
tailla;O
noirs;O
roulière;O
recommença;O
lheure;O
coucher;O
fermer;O
double;O
boucher;O
soigneusement;O
rainures;O
solennité;O
mystère;O
retour;O
changement;O
opéré;O
lami;O
voudront;O
fol;O
amour;I-MISC
cartonnage;I-MISC
allaient;O
entrain;O
aviez;I-MISC
genoux;O
lobtenir;O
incroyables;O
chapeau;I-MISC
commandé;O
chantier;O
huit;O
sapercevait;I-MISC
Plusieurs;O
surpris;O
gestes;O
dormait;O
lentendais;O
marmotter;O
sauter;O
marcher;O
naturel;O
songeais;I-MISC
semblait;O
devenir;O
fou;I-MISC
mouvement;O
deffroi;O
aperçut;O
prenant;O
siennes;O
confier;O
parleras;O
hésiter;O
chut;O
poème;O
réponse;O
tira;O
veste;O
cahier;O
cartonné;O
duquel;O
RELIGION;B-ORG
Poème;O
douze;O
chants;O
PAR;O
EYSSETTE;B-ORG
JACQUES;B-MISC
eus;O
vertige;O
treize;O
sanglots;O
Religion;I-PER
continuait;O
lenvoyer;O
dherbes;O
aurais;O
sauté;O
